Month,Mdate,Time,Hourly_Counts
June,26,10,1360.0
June,26,11,1907.0
June,26,12,3246.0
June,26,13,3716.0
June,26,14,2995.0
June,26,15,3048.0
June,26,16,3184.0
June,26,17,3218.0
June,26,18,2450.0
June,26,19,1500.0
June,26,20,736.0
June,26,21,484.0
June,26,22,272.0
June,26,23,117.0
June,27,0,56.0
June,27,1,34.0
June,27,2,46.0
June,27,3,6.0
June,27,4,18.0
June,27,5,20.0
June,27,6,121.0
June,27,7,316.0
June,27,8,824.0
June,27,9,922.0
June,27,10,1359.0
June,27,11,1934.0
June,27,12,3276.0
June,27,13,3691.0
June,27,14,3049.0
June,27,15,3020.0
June,27,16,3034.0
June,27,17,3328.0
June,27,18,2607.0
June,27,19,1516.0
June,27,20,767.0
June,27,21,478.0
June,27,22,292.0
June,27,23,147.0
June,28,0,58.0
June,28,1,31.0
June,28,2,32.0
June,28,3,13.0
June,28,4,14.0
June,28,5,30.0
June,28,6,111.0
June,28,7,304.0
June,28,8,768.0
June,28,9,885.0
June,28,10,1227.0
June,28,11,2059.0
June,28,12,3410.0
June,28,13,3774.0
June,28,14,3090.0
June,28,15,2997.0
June,28,16,3195.0
June,28,17,3490.0
June,28,18,2708.0
June,28,19,1785.0
June,28,20,1100.0
June,28,21,713.0
June,28,22,482.0
June,28,23,170.0
June,29,0,78.0
June,29,1,52.0
June,29,2,48.0
June,29,3,40.0
June,29,4,34.0
June,29,5,37.0
June,29,6,116.0
June,29,7,310.0
June,29,8,802.0
June,29,9,992.0
June,29,10,1373.0
June,29,11,2118.0
June,29,12,3402.0
June,29,13,3898.0
June,29,14,3230.0
June,29,15,3155.0
June,29,16,3163.0
June,29,17,3550.0
June,29,18,3079.0
June,29,19,2309.0
June,29,20,1664.0
June,29,21,1066.0
June,29,22,504.0
June,29,23,328.0
June,30,0,130.0
June,30,1,108.0
June,30,2,68.0
June,30,3,55.0
June,30,4,40.0
June,30,5,43.0
June,30,6,66.0
June,30,7,178.0
June,30,8,546.0
June,30,9,833.0
June,30,10,1402.0
June,30,11,2260.0
June,30,12,3334.0
June,30,13,3830.0
June,30,14,3584.0
June,30,15,3790.0
June,30,16,3784.0
June,30,17,3788.0
June,30,18,3282.0
June,30,19,2436.0
June,30,20,1654.0
June,30,21,1038.0
June,30,22,628.0
June,30,23,374.0
May,1,0,67.0
May,1,1,38.0
May,1,2,22.0
May,1,3,18.0
May,1,4,13.0
May,1,5,55.0
May,1,6,128.0
May,1,7,377.0
May,1,8,948.0
May,1,9,1030.0
May,1,10,1435.0
May,1,11,2034.0
May,1,12,3260.0
May,1,13,3553.0
May,1,14,2924.0
May,1,15,2732.0
May,1,16,2876.0
May,1,17,3003.0
May,1,18,2198.0
May,1,19,1170.0
May,1,20,583.0
May,1,21,416.0
May,1,22,230.0
May,1,23,132.0
May,2,0,84.0
May,2,1,32.0
May,2,2,25.0
May,2,3,16.0
May,2,4,18.0
May,2,5,28.0
May,2,6,125.0
May,2,7,360.0
May,2,8,986.0
May,2,9,1054.0
May,2,10,1476.0
May,2,11,2034.0
May,2,12,3320.0
May,2,13,3559.0
May,2,14,2855.0
May,2,15,2723.0
May,2,16,2750.0
May,2,17,3034.0
May,2,18,2304.0
May,2,19,1337.0
May,2,20,714.0
May,2,21,522.0
May,2,22,306.0
May,2,23,182.0
May,3,0,97.0
May,3,1,48.0
May,3,2,36.0
May,3,3,8.0
May,3,4,18.0
May,3,5,28.0
May,3,6,110.0
May,3,7,380.0
May,3,8,914.0
May,3,9,1106.0
May,3,10,1442.0
May,3,11,2128.0
May,3,12,3356.0
May,3,13,3754.0
May,3,14,2991.0
May,3,15,2843.0
May,3,16,2968.0
May,3,17,3361.0
May,3,18,2562.0
May,3,19,1560.0
May,3,20,1055.0
May,3,21,611.0
May,3,22,317.0
May,3,23,152.0
May,4,0,84.0
May,4,1,38.0
May,4,2,34.0
May,4,3,34.0
May,4,4,32.0
May,4,5,17.0
May,4,6,110.0
May,4,7,344.0
May,4,8,900.0
May,4,9,1032.0
May,4,10,1474.0
May,4,11,2066.0
May,4,12,3394.0
May,4,13,3748.0
May,4,14,3052.0
May,4,15,2920.0
May,4,16,3178.0
May,4,17,3936.0
May,4,18,3385.0
May,4,19,2420.0
May,4,20,1776.0
May,4,21,1120.0
May,4,22,622.0
May,4,23,359.0
May,5,0,216.0
May,5,1,139.0
May,5,2,108.0
May,5,3,54.0
May,5,4,51.0
May,5,5,36.0
May,5,6,63.0
May,5,7,190.0
May,5,8,524.0
May,5,9,924.0
May,5,10,1727.0
May,5,11,2414.0
May,5,12,3544.0
May,5,13,3958.0
May,5,14,3650.0
May,5,15,3724.0
May,5,16,3607.0
May,5,17,3860.0
May,5,18,3317.0
May,5,19,2418.0
May,5,20,1648.0
May,5,21,1109.0
May,5,22,794.0
May,5,23,546.0
May,6,0,284.0
May,6,1,187.0
May,6,2,157.0
May,6,3,126.0
May,6,4,68.0
May,6,5,55.0
May,6,6,58.0
May,6,7,119.0
May,6,8,277.0
May,6,9,802.0
May,6,10,1734.0
May,6,11,2488.0
May,6,12,3229.0
May,6,13,3524.0
May,6,14,3548.0
May,6,15,3720.0
May,6,16,3519.0
May,6,17,3086.0
May,6,18,2210.0
May,6,19,1564.0
May,6,20,759.0
May,6,21,504.0
May,6,22,527.0
May,6,23,270.0
May,7,0,188.0
May,7,1,100.0
May,7,2,76.0
May,7,3,77.0
May,7,4,48.0
May,7,5,34.0
May,7,6,94.0
May,7,7,238.0
May,7,8,559.0
May,7,9,896.0
May,7,10,1473.0
May,7,11,2091.0
May,7,12,3140.0
May,7,13,3415.0
May,7,14,3272.0
May,7,15,3130.0
May,7,16,2896.0
May,7,17,2944.0
May,7,18,2052.0
May,7,19,1179.0
May,7,20,585.0
May,7,21,415.0
May,7,22,272.0
May,7,23,114.0
May,8,0,70.0
May,8,1,39.0
May,8,2,23.0
May,8,3,17.0
May,8,4,22.0
May,8,5,48.0
May,8,6,124.0
May,8,7,330.0
May,8,8,906.0
May,8,9,1027.0
May,8,10,1302.0
May,8,11,1951.0
May,8,12,3218.0
May,8,13,3503.0
May,8,14,2860.0
May,8,15,2728.0
May,8,16,2698.0
May,8,17,3019.0
May,8,18,2278.0
May,8,19,1226.0
May,8,20,608.0
May,8,21,468.0
May,8,22,276.0
May,8,23,130.0
May,9,0,74.0
May,9,1,42.0
May,9,2,16.0
May,9,3,27.0
May,9,4,32.0
May,9,5,27.0
May,9,6,136.0
May,9,7,352.0
May,9,8,922.0
May,9,9,986.0
May,9,10,1434.0
May,9,11,2112.0
May,9,12,3380.0
May,9,13,3592.0
May,9,14,2886.0
May,9,15,2737.0
May,9,16,2883.0
May,9,17,3296.0
May,9,18,2462.0
May,9,19,1342.0
May,9,20,680.0
May,9,21,448.0
May,9,22,294.0
May,9,23,120.0
May,10,0,82.0
May,10,1,59.0
May,10,2,20.0
May,10,3,21.0
May,10,4,18.0
May,10,5,26.0
May,10,6,129.0
May,10,7,367.0
May,10,8,946.0
May,10,9,1052.0
May,10,10,1488.0
May,10,11,1968.0
May,10,12,3414.0
May,10,13,3486.0
May,10,14,2857.0
May,10,15,2854.0
May,10,16,2846.0
May,10,17,3178.0
May,10,18,2561.0
May,10,19,1463.0
May,10,20,880.0
May,10,21,556.0
May,10,22,310.0
May,10,23,158.0
May,11,0,92.0
May,11,1,49.0
May,11,2,30.0
May,11,3,20.0
May,11,4,30.0
May,11,5,26.0
May,11,6,94.0
May,11,7,346.0
May,11,8,841.0
May,11,9,974.0
May,11,10,1362.0
May,11,11,1996.0
May,11,12,2853.0
May,11,13,3008.0
May,11,14,2704.0
May,11,15,2715.0
May,11,16,2708.0
May,11,17,3381.0
May,11,18,2830.0
May,11,19,1946.0
May,11,20,1467.0
May,11,21,906.0
May,11,22,531.0
May,11,23,302.0
May,12,0,166.0
May,12,1,113.0
May,12,2,60.0
May,12,3,66.0
May,12,4,54.0
May,12,5,36.0
May,12,6,73.0
May,12,7,220.0
May,12,8,622.0
May,12,9,986.0
May,12,10,1646.0
May,12,11,2543.0
May,12,12,3586.0
May,12,13,3892.0
May,12,14,3658.0
May,12,15,3687.0
May,12,16,3607.0
May,12,17,3762.0
May,12,18,3207.0
May,12,19,2338.0
May,12,20,1476.0
May,12,21,916.0
May,12,22,614.0
May,12,23,356.0
May,13,0,219.0
May,13,1,185.0
May,13,2,119.0
May,13,3,108.0
May,13,4,42.0
May,13,5,36.0
May,13,6,40.0
May,13,7,106.0
May,13,8,266.0
May,13,9,772.0
May,13,10,1644.0
May,13,11,2463.0
May,13,12,3218.0
May,13,13,3474.0
May,13,14,3753.0
May,13,15,4008.0
May,13,16,3827.0
May,13,17,3296.0
May,13,18,2423.0
May,13,19,1577.0
May,13,20,811.0
May,13,21,565.0
May,13,22,365.0
May,13,23,264.0
May,14,0,180.0
May,14,1,104.0
May,14,2,76.0
May,14,3,55.0
May,14,4,37.0
May,14,5,32.0
May,14,6,88.0
May,14,7,201.0
May,14,8,538.0
May,14,9,808.0
May,14,10,1316.0
May,14,11,1990.0
May,14,12,2928.0
May,14,13,3466.0
May,14,14,3177.0
May,14,15,3152.0
May,14,16,3054.0
May,14,17,2900.0
May,14,18,2054.0
May,14,19,1212.0
May,14,20,643.0
May,14,21,418.0
May,14,22,231.0
May,14,23,130.0
May,15,0,56.0
May,15,1,43.0
May,15,2,14.0
May,15,3,17.0
May,15,4,18.0
May,15,5,37.0
May,15,6,120.0
May,15,7,343.0
May,15,8,900.0
May,15,9,932.0
May,15,10,1332.0
May,15,11,1738.0
May,15,12,2892.0
May,15,13,3302.0
May,15,14,2678.0
May,15,15,2698.0
May,15,16,2693.0
May,15,17,2956.0
May,15,18,2228.0
May,15,19,1220.0
May,15,20,612.0
May,15,21,440.0
May,15,22,263.0
May,15,23,130.0
May,16,0,68.0
May,16,1,36.0
May,16,2,21.0
May,16,3,19.0
May,16,4,6.0
May,16,5,31.0
May,16,6,132.0
May,16,7,322.0
May,16,8,874.0
May,16,9,940.0
May,16,10,1218.0
May,16,11,1904.0
May,16,12,3268.0
May,16,13,3619.0
May,16,14,2808.0
May,16,15,2668.0
May,16,16,2725.0
May,16,17,3244.0
May,16,18,2485.0
May,16,19,1266.0
May,16,20,708.0
May,16,21,516.0
May,16,22,282.0
May,16,23,176.0
May,17,0,68.0
May,17,1,26.0
May,17,2,41.0
May,17,3,12.0
May,17,4,15.0
May,17,5,30.0
May,17,6,106.0
May,17,7,372.0
May,17,8,922.0
May,17,9,990.0
May,17,10,1365.0
May,17,11,1958.0
May,17,12,3292.0
May,17,13,3438.0
May,17,14,2824.0
May,17,15,2891.0
May,17,16,2880.0
May,17,17,3386.0
May,17,18,2819.0
May,17,19,1847.0
May,17,20,1340.0
May,17,21,862.0
May,17,22,380.0
May,17,23,184.0
May,18,0,66.0
May,18,1,58.0
May,18,2,30.0
May,18,3,38.0
May,18,4,28.0
May,18,5,18.0
May,18,6,131.0
May,18,7,336.0
May,18,8,928.0
May,18,9,1032.0
May,18,10,1513.0
May,18,11,2070.0
May,18,12,3457.0
May,18,13,3859.0
May,18,14,3206.0
May,18,15,3063.0
May,18,16,3192.0
May,18,17,3772.0
May,18,18,3289.0
May,18,19,2456.0
May,18,20,1928.0
May,18,21,1174.0
May,18,22,717.0
May,18,23,317.0
May,19,0,202.0
May,19,1,125.0
May,19,2,78.0
May,19,3,80.0
May,19,4,46.0
May,19,5,40.0
May,19,6,56.0
May,19,7,222.0
May,19,8,576.0
May,19,9,942.0
May,19,10,1505.0
May,19,11,2309.0
May,19,12,3466.0
May,19,13,3793.0
May,19,14,3452.0
May,19,15,3653.0
May,19,16,3599.0
May,19,17,3706.0
May,19,18,3024.0
May,19,19,2297.0
May,19,20,1486.0
May,19,21,1022.0
May,19,22,710.0
May,19,23,461.0
May,20,0,274.0
May,20,1,202.0
May,20,2,148.0
May,20,3,104.0
May,20,4,54.0
May,20,5,38.0
May,20,6,50.0
May,20,7,112.0
May,20,8,280.0
May,20,9,734.0
May,20,10,1528.0
May,20,11,2354.0
May,20,12,2929.0
May,20,13,3344.0
May,20,14,3669.0
May,20,15,3714.0
May,20,16,3524.0
May,20,17,2958.0
May,20,18,2306.0
May,20,19,1552.0
May,20,20,834.0
May,20,21,525.0
May,20,22,490.0
May,20,23,330.0
May,21,0,200.0
May,21,1,132.0
May,21,2,84.0
May,21,3,83.0
May,21,4,42.0
May,21,5,30.0
May,21,6,66.0
May,21,7,217.0
May,21,8,556.0
May,21,9,816.0
May,21,10,1398.0
May,21,11,2090.0
May,21,12,3024.0
May,21,13,3232.0
May,21,14,2964.0
May,21,15,3010.0
May,21,16,2986.0
May,21,17,2750.0
May,21,18,1962.0
May,21,19,1213.0
May,21,20,622.0
May,21,21,472.0
May,21,22,248.0
May,21,23,132.0
May,22,0,66.0
May,22,1,33.0
May,22,2,30.0
May,22,3,23.0
May,22,4,20.0
May,22,5,28.0
May,22,6,108.0
May,22,7,348.0
May,22,8,886.0
May,22,9,1014.0
May,22,10,1374.0
May,22,11,1972.0
May,22,12,3310.0
May,22,13,3534.0
May,22,14,2798.0
May,22,15,2666.0
May,22,16,2802.0
May,22,17,2769.0
May,22,18,2161.0
May,22,19,1106.0
May,22,20,606.0
May,22,21,398.0
May,22,22,272.0
May,22,23,128.0
May,23,0,47.0
May,23,1,42.0
May,23,2,16.0
May,23,3,7.0
May,23,4,15.0
May,23,5,34.0
May,23,6,101.0
May,23,7,374.0
May,23,8,834.0
May,23,9,1020.0
May,23,10,1336.0
May,23,11,1879.0
May,23,12,3053.0
May,23,13,3391.0
May,23,14,2650.0
May,23,15,2674.0
May,23,16,2592.0
May,23,17,3094.0
May,23,18,2262.0
May,23,19,1332.0
May,23,20,738.0
May,23,21,512.0
May,23,22,301.0
May,23,23,139.0
May,24,0,90.0
May,24,1,46.0
May,24,2,28.0
May,24,3,18.0
May,24,4,22.0
May,24,5,35.0
May,24,6,108.0
May,24,7,354.0
May,24,8,878.0
May,24,9,1025.0
May,24,10,1446.0
May,24,11,1930.0
May,24,12,3166.0
May,24,13,3405.0
May,24,14,2716.0
May,24,15,2787.0
May,24,16,2844.0
May,24,17,3306.0
May,24,18,2683.0
May,24,19,1774.0
May,24,20,1045.0
May,24,21,738.0
May,24,22,310.0
May,24,23,136.0
May,25,0,114.0
May,25,1,57.0
May,25,2,38.0
May,25,3,21.0
May,25,4,46.0
May,25,5,30.0
May,25,6,106.0
May,25,7,348.0
May,25,8,840.0
May,25,9,988.0
May,25,10,1466.0
May,25,11,1991.0
May,25,12,3388.0
May,25,13,3690.0
May,25,14,2994.0
May,25,15,2994.0
May,25,16,3166.0
May,25,17,3744.0
May,25,18,3130.0
May,25,19,2416.0
May,25,20,1798.0
May,25,21,1118.0
May,25,22,588.0
May,25,23,428.0
May,26,0,187.0
May,26,1,158.0
May,26,2,101.0
May,26,3,72.0
May,26,4,41.0
May,26,5,37.0
May,26,6,94.0
May,26,7,208.0
May,26,8,622.0
May,26,9,904.0
May,26,10,1614.0
May,26,11,2207.0
May,26,12,3392.0
May,26,13,3780.0
May,26,14,3428.0
May,26,15,3575.0
May,26,16,3462.0
May,26,17,3809.0
May,26,18,3082.0
May,26,19,2314.0
May,26,20,1572.0
May,26,21,950.0
May,26,22,648.0
May,26,23,390.0
May,27,0,258.0
May,27,1,214.0
May,27,2,120.0
May,27,3,130.0
May,27,4,74.0
May,27,5,45.0
May,27,6,63.0
May,27,7,114.0
May,27,8,266.0
May,27,9,661.0
May,27,10,1476.0
May,27,11,2345.0
May,27,12,3077.0
May,27,13,3326.0
May,27,14,3571.0
May,27,15,3761.0
May,27,16,3662.0
May,27,17,2832.0
May,27,18,2048.0
May,27,19,1550.0
May,27,20,756.0
May,27,21,557.0
May,27,22,404.0
May,27,23,272.0
May,28,0,147.0
May,28,1,102.0
May,28,2,94.0
May,28,3,68.0
May,28,4,43.0
May,28,5,36.0
May,28,6,106.0
May,28,7,244.0
May,28,8,540.0
May,28,9,775.0
May,28,10,1281.0
May,28,11,2008.0
May,28,12,2924.0
May,28,13,3070.0
May,28,14,2819.0
May,28,15,2824.0
May,28,16,2604.0
May,28,17,2568.0
May,28,18,1864.0
May,28,19,999.0
May,28,20,597.0
May,28,21,416.0
May,28,22,224.0
May,28,23,120.0
May,29,0,56.0
May,29,1,34.0
May,29,2,22.0
May,29,3,18.0
May,29,4,26.0
May,29,5,23.0
May,29,6,124.0
May,29,7,330.0
May,29,8,868.0
May,29,9,944.0
May,29,10,1432.0
May,29,11,1860.0
May,29,12,3203.0
May,29,13,3508.0
May,29,14,2682.0
May,29,15,2712.0
May,29,16,2698.0
May,29,17,3023.0
May,29,18,2307.0
May,29,19,1170.0
May,29,20,667.0
May,29,21,492.0
May,29,22,250.0
May,29,23,110.0
May,30,0,62.0
May,30,1,46.0
May,30,2,26.0
May,30,3,12.0
May,30,4,26.0
May,30,5,28.0
May,30,6,114.0
May,30,7,346.0
May,30,8,870.0
May,30,9,938.0
May,30,10,1306.0
May,30,11,1964.0
May,30,12,3087.0
May,30,13,3430.0
May,30,14,2740.0
May,30,15,2604.0
May,30,16,2616.0
May,30,17,3064.0
May,30,18,2160.0
May,30,19,1142.0
May,30,20,594.0
May,30,21,430.0
May,30,22,262.0
May,30,23,134.0
May,31,0,42.0
May,31,1,37.0
May,31,2,18.0
May,31,3,31.0
May,31,4,16.0
May,31,5,32.0
May,31,6,110.0
May,31,7,362.0
May,31,8,894.0
May,31,9,948.0
May,31,10,1312.0
May,31,11,1936.0
May,31,12,3476.0
May,31,13,3484.0
May,31,14,2916.0
May,31,15,2684.0
May,31,16,2775.0
May,31,17,3176.0
May,31,18,2655.0
May,31,19,1594.0
May,31,20,1090.0
May,31,21,664.0
May,31,22,336.0
May,31,23,148.0
