Month,Mdate,Time,Hourly_Counts
April,15,7,327.0
April,15,8,586.0
April,15,9,1070.0
April,15,10,1396.0
April,15,11,1832.0
April,15,12,2072.0
April,15,13,2246.0
April,15,14,2488.0
April,15,15,2487.0
April,15,16,2586.0
April,15,17,2497.0
April,15,18,2247.0
April,15,19,1941.0
April,15,20,1455.0
April,15,21,1305.0
April,15,22,1182.0
April,15,23,772.0
April,16,0,420.0
April,16,1,338.0
April,16,2,208.0
April,16,3,172.0
April,16,4,121.0
April,16,5,194.0
April,16,6,442.0
April,16,7,898.0
April,16,8,1515.0
April,16,9,1476.0
April,16,10,1507.0
April,16,11,1661.0
April,16,12,2256.0
April,16,13,2366.0
April,16,14,2478.0
April,16,15,2524.0
April,16,16,2929.0
April,16,17,3222.0
April,16,18,2732.0
April,16,19,2075.0
April,16,20,1568.0
April,16,21,1285.0
April,16,22,1077.0
April,16,23,662.0
April,17,0,277.0
April,17,1,174.0
April,17,2,103.0
April,17,3,124.0
April,17,4,50.0
April,17,5,121.0
April,17,6,343.0
April,17,7,824.0
April,17,8,1591.0
April,17,9,1410.0
April,17,10,1620.0
April,17,11,1816.0
April,17,12,2411.0
April,17,13,2766.0
April,17,14,2659.0
April,17,15,2537.0
April,17,16,2827.0
April,17,17,3294.0
April,17,18,2818.0
April,17,19,1931.0
April,17,20,1505.0
April,17,21,1246.0
April,17,22,962.0
April,17,23,612.0
April,18,0,226.0
April,18,1,142.0
April,18,2,96.0
April,18,3,66.0
April,18,4,65.0
April,18,5,194.0
April,18,6,635.0
April,18,7,1451.0
April,18,8,2841.0
April,18,9,1932.0
April,18,10,1723.0
April,18,11,1877.0
April,18,12,2681.0
April,18,13,3115.0
April,18,14,2626.0
April,18,15,2901.0
April,18,16,3195.0
April,18,17,4041.0
April,18,18,3299.0
April,18,19,2262.0
April,18,20,1725.0
April,18,21,1378.0
April,18,22,1117.0
April,18,23,730.0
April,19,0,196.0
April,19,1,93.0
April,19,2,79.0
April,19,3,73.0
April,19,4,50.0
April,19,5,157.0
April,19,6,594.0
April,19,7,1429.0
April,19,8,2615.0
April,19,9,1865.0
April,19,10,1760.0
April,19,11,1926.0
April,19,12,2892.0
April,19,13,3077.0
April,19,14,2654.0
April,19,15,2756.0
April,19,16,3160.0
April,19,17,3990.0
April,19,18,3253.0
April,19,19,2127.0
April,19,20,1847.0
April,19,21,1636.0
April,19,22,1159.0
April,19,23,782.0
April,20,0,269.0
April,20,1,202.0
April,20,2,127.0
April,20,3,97.0
April,20,4,93.0
April,20,5,169.0
April,20,6,622.0
April,20,7,1440.0
April,20,8,2600.0
April,20,9,1953.0
April,20,10,1752.0
April,20,11,2075.0
April,20,12,2895.0
April,20,13,3182.0
April,20,14,2742.0
April,20,15,2861.0
April,20,16,3324.0
April,20,17,3996.0
April,20,18,3245.0
April,20,19,2394.0
April,20,20,2092.0
April,20,21,1804.0
April,20,22,1459.0
April,20,23,1019.0
April,21,0,541.0
April,21,1,342.0
April,21,2,236.0
April,21,3,152.0
April,21,4,133.0
April,21,5,141.0
April,21,6,347.0
April,21,7,762.0
April,21,8,1541.0
April,21,9,1315.0
April,21,10,1563.0
April,21,11,1803.0
April,21,12,2321.0
April,21,13,2569.0
April,21,14,2482.0
April,21,15,2688.0
April,21,16,2724.0
April,21,17,3024.0
April,21,18,2626.0
April,21,19,2052.0
April,21,20,1711.0
April,21,21,1624.0
April,21,22,1392.0
April,21,23,1124.0
April,22,0,727.0
April,22,1,550.0
April,22,2,392.0
April,22,3,319.0
April,22,4,179.0
April,22,5,206.0
April,22,6,252.0
April,22,7,335.0
April,22,8,633.0
April,22,9,1089.0
April,22,10,1479.0
April,22,11,1851.0
April,22,12,2126.0
April,22,13,2405.0
April,22,14,2455.0
April,22,15,2523.0
April,22,16,2677.0
April,22,17,2441.0
April,22,18,2204.0
April,22,19,1955.0
April,22,20,1590.0
April,22,21,1265.0
April,22,22,1075.0
April,22,23,898.0
April,23,0,521.0
April,23,1,416.0
April,23,2,277.0
April,23,3,218.0
April,23,4,195.0
April,23,5,170.0
April,23,6,377.0
April,23,7,834.0
April,23,8,1651.0
April,23,9,1586.0
April,23,10,1591.0
April,23,11,1959.0
April,23,12,2550.0
April,23,13,2760.0
April,23,14,2566.0
April,23,15,2785.0
April,23,16,2902.0
April,23,17,3190.0
April,23,18,2544.0
April,23,19,2046.0
April,23,20,1581.0
April,23,21,1230.0
April,23,22,957.0
April,23,23,558.0
April,24,0,215.0
April,24,1,115.0
April,24,2,84.0
April,24,3,55.0
April,24,4,60.0
April,24,5,164.0
April,24,6,531.0
April,24,7,1283.0
April,24,8,2317.0
April,24,9,1897.0
April,24,10,1819.0
April,24,11,2066.0
April,24,12,2794.0
April,24,13,3044.0
April,24,14,2593.0
April,24,15,2649.0
April,24,16,3059.0
April,24,17,3825.0
April,24,18,3071.0
April,24,19,2182.0
April,24,20,1686.0
April,24,21,1392.0
April,24,22,1370.0
April,24,23,929.0
April,25,0,372.0
April,25,1,267.0
April,25,2,210.0
April,25,3,273.0
April,25,4,202.0
April,25,5,214.0
April,25,6,218.0
April,25,7,488.0
April,25,8,666.0
April,25,9,1024.0
April,25,10,1568.0
April,25,11,2226.0
April,25,12,2356.0
April,25,13,2574.0
April,25,14,2528.0
April,25,15,2237.0
April,25,16,2236.0
April,25,17,2301.0
April,25,18,2246.0
April,25,19,1731.0
April,25,20,1313.0
April,25,21,1128.0
April,25,22,732.0
April,25,23,563.0
April,26,0,226.0
April,26,1,113.0
April,26,2,85.0
April,26,3,59.0
April,26,4,67.0
April,26,5,170.0
April,26,6,538.0
April,26,7,1224.0
April,26,8,2547.0
April,26,9,1918.0
April,26,10,1792.0
April,26,11,1987.0
April,26,12,2658.0
April,26,13,2828.0
April,26,14,2554.0
April,26,15,2722.0
April,26,16,3032.0
April,26,17,3920.0
April,26,18,2941.0
April,26,19,2010.0
April,26,20,1567.0
April,26,21,1341.0
April,26,22,1024.0
April,26,23,592.0
April,27,0,216.0
April,27,1,132.0
April,27,2,96.0
April,27,3,89.0
April,27,4,59.0
April,27,5,173.0
April,27,6,546.0
April,27,7,1370.0
April,27,8,2559.0
April,27,9,1845.0
April,27,10,1642.0
April,27,11,1939.0
April,27,12,2695.0
April,27,13,2807.0
April,27,14,2529.0
April,27,15,2854.0
April,27,16,3178.0
April,27,17,3980.0
April,27,18,3106.0
April,27,19,2164.0
April,27,20,1785.0
April,27,21,1614.0
April,27,22,1300.0
April,27,23,926.0
April,28,0,515.0
April,28,1,374.0
April,28,2,319.0
April,28,3,222.0
April,28,4,122.0
April,28,5,138.0
April,28,6,382.0
April,28,7,838.0
April,28,8,1640.0
April,28,9,1458.0
April,28,10,1554.0
April,28,11,1932.0
April,28,12,2390.0
April,28,13,2716.0
April,28,14,2602.0
April,28,15,2786.0
April,28,16,3002.0
April,28,17,3299.0
April,28,18,2560.0
April,28,19,2434.0
April,28,20,1876.0
April,28,21,1554.0
April,28,22,1303.0
April,28,23,1046.0
April,29,0,662.0
April,29,1,503.0
April,29,2,335.0
April,29,3,327.0
April,29,4,200.0
April,29,5,139.0
April,29,6,248.0
April,29,7,348.0
April,29,8,640.0
April,29,9,984.0
April,29,10,1393.0
April,29,11,1676.0
April,29,12,1965.0
April,29,13,2376.0
April,29,14,2473.0
April,29,15,2512.0
April,29,16,2501.0
April,29,17,2537.0
April,29,18,2246.0
April,29,19,1824.0
April,29,20,1436.0
April,29,21,1274.0
April,29,22,1040.0
April,29,23,731.0
April,30,0,417.0
April,30,1,272.0
April,30,2,216.0
April,30,3,220.0
April,30,4,182.0
April,30,5,226.0
April,30,6,452.0
April,30,7,917.0
April,30,8,1589.0
April,30,9,1382.0
April,30,10,1540.0
April,30,11,1746.0
April,30,12,2444.0
April,30,13,2670.0
April,30,14,2476.0
April,30,15,2529.0
April,30,16,2525.0
April,30,17,3126.0
April,30,18,2491.0
April,30,19,1853.0
April,30,20,1396.0
April,30,21,1150.0
April,30,22,852.0
April,30,23,530.0
May,1,0,154.0
May,1,1,74.0
May,1,2,63.0
May,1,3,71.0
May,1,4,61.0
May,1,5,160.0
May,1,6,602.0
May,1,7,1414.0
May,1,8,2661.0
May,1,9,1901.0
May,1,10,1653.0
May,1,11,1900.0
May,1,12,2754.0
May,1,13,2960.0
May,1,14,2479.0
May,1,15,2640.0
May,1,16,3087.0
May,1,17,3878.0
May,1,18,3042.0
May,1,19,1919.0
May,1,20,1485.0
May,1,21,1246.0
May,1,22,807.0
May,1,23,510.0
May,2,0,200.0
May,2,1,108.0
May,2,2,87.0
May,2,3,63.0
May,2,4,73.0
May,2,5,172.0
May,2,6,588.0
May,2,7,1502.0
May,2,8,2752.0
May,2,9,1932.0
May,2,10,1641.0
May,2,11,1914.0
May,2,12,2800.0
May,2,13,2894.0
May,2,14,2418.0
May,2,15,2600.0
May,2,16,2953.0
May,2,17,3872.0
May,2,18,3082.0
May,2,19,2138.0
May,2,20,1665.0
May,2,21,1357.0
May,2,22,1004.0
May,2,23,562.0
May,3,0,193.0
May,3,1,114.0
May,3,2,100.0
May,3,3,70.0
May,3,4,73.0
May,3,5,187.0
May,3,6,627.0
May,3,7,1492.0
May,3,8,2527.0
May,3,9,2083.0
May,3,10,1835.0
May,3,11,1972.0
May,3,12,2681.0
May,3,13,2888.0
May,3,14,2505.0
May,3,15,2643.0
May,3,16,3038.0
May,3,17,3942.0
May,3,18,3157.0
May,3,19,2111.0
May,3,20,1604.0
May,3,21,1410.0
May,3,22,986.0
May,3,23,586.0
May,4,0,259.0
May,4,1,159.0
May,4,2,113.0
May,4,3,83.0
May,4,4,54.0
May,4,5,184.0
May,4,6,590.0
May,4,7,1436.0
May,4,8,2441.0
May,4,9,2004.0
May,4,10,1739.0
May,4,11,1883.0
May,4,12,2836.0
May,4,13,3002.0
May,4,14,2420.0
May,4,15,2640.0
May,4,16,3246.0
May,4,17,3934.0
May,4,18,3281.0
May,4,19,2370.0
May,4,20,1950.0
May,4,21,1698.0
May,4,22,1335.0
May,4,23,940.0
May,5,0,521.0
May,5,1,297.0
May,5,2,259.0
May,5,3,201.0
May,5,4,174.0
May,5,5,152.0
May,5,6,444.0
May,5,7,1007.0
May,5,8,1889.0
May,5,9,1570.0
May,5,10,1568.0
May,5,11,1925.0
May,5,12,2443.0
May,5,13,2648.0
May,5,14,2590.0
May,5,15,2639.0
May,5,16,2881.0
May,5,17,3517.0
May,5,18,2858.0
May,5,19,2154.0
May,5,20,1856.0
May,5,21,1686.0
May,5,22,1469.0
May,5,23,1223.0
May,6,0,824.0
May,6,1,605.0
May,6,2,430.0
May,6,3,309.0
May,6,4,256.0
May,6,5,211.0
May,6,6,286.0
May,6,7,420.0
May,6,8,777.0
May,6,9,1119.0
May,6,10,1484.0
May,6,11,1810.0
May,6,12,2194.0
May,6,13,2345.0
May,6,14,2118.0
May,6,15,2345.0
May,6,16,2489.0
May,6,17,2527.0
May,6,18,2102.0
May,6,19,1708.0
May,6,20,1379.0
May,6,21,1158.0
May,6,22,983.0
May,6,23,778.0
May,7,0,466.0
May,7,1,310.0
May,7,2,212.0
May,7,3,198.0
May,7,4,164.0
May,7,5,170.0
May,7,6,420.0
May,7,7,1008.0
May,7,8,1776.0
May,7,9,1511.0
May,7,10,1584.0
May,7,11,1917.0
May,7,12,2351.0
May,7,13,2652.0
May,7,14,2297.0
May,7,15,2460.0
May,7,16,2751.0
May,7,17,3076.0
May,7,18,2376.0
May,7,19,1796.0
May,7,20,1359.0
May,7,21,1157.0
May,7,22,765.0
May,7,23,450.0
May,8,0,158.0
May,8,1,98.0
May,8,2,64.0
May,8,3,61.0
May,8,4,42.0
May,8,5,139.0
May,8,6,543.0
May,8,7,1420.0
May,8,8,2645.0
May,8,9,1889.0
May,8,10,1660.0
May,8,11,1794.0
May,8,12,2612.0
May,8,13,2847.0
May,8,14,2457.0
May,8,15,2550.0
May,8,16,3068.0
May,8,17,4048.0
May,8,18,3182.0
May,8,19,1973.0
May,8,20,1497.0
May,8,21,1238.0
May,8,22,834.0
May,8,23,525.0
May,9,0,165.0
May,9,1,77.0
May,9,2,76.0
May,9,3,46.0
May,9,4,44.0
May,9,5,165.0
May,9,6,622.0
May,9,7,1417.0
May,9,8,2612.0
May,9,9,2002.0
May,9,10,1687.0
May,9,11,2008.0
May,9,12,2772.0
May,9,13,2949.0
May,9,14,2454.0
May,9,15,2667.0
May,9,16,3012.0
May,9,17,3754.0
May,9,18,3037.0
May,9,19,2006.0
May,9,20,1539.0
May,9,21,1232.0
May,9,22,715.0
May,9,23,394.0
May,10,0,147.0
May,10,1,104.0
May,10,2,74.0
May,10,3,50.0
May,10,4,56.0
May,10,5,150.0
May,10,6,604.0
May,10,7,1457.0
May,10,8,2833.0
May,10,9,2012.0
May,10,10,1665.0
May,10,11,1810.0
May,10,12,2656.0
May,10,13,2757.0
May,10,14,2478.0
May,10,15,2606.0
May,10,16,3030.0
May,10,17,3852.0
May,10,18,2876.0
May,10,19,2028.0
May,10,20,1473.0
May,10,21,1267.0
May,10,22,994.0
May,10,23,592.0
May,11,0,211.0
May,11,1,110.0
May,11,2,73.0
May,11,3,80.0
May,11,4,62.0
May,11,5,159.0
May,11,6,522.0
May,11,7,1368.0
May,11,8,2518.0
May,11,9,1746.0
May,11,10,1568.0
May,11,11,1725.0
May,11,12,2280.0
May,11,13,2414.0
May,11,14,2171.0
May,11,15,2447.0
May,11,16,2853.0
May,11,17,3886.0
May,11,18,2926.0
May,11,19,2071.0
May,11,20,1664.0
May,11,21,1533.0
May,11,22,1271.0
May,11,23,838.0
May,12,0,434.0
May,12,1,343.0
May,12,2,202.0
May,12,3,180.0
May,12,4,116.0
May,12,5,154.0
May,12,6,416.0
May,12,7,923.0
May,12,8,1673.0
May,12,9,1577.0
May,12,10,1734.0
May,12,11,2154.0
May,12,12,2586.0
May,12,13,2743.0
May,12,14,2657.0
May,12,15,2800.0
May,12,16,2965.0
May,12,17,3305.0
May,12,18,2714.0
May,12,19,2094.0
May,12,20,1750.0
May,12,21,1564.0
May,12,22,1299.0
May,12,23,874.0
May,13,0,635.0
May,13,1,472.0
May,13,2,338.0
May,13,3,317.0
May,13,4,240.0
May,13,5,176.0
May,13,6,236.0
May,13,7,356.0
May,13,8,711.0
May,13,9,1082.0
May,13,10,1521.0
May,13,11,1826.0
May,13,12,2159.0
May,13,13,2356.0
May,13,14,2424.0
May,13,15,2546.0
May,13,16,2587.0
May,13,17,2470.0
May,13,18,2214.0
May,13,19,1693.0
May,13,20,1398.0
May,13,21,1193.0
May,13,22,1184.0
May,13,23,847.0
May,14,0,434.0
May,14,1,287.0
May,14,2,242.0
May,14,3,156.0
May,14,4,137.0
May,14,5,182.0
May,14,6,398.0
May,14,7,844.0
May,14,8,1578.0
May,14,9,1541.0
May,14,10,1524.0
May,14,11,1800.0
May,14,12,2288.0
May,14,13,2470.0
May,14,14,2402.0
May,14,15,2393.0
May,14,16,2794.0
May,14,17,3146.0
May,14,18,2430.0
May,14,19,1860.0
May,14,20,1422.0
May,14,21,1152.0
May,14,22,858.0
May,14,23,490.0
May,15,0,214.0
May,15,1,128.0
May,15,2,67.0
May,15,3,73.0
May,15,4,59.0
May,15,5,182.0
May,15,6,557.0
May,15,7,1452.0
May,15,8,2674.0
May,15,9,1746.0
May,15,10,1584.0
May,15,11,1647.0
May,15,12,2312.0
May,15,13,2531.0
May,15,14,2307.0
May,15,15,2590.0
May,15,16,3039.0
May,15,17,3979.0
May,15,18,3151.0
May,15,19,1992.0
May,15,20,1452.0
May,15,21,1295.0
May,15,22,844.0
May,15,23,597.0
May,16,0,210.0
May,16,1,108.0
May,16,2,78.0
May,16,3,58.0
May,16,4,60.0
May,16,5,163.0
May,16,6,546.0
May,16,7,1327.0
May,16,8,2654.0
May,16,9,1838.0
May,16,10,1528.0
May,16,11,1756.0
May,16,12,2622.0
May,16,13,2839.0
May,16,14,2441.0
May,16,15,2568.0
May,16,16,3113.0
May,16,17,3939.0
May,16,18,3029.0
May,16,19,1984.0
May,16,20,1591.0
May,16,21,1321.0
May,16,22,957.0
May,16,23,592.0
May,17,0,220.0
May,17,1,99.0
May,17,2,95.0
May,17,3,49.0
May,17,4,58.0
May,17,5,127.0
May,17,6,522.0
May,17,7,1354.0
May,17,8,2600.0
May,17,9,1830.0
May,17,10,1575.0
May,17,11,1780.0
May,17,12,2549.0
May,17,13,2735.0
May,17,14,2404.0
May,17,15,2526.0
May,17,16,2931.0
May,17,17,3835.0
May,17,18,2911.0
May,17,19,1878.0
May,17,20,1600.0
May,17,21,1287.0
May,17,22,1002.0
May,17,23,626.0
May,18,0,236.0
May,18,1,167.0
May,18,2,79.0
May,18,3,93.0
May,18,4,56.0
May,18,5,163.0
May,18,6,549.0
May,18,7,1270.0
May,18,8,2576.0
May,18,9,1819.0
May,18,10,1639.0
May,18,11,1884.0
May,18,12,2624.0
May,18,13,2802.0
May,18,14,2554.0
May,18,15,2704.0
May,18,16,3097.0
May,18,17,3797.0
May,18,18,3091.0
May,18,19,2242.0
May,18,20,1790.0
May,18,21,1641.0
May,18,22,1408.0
May,18,23,1018.0
May,19,0,580.0
May,19,1,327.0
May,19,2,233.0
May,19,3,137.0
May,19,4,101.0
May,19,5,145.0
May,19,6,377.0
May,19,7,834.0
May,19,8,1466.0
May,19,9,1238.0
May,19,10,1182.0
May,19,11,1428.0
May,19,12,1904.0
May,19,13,2075.0
May,19,14,2157.0
May,19,15,2182.0
May,19,16,2368.0
May,19,17,2977.0
May,19,18,2532.0
May,19,19,2075.0
May,19,20,1744.0
May,19,21,1570.0
May,19,22,1315.0
May,19,23,1026.0
May,20,0,744.0
May,20,1,562.0
May,20,2,415.0
May,20,3,284.0
May,20,4,252.0
May,20,5,192.0
May,20,6,226.0
May,20,7,384.0
May,20,8,669.0
May,20,9,1000.0
May,20,10,1145.0
May,20,11,1461.0
May,20,12,1706.0
May,20,13,1774.0
May,20,14,2026.0
May,20,15,2042.0
May,20,16,2182.0
May,20,17,2063.0
May,20,18,1782.0
May,20,19,1478.0
May,20,20,1366.0
May,20,21,1170.0
May,20,22,1117.0
May,20,23,782.0
May,21,0,491.0
May,21,1,366.0
May,21,2,307.0
May,21,3,237.0
May,21,4,168.0
May,21,5,182.0
May,21,6,393.0
May,21,7,806.0
May,21,8,1566.0
May,21,9,1362.0
May,21,10,1386.0
May,21,11,1720.0
May,21,12,2174.0
May,21,13,2398.0
May,21,14,2180.0
May,21,15,2356.0
May,21,16,2719.0
May,21,17,3208.0
May,21,18,2508.0
May,21,19,1850.0
May,21,20,1266.0
May,21,21,1099.0
May,21,22,718.0
May,21,23,463.0
May,22,0,141.0
May,22,1,81.0
May,22,2,71.0
May,22,3,60.0
May,22,4,50.0
May,22,5,133.0
May,22,6,551.0
May,22,7,1349.0
May,22,8,2569.0
May,22,9,1858.0
May,22,10,1585.0
May,22,11,1708.0
May,22,12,2633.0
May,22,13,2804.0
May,22,14,2339.0
May,22,15,2473.0
May,22,16,3027.0
May,22,17,3866.0
May,22,18,2814.0
May,22,19,1880.0
May,22,20,1488.0
May,22,21,1152.0
May,22,22,830.0
May,22,23,522.0
May,23,0,190.0
May,23,1,101.0
May,23,2,61.0
May,23,3,67.0
May,23,4,53.0
May,23,5,147.0
May,23,6,542.0
May,23,7,1287.0
May,23,8,2610.0
May,23,9,1707.0
May,23,10,1517.0
May,23,11,1697.0
May,23,12,2473.0
May,23,13,2758.0
May,23,14,2367.0
May,23,15,2599.0
May,23,16,3052.0
May,23,17,3899.0
May,23,18,3113.0
May,23,19,1957.0
May,23,20,1509.0
May,23,21,1252.0
May,23,22,929.0
May,23,23,553.0
May,24,0,178.0
May,24,1,72.0
May,24,2,70.0
May,24,3,72.0
May,24,4,50.0
May,24,5,162.0
May,24,6,581.0
May,24,7,1353.0
May,24,8,2705.0
May,24,9,1844.0
May,24,10,1617.0
May,24,11,1828.0
May,24,12,2493.0
May,24,13,2801.0
May,24,14,2393.0
May,24,15,2513.0
May,24,16,2854.0
May,24,17,3798.0
May,24,18,3004.0
May,24,19,2020.0
May,24,20,1504.0
May,24,21,1268.0
May,24,22,927.0
May,24,23,599.0
May,25,0,205.0
May,25,1,107.0
May,25,2,113.0
May,25,3,75.0
May,25,4,89.0
May,25,5,186.0
May,25,6,558.0
May,25,7,1377.0
May,25,8,2527.0
May,25,9,1828.0
May,25,10,1768.0
May,25,11,1836.0
May,25,12,2620.0
May,25,13,2812.0
May,25,14,2592.0
May,25,15,2780.0
May,25,16,3225.0
