Month,Mdate,Time,Hourly_Counts
May,25,17,3891.0
May,25,18,3097.0
May,25,19,2194.0
May,25,20,1816.0
May,25,21,1662.0
May,25,22,1288.0
May,25,23,940.0
May,26,0,451.0
May,26,1,360.0
May,26,2,251.0
May,26,3,203.0
May,26,4,136.0
May,26,5,162.0
May,26,6,378.0
May,26,7,780.0
May,26,8,1515.0
May,26,9,1276.0
May,26,10,1436.0
May,26,11,1923.0
May,26,12,2296.0
May,26,13,2638.0
May,26,14,2418.0
May,26,15,2523.0
May,26,16,2829.0
May,26,17,3158.0
May,26,18,2697.0
May,26,19,2121.0
May,26,20,1788.0
May,26,21,1626.0
May,26,22,1340.0
May,26,23,1082.0
May,27,0,713.0
May,27,1,575.0
May,27,2,388.0
May,27,3,349.0
May,27,4,261.0
May,27,5,211.0
May,27,6,257.0
May,27,7,429.0
May,27,8,687.0
May,27,9,1077.0
May,27,10,1415.0
May,27,11,1676.0
May,27,12,1866.0
May,27,13,2187.0
May,27,14,2119.0
May,27,15,2415.0
May,27,16,2332.0
May,27,17,2340.0
May,27,18,2001.0
May,27,19,1584.0
May,27,20,1370.0
May,27,21,1146.0
May,27,22,1051.0
May,27,23,802.0
May,28,0,473.0
May,28,1,346.0
May,28,2,277.0
May,28,3,210.0
May,28,4,160.0
May,28,5,178.0
May,28,6,399.0
May,28,7,820.0
May,28,8,1528.0
May,28,9,1344.0
May,28,10,1322.0
May,28,11,1624.0
May,28,12,2333.0
May,28,13,2430.0
May,28,14,1976.0
May,28,15,2216.0
May,28,16,2679.0
May,28,17,2984.0
May,28,18,2307.0
May,28,19,1634.0
May,28,20,1314.0
May,28,21,1065.0
May,28,22,801.0
May,28,23,469.0
May,29,0,182.0
May,29,1,70.0
May,29,2,76.0
May,29,3,60.0
May,29,4,58.0
May,29,5,154.0
May,29,6,558.0
May,29,7,1432.0
May,29,8,2497.0
May,29,9,1913.0
May,29,10,1675.0
May,29,11,1743.0
May,29,12,2562.0
May,29,13,2786.0
May,29,14,2330.0
May,29,15,2495.0
May,29,16,2987.0
May,29,17,3919.0
May,29,18,2943.0
May,29,19,1933.0
May,29,20,1442.0
May,29,21,1243.0
May,29,22,813.0
May,29,23,538.0
May,30,0,184.0
May,30,1,75.0
May,30,2,67.0
May,30,3,48.0
May,30,4,62.0
May,30,5,154.0
May,30,6,562.0
May,30,7,1455.0
May,30,8,2692.0
May,30,9,1826.0
May,30,10,1533.0
May,30,11,1734.0
May,30,12,2453.0
May,30,13,2607.0
May,30,14,2294.0
May,30,15,2523.0
May,30,16,2951.0
May,30,17,3698.0
May,30,18,2768.0
May,30,19,1806.0
May,30,20,1338.0
May,30,21,1082.0
May,30,22,890.0
May,30,23,519.0
May,31,0,238.0
May,31,1,92.0
May,31,2,60.0
May,31,3,54.0
May,31,4,58.0
May,31,5,134.0
May,31,6,565.0
May,31,7,1338.0
May,31,8,2610.0
May,31,9,1939.0
May,31,10,1676.0
May,31,11,1967.0
May,31,12,2553.0
May,31,13,2789.0
May,31,14,2333.0
May,31,15,2649.0
May,31,16,3031.0
May,31,17,3878.0
May,31,18,2950.0
May,31,19,2083.0
May,31,20,1640.0
May,31,21,1494.0
May,31,22,1168.0
May,31,23,655.0
June,1,0,250.0
June,1,1,103.0
June,1,2,81.0
June,1,3,103.0
June,1,4,79.0
June,1,5,141.0
June,1,6,589.0
June,1,7,1313.0
June,1,8,2567.0
June,1,9,1756.0
June,1,10,1592.0
June,1,11,1842.0
June,1,12,2448.0
June,1,13,2758.0
June,1,14,2400.0
June,1,15,2564.0
June,1,16,2966.0
June,1,17,3777.0
June,1,18,2893.0
June,1,19,2035.0
June,1,20,1702.0
June,1,21,1530.0
June,1,22,1167.0
June,1,23,857.0
June,2,0,415.0
June,2,1,284.0
June,2,2,219.0
June,2,3,147.0
June,2,4,101.0
June,2,5,133.0
June,2,6,378.0
June,2,7,886.0
June,2,8,1676.0
June,2,9,1446.0
June,2,10,1449.0
June,2,11,1831.0
June,2,12,2379.0
June,2,13,2616.0
June,2,14,2505.0
June,2,15,2721.0
June,2,16,2990.0
June,2,17,3295.0
June,2,18,2618.0
June,2,19,1996.0
June,2,20,1560.0
June,2,21,1460.0
June,2,22,1422.0
June,2,23,1049.0
June,3,0,580.0
June,3,1,467.0
June,3,2,310.0
June,3,3,305.0
June,3,4,168.0
June,3,5,154.0
June,3,6,238.0
June,3,7,327.0
June,3,8,655.0
June,3,9,1061.0
June,3,10,1336.0
June,3,11,1754.0
June,3,12,1929.0
June,3,13,2200.0
June,3,14,2394.0
June,3,15,2294.0
June,3,16,2420.0
June,3,17,2454.0
June,3,18,2040.0
June,3,19,1687.0
June,3,20,1440.0
June,3,21,1045.0
June,3,22,927.0
June,3,23,638.0
June,4,0,460.0
June,4,1,296.0
June,4,2,194.0
June,4,3,180.0
June,4,4,166.0
June,4,5,164.0
June,4,6,444.0
June,4,7,857.0
June,4,8,1558.0
June,4,9,1443.0
June,4,10,1375.0
June,4,11,1628.0
June,4,12,2232.0
June,4,13,2484.0
June,4,14,2440.0
June,4,15,2391.0
June,4,16,2709.0
June,4,17,3109.0
June,4,18,2374.0
June,4,19,1667.0
June,4,20,1198.0
June,4,21,1016.0
June,4,22,661.0
June,4,23,403.0
June,5,0,135.0
June,5,1,126.0
June,5,2,54.0
June,5,3,56.0
June,5,4,51.0
June,5,5,138.0
June,5,6,572.0
June,5,7,1349.0
June,5,8,2630.0
June,5,9,1776.0
June,5,10,1675.0
June,5,11,1758.0
June,5,12,2644.0
June,5,13,2715.0
June,5,14,2389.0
June,5,15,2586.0
June,5,16,2972.0
June,5,17,3718.0
June,5,18,2776.0
June,5,19,1937.0
June,5,20,1547.0
June,5,21,1254.0
June,5,22,845.0
June,5,23,546.0
June,6,0,182.0
June,6,1,104.0
June,6,2,48.0
June,6,3,42.0
June,6,4,36.0
June,6,5,160.0
June,6,6,554.0
June,6,7,1452.0
June,6,8,2568.0
June,6,9,1820.0
June,6,10,1574.0
June,6,11,1922.0
June,6,12,2754.0
June,6,13,2908.0
June,6,14,2389.0
June,6,15,2581.0
June,6,16,3183.0
June,6,17,4046.0
June,6,18,3029.0
June,6,19,2068.0
June,6,20,1499.0
June,6,21,1215.0
June,6,22,1243.0
June,6,23,915.0
June,7,0,306.0
June,7,1,145.0
June,7,2,113.0
June,7,3,87.0
June,7,4,75.0
June,7,5,133.0
June,7,6,590.0
June,7,7,1522.0
June,7,8,2709.0
June,7,9,1887.0
June,7,10,1639.0
June,7,11,1959.0
June,7,12,2600.0
June,7,13,2809.0
June,7,14,2393.0
June,7,15,2561.0
June,7,16,2858.0
June,7,17,3829.0
June,7,18,3014.0
June,7,19,2160.0
June,7,20,1613.0
June,7,21,1373.0
June,7,22,1114.0
June,7,23,664.0
June,8,0,277.0
June,8,1,161.0
June,8,2,109.0
June,8,3,87.0
June,8,4,83.0
June,8,5,128.0
June,8,6,574.0
June,8,7,1299.0
June,8,8,2568.0
June,8,9,1760.0
June,8,10,1628.0
June,8,11,1780.0
June,8,12,2362.0
June,8,13,2584.0
June,8,14,2410.0
June,8,15,2439.0
June,8,16,2958.0
June,8,17,3734.0
June,8,18,3020.0
June,8,19,2115.0
June,8,20,1720.0
June,8,21,1495.0
June,8,22,1289.0
June,8,23,870.0
June,9,0,434.0
June,9,1,347.0
June,9,2,244.0
June,9,3,214.0
June,9,4,114.0
June,9,5,149.0
June,9,6,313.0
June,9,7,711.0
June,9,8,1540.0
June,9,9,1541.0
June,9,10,1645.0
June,9,11,2059.0
June,9,12,2624.0
June,9,13,2905.0
June,9,14,2893.0
June,9,15,3068.0
June,9,16,3276.0
June,9,17,3648.0
June,9,18,2997.0
June,9,19,2339.0
June,9,20,1784.0
June,9,21,1497.0
June,9,22,1642.0
June,9,23,1404.0
June,10,0,831.0
June,10,1,565.0
June,10,2,401.0
June,10,3,325.0
June,10,4,294.0
June,10,5,206.0
June,10,6,241.0
June,10,7,332.0
June,10,8,700.0
June,10,9,1177.0
June,10,10,1624.0
June,10,11,2048.0
June,10,12,2317.0
June,10,13,2487.0
June,10,14,2795.0
June,10,15,2850.0
June,10,16,2883.0
June,10,17,2842.0
June,10,18,2316.0
June,10,19,2033.0
June,10,20,1582.0
June,10,21,1425.0
June,10,22,1293.0
June,10,23,972.0
June,11,0,536.0
June,11,1,342.0
June,11,2,276.0
June,11,3,286.0
June,11,4,216.0
June,11,5,170.0
June,11,6,226.0
June,11,7,373.0
June,11,8,607.0
June,11,9,939.0
June,11,10,1473.0
June,11,11,1956.0
June,11,12,2185.0
June,11,13,2466.0
June,11,14,2566.0
June,11,15,2487.0
June,11,16,2537.0
June,11,17,2415.0
June,11,18,2101.0
June,11,19,1699.0
June,11,20,1337.0
June,11,21,1064.0
June,11,22,915.0
June,11,23,639.0
June,12,0,264.0
June,12,1,258.0
June,12,2,139.0
June,12,3,123.0
June,12,4,80.0
June,12,5,131.0
June,12,6,414.0
June,12,7,867.0
June,12,8,1508.0
June,12,9,1371.0
June,12,10,1436.0
June,12,11,1826.0
June,12,12,2250.0
June,12,13,2453.0
June,12,14,2144.0
June,12,15,2370.0
June,12,16,2716.0
June,12,17,2933.0
June,12,18,2309.0
June,12,19,1748.0
June,12,20,1302.0
June,12,21,1040.0
June,12,22,758.0
June,12,23,526.0
June,13,0,162.0
June,13,1,75.0
June,13,2,65.0
June,13,3,63.0
June,13,4,48.0
June,13,5,168.0
June,13,6,529.0
June,13,7,1330.0
June,13,8,2571.0
June,13,9,1796.0
June,13,10,1560.0
June,13,11,1802.0
June,13,12,2543.0
June,13,13,2843.0
June,13,14,2346.0
June,13,15,2543.0
June,13,16,2926.0
June,13,17,3726.0
June,13,18,2838.0
June,13,19,1896.0
June,13,20,1441.0
June,13,21,1164.0
June,13,22,1117.0
June,13,23,598.0
June,14,0,180.0
June,14,1,113.0
June,14,2,158.0
June,14,3,111.0
June,14,4,53.0
June,14,5,158.0
June,14,6,612.0
June,14,7,1344.0
June,14,8,2612.0
June,14,9,1846.0
June,14,10,1661.0
June,14,11,1884.0
June,14,12,2536.0
June,14,13,2674.0
June,14,14,2421.0
June,14,15,2491.0
June,14,16,2960.0
June,14,17,3916.0
June,14,18,2970.0
June,14,19,2044.0
June,14,20,1542.0
June,14,21,1290.0
June,14,22,944.0
June,14,23,546.0
June,15,0,244.0
June,15,1,127.0
June,15,2,65.0
June,15,3,102.0
June,15,4,90.0
June,15,5,148.0
June,15,6,557.0
June,15,7,1281.0
June,15,8,2447.0
June,15,9,1754.0
June,15,10,1641.0
June,15,11,1753.0
June,15,12,2591.0
June,15,13,2635.0
June,15,14,2387.0
June,15,15,2570.0
June,15,16,3024.0
June,15,17,3827.0
June,15,18,2870.0
June,15,19,2008.0
June,15,20,1666.0
June,15,21,1566.0
June,15,22,1216.0
June,15,23,788.0
June,16,0,482.0
June,16,1,321.0
June,16,2,238.0
June,16,3,196.0
June,16,4,155.0
June,16,5,181.0
June,16,6,392.0
June,16,7,805.0
June,16,8,1592.0
June,16,9,1462.0
June,16,10,1580.0
June,16,11,1806.0
June,16,12,2291.0
June,16,13,2561.0
June,16,14,2426.0
June,16,15,2711.0
June,16,16,2858.0
June,16,17,3264.0
June,16,18,2601.0
June,16,19,2013.0
June,16,20,1498.0
June,16,21,1446.0
June,16,22,1414.0
June,16,23,1030.0
June,17,0,673.0
June,17,1,530.0
June,17,2,311.0
June,17,3,309.0
June,17,4,190.0
June,17,5,159.0
June,17,6,198.0
June,17,7,316.0
June,17,8,592.0
June,17,9,901.0
June,17,10,1210.0
June,17,11,1490.0
June,17,12,1778.0
June,17,13,1832.0
June,17,14,2020.0
June,17,15,2059.0
June,17,16,2305.0
June,17,17,2188.0
June,17,18,1993.0
June,17,19,1597.0
June,17,20,1377.0
June,17,21,1101.0
June,17,22,855.0
June,17,23,674.0
June,18,0,376.0
June,18,1,316.0
June,18,2,198.0
June,18,3,152.0
June,18,4,129.0
June,18,5,166.0
June,18,6,362.0
June,18,7,770.0
June,18,8,1574.0
June,18,9,1216.0
June,18,10,1275.0
June,18,11,1578.0
June,18,12,2118.0
June,18,13,2346.0
June,18,14,2229.0
June,18,15,2396.0
June,18,16,2642.0
June,18,17,3040.0
June,18,18,2441.0
June,18,19,1758.0
June,18,20,1330.0
June,18,21,1074.0
June,18,22,774.0
June,18,23,446.0
June,19,0,180.0
June,19,1,91.0
June,19,2,79.0
June,19,3,53.0
June,19,4,53.0
June,19,5,163.0
June,19,6,541.0
June,19,7,1382.0
June,19,8,2658.0
June,19,9,1759.0
June,19,10,1578.0
June,19,11,1780.0
June,19,12,2449.0
June,19,13,2862.0
June,19,14,2332.0
June,19,15,2639.0
June,19,16,2958.0
June,19,17,3978.0
June,19,18,2860.0
June,19,19,1927.0
June,19,20,1494.0
June,19,21,1258.0
June,19,22,814.0
June,19,23,535.0
June,20,0,220.0
June,20,1,107.0
June,20,2,72.0
June,20,3,68.0
June,20,4,57.0
June,20,5,194.0
June,20,6,572.0
June,20,7,1413.0
June,20,8,2672.0
June,20,9,1846.0
June,20,10,1553.0
June,20,11,1753.0
June,20,12,2816.0
June,20,13,2765.0
June,20,14,2382.0
June,20,15,2634.0
June,20,16,3077.0
June,20,17,3907.0
June,20,18,3092.0
June,20,19,2079.0
June,20,20,1596.0
June,20,21,1396.0
June,20,22,1022.0
June,20,23,586.0
June,21,0,224.0
June,21,1,121.0
June,21,2,97.0
June,21,3,82.0
June,21,4,55.0
June,21,5,144.0
June,21,6,560.0
June,21,7,1305.0
June,21,8,2575.0
June,21,9,1728.0
June,21,10,1551.0
June,21,11,1768.0
June,21,12,2635.0
June,21,13,2738.0
June,21,14,2435.0
June,21,15,2528.0
June,21,16,2991.0
June,21,17,3804.0
June,21,18,3102.0
June,21,19,2137.0
June,21,20,1653.0
June,21,21,1426.0
June,21,22,1049.0
June,21,23,627.0
June,22,0,341.0
June,22,1,141.0
June,22,2,145.0
June,22,3,91.0
June,22,4,90.0
June,22,5,174.0
June,22,6,554.0
June,22,7,1301.0
June,22,8,2544.0
June,22,9,1845.0
June,22,10,1559.0
June,22,11,1804.0
June,22,12,2630.0
June,22,13,2765.0
June,22,14,2434.0
June,22,15,2631.0
June,22,16,3011.0
June,22,17,3939.0
June,22,18,3056.0
June,22,19,2040.0
June,22,20,1772.0
June,22,21,1584.0
June,22,22,1239.0
June,22,23,846.0
June,23,0,495.0
June,23,1,303.0
June,23,2,231.0
June,23,3,190.0
June,23,4,142.0
June,23,5,188.0
June,23,6,416.0
June,23,7,885.0
June,23,8,1622.0
June,23,9,1452.0
June,23,10,1502.0
June,23,11,1798.0
June,23,12,2222.0
June,23,13,2513.0
June,23,14,2420.0
June,23,15,2679.0
June,23,16,2848.0
June,23,17,3029.0
June,23,18,2446.0
June,23,19,1978.0
June,23,20,1578.0
June,23,21,1525.0
June,23,22,1292.0
June,23,23,902.0
June,24,0,661.0
June,24,1,514.0
June,24,2,352.0
June,24,3,315.0
June,24,4,234.0
June,24,5,178.0
June,24,6,198.0
June,24,7,334.0
June,24,8,537.0
June,24,9,968.0
June,24,10,1291.0
June,24,11,1671.0
June,24,12,2074.0
June,24,13,2140.0
June,24,14,2323.0
June,24,15,2323.0
June,24,16,2469.0
June,24,17,2241.0
June,24,18,1970.0
June,24,19,1634.0
June,24,20,1338.0
June,24,21,1115.0
June,24,22,984.0
June,24,23,704.0
June,25,0,366.0
June,25,1,256.0
June,25,2,209.0
June,25,3,206.0
June,25,4,172.0
June,25,5,204.0
June,25,6,360.0
June,25,7,774.0
June,25,8,1610.0
June,25,9,1367.0
June,25,10,1430.0
June,25,11,1728.0
June,25,12,2178.0
June,25,13,2396.0
June,25,14,2462.0
June,25,15,2400.0
June,25,16,2593.0
June,25,17,2992.0
June,25,18,2425.0
June,25,19,1710.0
June,25,20,1211.0
June,25,21,944.0
June,25,22,638.0
June,25,23,443.0
June,26,0,147.0
June,26,1,81.0
June,26,2,72.0
June,26,3,60.0
June,26,4,50.0
June,26,5,137.0
June,26,6,516.0
June,26,7,1336.0
June,26,8,2716.0
June,26,9,1778.0
June,26,10,1542.0
June,26,11,1842.0
June,26,12,2590.0
June,26,13,2893.0
June,26,14,2434.0
June,26,15,2563.0
June,26,16,3128.0
June,26,17,4121.0
June,26,18,2988.0
June,26,19,2048.0
June,26,20,1473.0
June,26,21,1172.0
June,26,22,873.0
June,26,23,539.0
June,27,0,208.0
June,27,1,85.0
June,27,2,103.0
June,27,3,50.0
June,27,4,65.0
June,27,5,143.0
June,27,6,566.0
June,27,7,1376.0
June,27,8,2582.0
June,27,9,1861.0
June,27,10,1588.0
June,27,11,1884.0
June,27,12,2550.0
June,27,13,2730.0
June,27,14,2422.0
June,27,15,2564.0
June,27,16,2898.0
June,27,17,3995.0
June,27,18,3030.0
June,27,19,2058.0
June,27,20,1537.0
June,27,21,1293.0
June,27,22,934.0
June,27,23,537.0
June,28,0,172.0
June,28,1,84.0
June,28,2,81.0
June,28,3,57.0
June,28,4,42.0
June,28,5,129.0
June,28,6,511.0
June,28,7,1243.0
June,28,8,2586.0
June,28,9,1766.0
June,28,10,1500.0
June,28,11,1790.0
June,28,12,2644.0
June,28,13,2864.0
June,28,14,2521.0
June,28,15,2650.0
June,28,16,2988.0
June,28,17,3852.0
June,28,18,3016.0
June,28,19,2058.0
June,28,20,1620.0
June,28,21,1384.0
June,28,22,1090.0
June,28,23,657.0
June,29,0,282.0
June,29,1,174.0
June,29,2,118.0
June,29,3,81.0
June,29,4,101.0
June,29,5,139.0
June,29,6,534.0
June,29,7,1322.0
June,29,8,2444.0
June,29,9,1875.0
June,29,10,1631.0
June,29,11,1973.0
June,29,12,2369.0
June,29,13,2734.0
June,29,14,2468.0
June,29,15,2748.0
June,29,16,3191.0
June,29,17,3953.0
June,29,18,2894.0
June,29,19,2314.0
June,29,20,1997.0
June,29,21,1808.0
June,29,22,1485.0
June,29,23,1242.0
June,30,0,705.0
June,30,1,444.0
June,30,2,234.0
June,30,3,210.0
June,30,4,145.0
June,30,5,130.0
June,30,6,206.0
June,30,7,308.0
June,30,8,700.0
June,30,9,1019.0
June,30,10,1398.0
June,30,11,1675.0
June,30,12,1969.0
June,30,13,2161.0
June,30,14,2201.0
June,30,15,2394.0
June,30,16,2634.0
June,30,17,2531.0
June,30,18,2157.0
June,30,19,2039.0
June,30,20,1740.0
June,30,21,1573.0
June,30,22,1299.0
June,30,23,1011.0
