date_time,day,hourly_counts,id,mdate,month,sensor_id,sensor_name,time,year
18/02/2019 0:00,Monday,27,2566376,18,February,39,Alfred Place,0,2019
18/02/2019 0:00,Monday,10,2566377,18,February,37,Lygon St (East),0,2019
18/02/2019 0:00,Monday,19,2566378,18,February,40,Lonsdale St-Spring St (West),0,2019
18/02/2019 0:00,Monday,23,2566379,18,February,36,Queen St (West),0,2019
18/02/2019 0:00,Monday,195,2566380,18,February,29,St Kilda Rd-Alexandra Gardens,0,2019
18/02/2019 0:00,Monday,21,2566381,18,February,42,Grattan St-Swanston St (West),0,2019
18/02/2019 7:00,Monday,308,2566726,18,February,39,Alfred Place,7,2019
18/02/2019 0:00,Monday,3,2566382,18,February,43,Monash Rd-Swanston St (West),0,2019
18/02/2019 0:00,Monday,7,2566383,18,February,44,Tin Alley-Swanston St (West),0,2019
18/02/2019 0:00,Monday,184,2566384,18,February,35,Southbank,0,2019
18/02/2019 0:00,Monday,10,2566385,18,February,46,Pelham St (S),0,2019
18/02/2019 0:00,Monday,147,2566386,18,February,47,Melbourne Central-Elizabeth St (East),0,2019
18/02/2019 0:00,Monday,31,2566387,18,February,48,QVM-Queen St (East),0,2019
18/02/2019 0:00,Monday,48,2566388,18,February,49,QVM-Therry St (South),0,2019
18/02/2019 0:00,Monday,64,2566389,18,February,50,Faraday St-Lygon St (West),0,2019
18/02/2019 0:00,Monday,40,2566390,18,February,51,QVM-Franklin St (North),0,2019
18/02/2019 0:00,Monday,71,2566391,18,February,52,Elizabeth St-Lonsdale St (South),0,2019
18/02/2019 0:00,Monday,19,2566392,18,February,54,Lincoln-Swanston(West),0,2019
18/02/2019 0:00,Monday,29,2566393,18,February,56,Lonsdale St - Elizabeth St (North),0,2019
18/02/2019 0:00,Monday,44,2566394,18,February,57,Bourke St Bridge,0,2019
18/02/2019 0:00,Monday,83,2566395,18,February,58,Bourke St - Spencer St (North),0,2019
18/02/2019 0:00,Monday,93,2566396,18,February,59,Swanston St - RMIT Building 80,0,2019
18/02/2019 1:00,Monday,89,2566397,18,February,4,Town Hall (West),1,2019
18/02/2019 1:00,Monday,13,2566398,18,February,17,Collins Place (South),1,2019
18/02/2019 1:00,Monday,6,2566399,18,February,18,Collins Place (North),1,2019
18/02/2019 1:00,Monday,27,2566400,18,February,53,Collins St (North),1,2019
18/02/2019 1:00,Monday,33,2566401,18,February,2,Bourke Street Mall (South),1,2019
18/02/2019 1:00,Monday,80,2566402,18,February,1,Bourke Street Mall (North),1,2019
18/02/2019 1:00,Monday,48,2566403,18,February,15,State Library,1,2019
18/02/2019 1:00,Monday,8,2566404,18,February,9,Southern Cross Station,1,2019
18/02/2019 1:00,Monday,5,2566405,18,February,10,Victoria Point,1,2019
