hourly_counts,sensor_id,time,latitude,longitude
570,105,14,-37.808234000000006,144.968757
555,105,15,-37.808234000000006,144.968757
530,105,16,-37.808234000000006,144.968757
574,105,17,-37.808234000000006,144.968757
580,106,10,-37.813190000000006,144.95174
659,106,11,-37.813190000000006,144.95174
841,106,12,-37.813190000000006,144.95174
867,106,13,-37.813190000000006,144.95174
839,106,14,-37.813190000000006,144.95174
842,106,15,-37.813190000000006,144.95174
919,106,16,-37.813190000000006,144.95174
931,106,17,-37.813190000000006,144.95174
369,107,10,-37.81563,144.95823000000001
402,107,11,-37.81563,144.95823000000001
425,107,12,-37.81563,144.95823000000001
426,107,13,-37.81563,144.95823000000001
431,107,14,-37.81563,144.95823000000001
431,107,15,-37.81563,144.95823000000001
438,107,16,-37.81563,144.95823000000001
425,107,17,-37.81563,144.95823000000001
905,108,10,-37.82038,144.95746
971,108,11,-37.82038,144.95746
1055,108,12,-37.82038,144.95746
1069,108,13,-37.82038,144.95746
1122,108,14,-37.82038,144.95746
1153,108,15,-37.82038,144.95746
1156,108,16,-37.82038,144.95746
1103,108,17,-37.82038,144.95746
418,109,10,-37.819340000000004,144.96075
463,109,11,-37.819340000000004,144.96075
490,109,12,-37.819340000000004,144.96075
505,109,13,-37.819340000000004,144.96075
550,109,14,-37.819340000000004,144.96075
573,109,15,-37.819340000000004,144.96075
582,109,16,-37.819340000000004,144.96075
578,109,17,-37.819340000000004,144.96075
392,110,10,-37.80892,144.96634
581,110,11,-37.80892,144.96634
815,110,12,-37.80892,144.96634
966,110,13,-37.80892,144.96634
970,110,14,-37.80892,144.96634
992,110,15,-37.80892,144.96634
978,110,16,-37.80892,144.96634
994,110,17,-37.80892,144.96634
713,59,10,-37.80825648,144.9630486
999,59,11,-37.80825648,144.9630486
1285,59,12,-37.80825648,144.9630486
1446,59,13,-37.80825648,144.9630486
1411,59,14,-37.80825648,144.9630486
1318,59,15,-37.80825648,144.9630486
1135,59,16,-37.80825648,144.9630486
1041,59,17,-37.80825648,144.9630486
