Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Dwelling type,Dwelling number,x coordinate,y coordinate,Location
2017,438,558820,558820,54-56 Walsh Street,West Melbourne (Residential),House/Townhouse,1,144.9527228,-37.80820209,"(-37.80820209, 144.9527228)"
2017,2524,616049,616049,170 Bellair Street,Kensington,Residential Apartments,1,144.9299154,-37.79353782,"(-37.79353782, 144.9299154)"
2017,354,614213,614213,2 Victoria Court,North Melbourne,House/Townhouse,1,144.9503638,-37.80477133,"(-37.80477133, 144.9503638)"
2017,858,107818,107818,765 Punt Road,South Yarra,Residential Apartments,7,144.9865296,-37.83668585,"(-37.83668585, 144.9865296)"
2017,2513,615136,615136,17 Gordon Crescent,Kensington,House/Townhouse,1,144.926585,-37.79112333,"(-37.79112333, 144.926585)"
2017,1108,604118,604118,834-846 Bourke Street,Docklands,Residential Apartments,133,144.9431188,-37.81977079,"(-37.81977079, 144.9431188)"
2017,2512,617929,617929,34 Export Lane,Kensington,House/Townhouse,1,144.9245877,-37.79010297,"(-37.79010297, 144.9245877)"
2017,608,107684,107684,127-143 Hotham Street,East Melbourne,Residential Apartments,11,144.9859257,-37.81442032,"(-37.81442032, 144.9859257)"
2017,917,103766,103766,17 Fitzgibbon Street,Parkville,House/Townhouse,1,144.9563471,-37.79626795,"(-37.79626795, 144.9563471)"
2017,2535,614925,614925,57 Rankins Road,Kensington,House/Townhouse,1,144.9320074,-37.79031325,"(-37.79031325, 144.9320074)"
2017,370,592686,592686,117 Leveson Street,North Melbourne,House/Townhouse,1,144.9511621,-37.80151732,"(-37.80151732, 144.9511621)"
2017,27,103596,103596,57-63 Exhibition Street,Melbourne (CBD),Residential Apartments,1,144.9713152,-37.81460613,"(-37.81460613, 144.9713152)"
2017,2539,614661,614661,69 Smith Street,Kensington,House/Townhouse,1,144.9349036,-37.79148676,"(-37.79148676, 144.9349036)"
2017,526,108283,108283,17 The Ridgeway,Kensington,House/Townhouse,1,144.9261484,-37.79430792,"(-37.79430792, 144.9261484)"
2017,526,105239,105239,66 Kensington Road,Kensington,House/Townhouse,1,144.9251302,-37.79530241,"(-37.79530241, 144.9251302)"
2017,380,103471,103471,242-244 Errol Street,North Melbourne,House/Townhouse,1,144.9509793,-37.79737921,"(-37.79737921, 144.9509793)"
2017,333,107974,107974,612 Queensberry Street,North Melbourne,House/Townhouse,1,144.9470663,-37.80251877,"(-37.80251877, 144.9470663)"
2017,353,101844,101844,84 Chapman Street,North Melbourne,House/Townhouse,1,144.9476346,-37.7951039,"(-37.7951039, 144.9476346)"
2017,227,106858,106858,61-63 Neill Street,Carlton,House/Townhouse,1,144.9726133,-37.79418504,"(-37.79418504, 144.9726133)"
2017,415,573781,573781,29 Ireland Street,West Melbourne (Residential),House/Townhouse,1,144.9450527,-37.80772728,"(-37.80772728, 144.9450527)"
2017,353,101862,101862,20 Chapman Street,North Melbourne,House/Townhouse,7,144.9499461,-37.79697238,"(-37.79697238, 144.9499461)"
2017,2391,617237,617237,10-20 Caytre Crescent,North Melbourne,House/Townhouse,6,144.9397362,-37.79454432,"(-37.79454432, 144.9397362)"
2017,2529,615778,615778,9 Pridham Street,Kensington,House/Townhouse,1,144.9312984,-37.78909333,"(-37.78909333, 144.9312984)"
2017,2546,615315,615315,151 Rankins Road,Kensington,House/Townhouse,1,144.9313635,-37.79371563,"(-37.79371563, 144.9313635)"
2017,860,105580,105580,104-106 Leopold Street,South Yarra,House/Townhouse,1,144.9834193,-37.83512568,"(-37.83512568, 144.9834193)"
2017,356,621950,621950,109 Howard Street,North Melbourne,House/Townhouse,1,144.9536318,-37.80446536,"(-37.80446536, 144.9536318)"
2017,2525,614684,614684,75 Eastwood Street,Kensington,House/Townhouse,1,144.9305522,-37.79144524,"(-37.79144524, 144.9305522)"
2017,306,102845,102845,419-421 Dryburgh Street,North Melbourne,House/Townhouse,1,144.944461,-37.79550459,"(-37.79550459, 144.944461)"
2017,561,111294,110283,3 Vincent Place,Kensington,House/Townhouse,1,144.9206305,-37.7926604,"(-37.7926604, 144.9206305)"
2017,318,102831,102831,363 Dryburgh Street,North Melbourne,House/Townhouse,1,144.9442087,-37.79722978,"(-37.79722978, 144.9442087)"
2017,346,611181,611181,8 Purcell Street,North Melbourne,House/Townhouse,1,144.9491916,-37.80212888,"(-37.80212888, 144.9491916)"
2017,328,104583,107110,73-83 Haines Street,North Melbourne,Residential Apartments,20,144.9452183,-37.79906469,"(-37.79906469, 144.9452183)"
2017,511,100306,100306,20 Albermarle Street,Kensington,House/Townhouse,1,144.9335934,-37.7958735,"(-37.7958735, 144.9335934)"
2017,222,103726,103726,114 Faraday Street,Carlton,House/Townhouse,1,144.9708737,-37.79883933,"(-37.79883933, 144.9708737)"
2017,358,101556,101556,124 Capel Street,North Melbourne,House/Townhouse,1,144.9555625,-37.80512337,"(-37.80512337, 144.9555625)"
2017,2537,614866,614866,48 Parsons Street,Kensington,House/Townhouse,1,144.9336925,-37.79026272,"(-37.79026272, 144.9336925)"
2017,927,106401,106401,83 Manningham Street,Parkville,Residential Apartments,6,144.9414167,-37.78554229,"(-37.78554229, 144.9414167)"
2017,367,101948,101948,198 Chetwynd Street,North Melbourne,House/Townhouse,1,144.9530665,-37.80283631,"(-37.80283631, 144.9530665)"
2017,343,527024,527024,619 Queensberry Street,North Melbourne,House/Townhouse,1,144.9467087,-37.80297085,"(-37.80297085, 144.9467087)"
2017,2503,617780,617780,11 Smithfield Road,Kensington,House/Townhouse,1,144.9240498,-37.78878487,"(-37.78878487, 144.9240498)"
2017,219,109567,109567,9 University Street,Carlton,House/Townhouse,1,144.9695873,-37.79970722,"(-37.79970722, 144.9695873)"
2017,608,107688,107688,50-52 Powlett Street,East Melbourne,House/Townhouse,1,144.9859089,-37.81493775,"(-37.81493775, 144.9859089)"
2017,325,102910,102910,346-360 Dryburgh Street,North Melbourne,Residential Apartments,18,144.944891,-37.79760711,"(-37.79760711, 144.944891)"
2017,346,576889,576889,7 Purcell Street,North Melbourne,House/Townhouse,1,144.9491223,-37.80237368,"(-37.80237368, 144.9491223)"
2017,2527,615567,615567,5 Davis Street,Kensington,House/Townhouse,1,144.9305857,-37.79017272,"(-37.79017272, 144.9305857)"
2017,326,104588,104588,38-48 Haines Street,North Melbourne,Residential Apartments,6,144.9466965,-37.79823272,"(-37.79823272, 144.9466965)"
2017,203,107144,107144,27 Palmerston Place,Carlton,House/Townhouse,1,144.96535,-37.79578867,"(-37.79578867, 144.96535)"
2017,306,103545,103545,45 Erskine Street,North Melbourne,House/Townhouse,1,144.9433123,-37.7949153,"(-37.7949153, 144.9433123)"
2017,226,105177,105177,85 Kay Street,Carlton,House/Townhouse,1,144.9721685,-37.79536062,"(-37.79536062, 144.9721685)"
2017,440,102960,102960,104-128 Dudley Street,West Melbourne (Residential),Residential Apartments,103,144.9512797,-37.80925936,"(-37.80925936, 144.9512797)"
2017,2515,618134,618134,28 Maloney Street,Kensington,House/Townhouse,1,144.9281583,-37.78897465,"(-37.78897465, 144.9281583)"
2017,420,104719,104719,41 Hawke Street,West Melbourne (Residential),House/Townhouse,1,144.9481618,-37.80647311,"(-37.80647311, 144.9481618)"
2017,865,101278,101278,11-13 Bromby Street,South Yarra,House/Townhouse,1,144.977914,-37.83536861,"(-37.83536861, 144.977914)"
2017,561,111088,111088,93 Gatehouse Drive,Kensington,House/Townhouse,1,144.9195803,-37.7935111,"(-37.7935111, 144.9195803)"
2017,419,108373,108373,148 Roden Street,West Melbourne (Residential),House/Townhouse,1,144.9468681,-37.80811497,"(-37.80811497, 144.9468681)"
2017,621,110641,110641,314-320 Albert Street,East Melbourne,House/Townhouse,1,144.980506,-37.80980599,"(-37.80980599, 144.980506)"
2017,212,661074,632536,545 Rathdowne Street,Carlton,Residential Apartments,28,144.9709212,-37.79299534,"(-37.79299534, 144.9709212)"
2017,2546,615273,615273,141 Rankins Road,Kensington,House/Townhouse,1,144.9314513,-37.79324903,"(-37.79324903, 144.9314513)"
2017,533,100884,100884,21 Bayswater Road,Kensington,House/Townhouse,1,144.9247699,-37.79316645,"(-37.79316645, 144.9247699)"
2017,267,102613,102613,31 Drummond Street,Carlton,House/Townhouse,3,144.9670056,-37.8061617,"(-37.8061617, 144.9670056)"
2017,351,602026,602026,16 Molesworth Street,North Melbourne,House/Townhouse,2,144.9493338,-37.79834637,"(-37.79834637, 144.9493338)"
2017,416,100214,100214,229 Adderley Street,West Melbourne (Residential),House/Townhouse,1,144.9444266,-37.80846791,"(-37.80846791, 144.9444266)"
2017,414,105102,105102,10-24 Ireland Street,West Melbourne (Residential),Residential Apartments,50,144.9457385,-37.80738066,"(-37.80738066, 144.9457385)"
2017,223,103068,103068,59 Elgin Street,Carlton,House/Townhouse,1,144.9725443,-37.79788296,"(-37.79788296, 144.9725443)"
2017,568,108807,108807,5 Sims Square,Kensington,House/Townhouse,1,144.9213748,-37.79094337,"(-37.79094337, 144.9213748)"
2017,232,109129,109129,86 Station Street,Carlton,House/Townhouse,1,144.9745868,-37.7956041,"(-37.7956041, 144.9745868)"
2017,510,100297,100297,13 Albermarle Street,Kensington,House/Townhouse,1,144.9329866,-37.79609344,"(-37.79609344, 144.9329866)"
2017,2512,617803,617803,15 Rigby Lane,Kensington,House/Townhouse,1,144.9245236,-37.79051953,"(-37.79051953, 144.9245236)"
2017,249,111488,108269,99 Carlton Street,Carlton,House/Townhouse,1,144.9719524,-37.8019639,"(-37.8019639, 144.9719524)"
2017,2547,615546,615546,63 Barnett Street,Kensington,House/Townhouse,1,144.9323183,-37.79341714,"(-37.79341714, 144.9323183)"
2017,306,105414,105414,16 Kipling Street,North Melbourne,House/Townhouse,1,144.9426372,-37.79516136,"(-37.79516136, 144.9426372)"
2017,203,101619,101619,405 Cardigan Street,Carlton,House/Townhouse,1,144.9658554,-37.79658938,"(-37.79658938, 144.9658554)"
2017,536,111405,111405,7 Baulderstone Walk,Kensington,House/Townhouse,1,144.9212793,-37.79531221,"(-37.79531221, 144.9212793)"
2017,2543,615723,615723,75 Collett Street,Kensington,House/Townhouse,1,144.933273,-37.79252205,"(-37.79252205, 144.933273)"
2017,232,109130,109130,84 Station Street,Carlton,House/Townhouse,1,144.9745784,-37.79564897,"(-37.79564897, 144.9745784)"
2017,2513,615132,615132,21 Gordon Crescent,Kensington,House/Townhouse,1,144.9265079,-37.79104125,"(-37.79104125, 144.9265079)"
2017,544,555945,555945,177-179 The Crescent,Kensington,House/Townhouse,1,144.9203713,-37.79465217,"(-37.79465217, 144.9203713)"
2017,915,103796,103796,54 Fitzgibbon Street,Parkville,House/Townhouse,1,144.9571666,-37.79506284,"(-37.79506284, 144.9571666)"
2017,602,100329,100329,39 Albert Street,East Melbourne,House/Townhouse,1,144.9895892,-37.81142985,"(-37.81142985, 144.9895892)"
2017,517,107036,107036,75 Ormond Street,Kensington,House/Townhouse,1,144.9282107,-37.79833116,"(-37.79833116, 144.9282107)"
2017,218,102679,102679,265 Drummond Street,Carlton,House/Townhouse,1,144.9682754,-37.79975566,"(-37.79975566, 144.9682754)"
2017,527,563756,563756,91 Mercantile Parade,Kensington,House/Townhouse,1,144.9220398,-37.79697754,"(-37.79697754, 144.9220398)"
2017,335,107953,107953,692-694 Queensberry Street,North Melbourne,House/Townhouse,1,144.9443195,-37.80225898,"(-37.80225898, 144.9443195)"
2017,245,104451,104451,127-133 Grattan Street,Carlton,Residential Apartments,16,144.9648173,-37.80082323,"(-37.80082323, 144.9648173)"
2017,306,557262,557262,16A Melrose Street,North Melbourne,House/Townhouse,1,144.9420708,-37.79506987,"(-37.79506987, 144.9420708)"
2017,917,109239,109239,34 Story Street,Parkville,House/Townhouse,1,144.9562573,-37.79663823,"(-37.79663823, 144.9562573)"
2017,615,611568,102007,126-158 Clarendon Street,East Melbourne,Residential Apartments,86,144.9841619,-37.81229599,"(-37.81229599, 144.9841619)"
2017,532,108309,108309,62 The Ridgeway,Kensington,House/Townhouse,1,144.9243563,-37.79481152,"(-37.79481152, 144.9243563)"
2017,901,100598,100598,304 The Avenue,Parkville,House/Townhouse,1,144.9584337,-37.78009641,"(-37.78009641, 144.9584337)"
2017,532,108323,108323,28 The Ridgeway,Kensington,House/Townhouse,1,144.925424,-37.79419727,"(-37.79419727, 144.925424)"
2017,226,107600,107600,48 Pitt Street,Carlton,House/Townhouse,1,144.9716792,-37.79552135,"(-37.79552135, 144.9716792)"
2017,2513,615226,615226,28 Hopetoun Street,Kensington,House/Townhouse,1,144.9262968,-37.79177889,"(-37.79177889, 144.9262968)"
2017,527,111424,111424,114B Kensington Road,Kensington,House/Townhouse,1,144.9223209,-37.79695882,"(-37.79695882, 144.9223209)"
2017,336,107949,107949,726 Queensberry Street,North Melbourne,House/Townhouse,1,144.9430728,-37.80209185,"(-37.80209185, 144.9430728)"
2017,927,106409,106409,117-119 Manningham Street,Parkville,Residential Apartments,17,144.9405666,-37.7841513,"(-37.7841513, 144.9405666)"
2017,222,103741,103741,70-76 Faraday Street,Carlton,Residential Apartments,6,144.9719404,-37.79886204,"(-37.79886204, 144.9719404)"
2017,724,632373,632373,555-563 St Kilda Road,Melbourne (Remainder),Residential Apartments,329,144.9806631,-37.84726398,"(-37.84726398, 144.9806631)"
2017,610,104509,104509,43 Grey Street,East Melbourne,House/Townhouse,1,144.9879393,-37.81238457,"(-37.81238457, 144.9879393)"
2017,865,102538,102538,59-67 Domain Street,South Yarra,Residential Apartments,11,144.9781268,-37.83594554,"(-37.83594554, 144.9781268)"
2017,861,107367,107367,45-47 Park Street,South Yarra,Residential Apartments,6,144.9816359,-37.83647606,"(-37.83647606, 144.9816359)"
2017,2515,618127,618127,18 Maloney Street,Kensington,House/Townhouse,1,144.9282684,-37.78876164,"(-37.78876164, 144.9282684)"
2017,424,511009,511009,34 Eades Place,West Melbourne (Residential),House/Townhouse,1,144.9511254,-37.80579661,"(-37.80579661, 144.9511254)"
2017,533,100710,100710,40 Bangalore Street,Kensington,House/Townhouse,1,144.9246041,-37.79374415,"(-37.79374415, 144.9246041)"
2017,529,556144,556144,80-82 Fairbairn Drive,Kensington,House/Townhouse,1,144.9195913,-37.79701732,"(-37.79701732, 144.9195913)"
2017,302,101311,101311,31-55 Curran Street,North Melbourne,House/Townhouse,1,144.9427861,-37.79285313,"(-37.79285313, 144.9427861)"
2017,374,100540,100540,22 Arden Street,North Melbourne,House/Townhouse,1,144.9518074,-37.80093301,"(-37.80093301, 144.9518074)"
2017,351,608675,608675,14 Molesworth Street,North Melbourne,House/Townhouse,1,144.9493883,-37.79838071,"(-37.79838071, 144.9493883)"
2017,225,525267,525267,72 Palmerston Street,Carlton,House/Townhouse,1,144.9725366,-37.79626538,"(-37.79626538, 144.9725366)"
2017,901,100596,100596,308 The Avenue,Parkville,House/Townhouse,1,144.9584739,-37.77998981,"(-37.77998981, 144.9584739)"
2017,656,100261,100261,22-36 Agnes Street,East Melbourne,Residential Apartments,42,144.9803135,-37.81777359,"(-37.81777359, 144.9803135)"
2017,416,108132,108132,106-116 Railway Place,West Melbourne (Residential),Residential Apartments,12,144.9437291,-37.80836526,"(-37.80836526, 144.9437291)"
2017,221,101723,101723,72 Carlton Street,Carlton,House/Townhouse,1,144.9716596,-37.80067884,"(-37.80067884, 144.9716596)"
2017,526,108278,108278,7-9 The Ridgeway,Kensington,Residential Apartments,3,144.9265636,-37.79408092,"(-37.79408092, 144.9265636)"
2017,423,105361,105361,432 King Street,West Melbourne (Residential),House/Townhouse,1,144.9496813,-37.80578323,"(-37.80578323, 144.9496813)"
2017,541,110924,110924,4-6 Mercantile Parade,Kensington,House/Townhouse,1,144.9198428,-37.79529014,"(-37.79529014, 144.9198428)"
2017,2543,615765,615765,66 Lambeth Street,Kensington,House/Townhouse,1,144.9337021,-37.79224001,"(-37.79224001, 144.9337021)"
2017,552,110289,110289,24 Crichton Lane,Kensington,House/Townhouse,1,144.9218456,-37.79251911,"(-37.79251911, 144.9218456)"
2017,608,108738,108738,59 Simpson Street,East Melbourne,House/Townhouse,1,144.9877064,-37.81492753,"(-37.81492753, 144.9877064)"
2017,348,107099,107099,45 O'Shanassy Street,North Melbourne,House/Townhouse,1,144.9490299,-37.80039346,"(-37.80039346, 144.9490299)"
2017,773,637393,637393,62 South Wharf Drive,Docklands,House/Townhouse,1,144.9373116,-37.8222021,"(-37.8222021, 144.9373116)"
2017,344,109774,109774,610-612 Victoria Street,North Melbourne,House/Townhouse,1,144.9460259,-37.80442502,"(-37.80442502, 144.9460259)"
2017,406,108930,108930,582 Spencer Street,West Melbourne (Residential),House/Townhouse,1,144.9469005,-37.80678836,"(-37.80678836, 144.9469005)"
2017,308,100070,100070,455 Abbotsford Street,North Melbourne,House/Townhouse,1,144.9464352,-37.79565349,"(-37.79565349, 144.9464352)"
2017,2532,615593,615593,43-59 Parsons Street,Kensington,House/Townhouse,9,144.934011,-37.78987943,"(-37.78987943, 144.934011)"
2017,773,637407,637407,154 Lorimer Street,Docklands,House/Townhouse,1,144.9368625,-37.82273459,"(-37.82273459, 144.9368625)"
2017,915,106781,106781,22 Morrah Street,Parkville,House/Townhouse,1,144.9569958,-37.79545494,"(-37.79545494, 144.9569958)"
2017,2510,618108,618108,22 Liddy Street,Kensington,House/Townhouse,1,144.9259644,-37.78967979,"(-37.78967979, 144.9259644)"
2017,324,110250,110250,8 Wood Street,North Melbourne,House/Townhouse,1,144.9458212,-37.79719271,"(-37.79719271, 144.9458212)"
2017,210,109966,109966,14-22 Waterloo Street,Carlton,Residential Apartments,15,144.9672265,-37.7950314,"(-37.7950314, 144.9672265)"
2017,901,100603,100603,294 The Avenue,Parkville,House/Townhouse,1,144.9583392,-37.7803628,"(-37.7803628, 144.9583392)"
2017,306,108694,108694,23-25 Shands Lane,North Melbourne,Residential Apartments,2,144.9436649,-37.79524164,"(-37.79524164, 144.9436649)"
2017,202,109345,109345,890 Swanston Street,Carlton,House/Townhouse,2,144.9651579,-37.79553201,"(-37.79553201, 144.9651579)"
2017,420,108388,108388,76 Roden Street,West Melbourne (Residential),House/Townhouse,1,144.9485101,-37.80681705,"(-37.80681705, 144.9485101)"
2017,773,627683,627683,47 South Wharf Drive,Docklands,House/Townhouse,1,144.9382101,-37.8227086,"(-37.8227086, 144.9382101)"
2017,368,611685,611685,5 Chetwynd Place,North Melbourne,House/Townhouse,1,144.9520716,-37.80269589,"(-37.80269589, 144.9520716)"
2017,101,100851,100851,55-67 Batman Street,West Melbourne (Residential),Residential Apartments,19,144.9512793,-37.81118938,"(-37.81118938, 144.9512793)"
2017,229,101462,101462,188 Canning Street,Carlton,House/Townhouse,1,144.9738677,-37.79405776,"(-37.79405776, 144.9738677)"
2017,230,106973,106973,251 Nicholson Street,Carlton,House/Townhouse,1,144.9751066,-37.7941371,"(-37.7941371, 144.9751066)"
2017,377,576942,576942,12 Villiers Street,North Melbourne,House/Townhouse,1,144.9526371,-37.80024792,"(-37.80024792, 144.9526371)"
2017,616,104340,104340,169 Gipps Street,East Melbourne,House/Townhouse,1,144.984899,-37.81323125,"(-37.81323125, 144.984899)"
2017,613,593694,109643,211 Powlett Street,East Melbourne,Residential Apartments,33,144.9856254,-37.81004657,"(-37.81004657, 144.9856254)"
2017,862,104882,104882,65-67 Hope Street,South Yarra,House/Townhouse,1,144.9791245,-37.83569075,"(-37.83569075, 144.9791245)"
2017,510,104644,104644,24 Hardiman Street,Kensington,House/Townhouse,1,144.9324531,-37.79581705,"(-37.79581705, 144.9324531)"
2017,215,107185,107185,163 Palmerston Street,Carlton,House/Townhouse,1,144.9696423,-37.7964359,"(-37.7964359, 144.9696423)"
2017,2504,618025,618025,5 Bendall Street,Kensington,House/Townhouse,1,144.9246171,-37.78909437,"(-37.78909437, 144.9246171)"
2017,361,102045,102045,2-14 Cobden Street,North Melbourne,Student Apartments,59,144.9574934,-37.80553123,"(-37.80553123, 144.9574934)"
2017,922,104160,104160,118 Gatehouse Street,Parkville,House/Townhouse,1,144.9544719,-37.79435385,"(-37.79435385, 144.9544719)"
2017,520,619478,619478,60 Altona Street,Kensington,Residential Apartments,8,144.9264273,-37.79763059,"(-37.79763059, 144.9264273)"
2017,511,104626,104626,80-86 Hardiman Street,Kensington,House/Townhouse,4,144.934654,-37.79606996,"(-37.79606996, 144.934654)"
2017,201,667316,105288,461-465 Cardigan Street,Carlton,House/Townhouse,3,144.9658317,-37.79420767,"(-37.79420767, 144.9658317)"
2017,928,608628,608628,45 Strickland Road,Parkville,House/Townhouse,1,144.9406921,-37.77655149,"(-37.77655149, 144.9406921)"
2017,860,105578,105578,112-116 Leopold Street,South Yarra,Residential Apartments,3,144.9834752,-37.8348628,"(-37.8348628, 144.9834752)"
2017,328,560797,107110,11 Plane Tree Way,North Melbourne,House/Townhouse,8,144.9452183,-37.79906469,"(-37.79906469, 144.9452183)"
2017,522,110223,110223,38 Wolseley Parade,Kensington,House/Townhouse,1,144.9291672,-37.79602522,"(-37.79602522, 144.9291672)"
2017,214,106179,106179,436 Lygon Street,Carlton,House/Townhouse,1,144.9680373,-37.79651962,"(-37.79651962, 144.9680373)"
2017,558,111143,111143,18-20 Speakmen Street,Kensington,House/Townhouse,1,144.9179657,-37.79425395,"(-37.79425395, 144.9179657)"
2017,528,556152,556152,65-67 Wakefield Street,Kensington,House/Townhouse,1,144.9199141,-37.79787719,"(-37.79787719, 144.9199141)"
2017,861,626950,626950,30-34 Little Park Street,South Yarra,House/Townhouse,1,144.9810759,-37.83639999,"(-37.83639999, 144.9810759)"
2017,418,100205,100205,197 Adderley Street,West Melbourne (Residential),House/Townhouse,1,144.9455701,-37.80896599,"(-37.80896599, 144.9455701)"
2017,2514,615831,615831,2 McCracken Street,Kensington,House/Townhouse,1,144.9275103,-37.7898004,"(-37.7898004, 144.9275103)"
2017,567,104676,104676,8 Hardwick Lane,Kensington,House/Townhouse,1,144.9227024,-37.79028896,"(-37.79028896, 144.9227024)"
2017,913,110172,110172,13 Wimble Street,Parkville,House/Townhouse,1,144.9556387,-37.79503726,"(-37.79503726, 144.9556387)"
2017,605,104942,104942,51 Hotham Street,East Melbourne,House/Townhouse,1,144.9887746,-37.81483156,"(-37.81483156, 144.9887746)"
2017,406,108917,108917,608 Spencer Street,West Melbourne (Residential),House/Townhouse,1,144.9462538,-37.80644036,"(-37.80644036, 144.9462538)"
2017,354,108125,108125,3 Raglan Street,North Melbourne,House/Townhouse,1,144.9504417,-37.80445898,"(-37.80445898, 144.9504417)"
2017,526,105264,105264,12 Kensington Road,Kensington,House/Townhouse,1,144.9267556,-37.79436727,"(-37.79436727, 144.9267556)"
2017,257,525992,525992,157 Pelham Street,Carlton,Residential Apartments,1,144.9613352,-37.80242146,"(-37.80242146, 144.9613352)"
2017,252,106241,106241,170-172 Lygon Street,Carlton,Residential Apartments,1,144.9668027,-37.80321513,"(-37.80321513, 144.9668027)"
2017,93,108083,108083,175-181 A'Beckett Street,Melbourne (CBD),Residential Apartments,178,144.958212,-37.81022045,"(-37.81022045, 144.958212)"
2017,531,603427,603427,6 Frearson Walk,Kensington,House/Townhouse,1,144.9233936,-37.79496067,"(-37.79496067, 144.9233936)"
2017,235,103754,103754,16 Faraday Street,Carlton,House/Townhouse,1,144.9739723,-37.7991379,"(-37.7991379, 144.9739723)"
2017,305,103568,103568,52 Erskine Street,North Melbourne,House/Townhouse,1,144.9434058,-37.79440036,"(-37.79440036, 144.9434058)"
2017,858,109926,109926,90-96 Walsh Street,South Yarra,Residential Apartments,2,144.9855171,-37.83586441,"(-37.83586441, 144.9855171)"
2017,218,110268,110268,3-7 York Place,Carlton,House/Townhouse,1,144.9675528,-37.80023071,"(-37.80023071, 144.9675528)"
2017,368,105625,105625,114 Leveson Street,North Melbourne,House/Townhouse,1,144.9517103,-37.80146302,"(-37.80146302, 144.9517103)"
2017,334,100028,100028,225 Abbotsford Street,North Melbourne,House/Townhouse,1,144.9453282,-37.80195988,"(-37.80195988, 144.9453282)"
2017,533,100721,100721,12 Bangalore Street,Kensington,House/Townhouse,1,144.9255531,-37.79319291,"(-37.79319291, 144.9255531)"
2017,802,108045,108045,31-49 Queens Bridge Street,Southbank,Residential Apartments,661,144.9613939,-37.82293435,"(-37.82293435, 144.9613939)"
2017,226,101426,101426,145-147 Canning Street,Carlton,House/Townhouse,1,144.9730177,-37.7953685,"(-37.7953685, 144.9730177)"
2017,861,106483,106483,76 Mason Street,South Yarra,House/Townhouse,1,144.9811943,-37.83578937,"(-37.83578937, 144.9811943)"
2017,510,100300,100300,19 Albermarle Street,Kensington,House/Townhouse,1,144.9330141,-37.79590925,"(-37.79590925, 144.9330141)"
2017,562,106844,106844,22 Musgrove Mews,Kensington,House/Townhouse,1,144.9204201,-37.79153464,"(-37.79153464, 144.9204201)"
2017,352,104685,104685,1 Harker Street,North Melbourne,House/Townhouse,1,144.9491272,-37.79800469,"(-37.79800469, 144.9491272)"
2017,74,104661,104661,115-123 Hardware Street,Melbourne (CBD),Residential Apartments,15,144.9603936,-37.81210735,"(-37.81210735, 144.9603936)"
2017,521,110201,110201,27 Wolseley Parade,Kensington,House/Townhouse,1,144.9294839,-37.79650099,"(-37.79650099, 144.9294839)"
2017,229,109069,109069,103 Station Street,Carlton,House/Townhouse,1,144.9741196,-37.79489466,"(-37.79489466, 144.9741196)"
2017,2531,615646,615646,22 Collett Street,Kensington,House/Townhouse,1,144.9333844,-37.78953596,"(-37.78953596, 144.9333844)"
2017,610,104354,104354,76-78 Gipps Street,East Melbourne,House/Townhouse,1,144.9870702,-37.81283586,"(-37.81283586, 144.9870702)"
2017,862,102559,102559,68-70 Domain Street,South Yarra,House/Townhouse,1,144.9787935,-37.83558792,"(-37.83558792, 144.9787935)"
2017,927,106407,106407,101-105 Manningham Street,Parkville,Residential Apartments,11,144.9413046,-37.78447232,"(-37.78447232, 144.9413046)"
2017,855,100428,100428,44-46 Anderson Street,South Yarra,House/Townhouse,1,144.9842231,-37.8329522,"(-37.8329522, 144.9842231)"
2017,657,101072,101072,52 Berry Street,East Melbourne,House/Townhouse,1,144.989047,-37.81795135,"(-37.81795135, 144.989047)"
2017,528,560460,560460,136B Kensington Road,Kensington,House/Townhouse,1,144.9209041,-37.79773264,"(-37.79773264, 144.9209041)"
2017,857,100268,100268,43-45 Airlie Street,South Yarra,House/Townhouse,1,144.9867724,-37.83174459,"(-37.83174459, 144.9867724)"
2017,115,604778,587480,483 Swanston Street,Melbourne (CBD),Residential Apartments,293,144.9620907,-37.80728963,"(-37.80728963, 144.9620907)"
2017,2527,615191,615191,45A Eastwood Street,Kensington,House/Townhouse,1,144.9302367,-37.79021087,"(-37.79021087, 144.9302367)"
2017,2536,615112,615112,54 Collett Street,Kensington,House/Townhouse,1,144.9330613,-37.79103249,"(-37.79103249, 144.9330613)"
2017,562,104200,104200,1-13 Gatehouse Drive,Kensington,Residential Apartments,40,144.9203054,-37.79121019,"(-37.79121019, 144.9203054)"
2017,92,102943,102942,309 William Street,West Melbourne (Residential),House/Townhouse,1,144.9544344,-37.81045581,"(-37.81045581, 144.9544344)"
2017,2515,618144,618144,38 Maloney Street,Kensington,House/Townhouse,1,144.9279576,-37.78909869,"(-37.78909869, 144.9279576)"
2017,226,105184,105184,109 Kay Street,Carlton,House/Townhouse,1,144.9715473,-37.79526409,"(-37.79526409, 144.9715473)"
2017,528,569238,569238,146A Kensington Road,Kensington,House/Townhouse,1,144.920284,-37.7981068,"(-37.7981068, 144.920284)"
2017,558,110163,110163,60 Willis Street,Kensington,House/Townhouse,1,144.9184614,-37.79365527,"(-37.79365527, 144.9184614)"
2017,527,565512,565512,18-20 Newton Street,Kensington,House/Townhouse,1,144.9220586,-37.79654311,"(-37.79654311, 144.9220586)"
2017,231,105164,105164,33 Kay Street,Carlton,House/Townhouse,1,144.97387,-37.7955171,"(-37.7955171, 144.97387)"
