Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Parking type,Parking spaces,x coordinate,y coordinate,Location
2017,608,104283,104283,88 George Street,East Melbourne,Residential,2,144.9873922,-37.81515199,"(-37.81515199, 144.9873922)"
2017,502,105529,105529,3 Lennon Street,West Melbourne (Industrial),Private,28,144.9301451,-37.80098987,"(-37.80098987, 144.9301451)"
2017,525,105215,105215,27 Kensington Road,Kensington,Residential,2,144.9268849,-37.79486439,"(-37.79486439, 144.9268849)"
2017,915,103794,103794,58 Fitzgibbon Street,Parkville,Residential,1,144.9571765,-37.79495725,"(-37.79495725, 144.9571765)"
2017,438,568043,568043,37-49 Milton Street,West Melbourne (Residential),Residential,24,144.953372,-37.80766674,"(-37.80766674, 144.953372)"
2017,536,111242,111242,25 Baulderstone Walk,Kensington,Residential,2,144.921571,-37.79563287,"(-37.79563287, 144.921571)"
2017,224,101413,101413,97-99 Canning Street,Carlton,Residential,1,144.9727425,-37.79693049,"(-37.79693049, 144.9727425)"
2017,309,106297,106297,243-251 Macaulay Road,North Melbourne,Private,25,144.9385381,-37.79561511,"(-37.79561511, 144.9385381)"
2017,252,102626,102626,75-91 Drummond Street,Carlton,Residential,61,144.9672591,-37.80470202,"(-37.80470202, 144.9672591)"
2017,808,108051,108051,129-131 Queens Bridge Street,Southbank,Private,3,144.960599,-37.82511676,"(-37.82511676, 144.960599)"
2017,551,104108,104108,23 Gardner Lane,Kensington,Residential,1,144.922285,-37.7922429,"(-37.7922429, 144.922285)"
2017,204,591507,591507,375 Cardigan Street,Carlton,Commercial,722,144.9656348,-37.79761356,"(-37.79761356, 144.9656348)"
2017,609,104995,104995,78-82 Hotham Street,East Melbourne,Residential,1,144.9876913,-37.81411344,"(-37.81411344, 144.9876913)"
2017,868,107801,107801,571-573 Punt Road,South Yarra,Residential,3,144.9854983,-37.84176868,"(-37.84176868, 144.9854983)"
2017,355,109807,109807,438 Victoria Street,North Melbourne,Residential,2,144.9516361,-37.80508802,"(-37.80508802, 144.9516361)"
2017,536,111405,111405,7 Baulderstone Walk,Kensington,Residential,2,144.9212793,-37.79531221,"(-37.79531221, 144.9212793)"
2017,567,102285,102285,14 Cuffe Walk,Kensington,Residential,1,144.9227723,-37.79062848,"(-37.79062848, 144.9227723)"
2017,610,104509,104509,43 Grey Street,East Melbourne,Residential,1,144.9879393,-37.81238457,"(-37.81238457, 144.9879393)"
2017,810,576748,576748,70-92 Kavanagh Street,Southbank,Residential,282,144.9630339,-37.82468536,"(-37.82468536, 144.9630339)"
2017,857,100277,100277,56-60 Airlie Street,South Yarra,Residential,1,144.9872708,-37.83153099,"(-37.83153099, 144.9872708)"
2017,318,102827,102827,341-353 Dryburgh Street,North Melbourne,Residential,1,144.9441986,-37.79771629,"(-37.79771629, 144.9441986)"
2017,739,620273,620273,33-43 Sturt Street,Southbank,Private,38,,,
2017,23,102095,102095,401-403 Collins Street,Melbourne (CBD),Private,12,144.9612229,-37.81739636,"(-37.81739636, 144.9612229)"
2017,104,100167,100167,106-116 A'Beckett Street,Melbourne (CBD),Private,54,144.9599969,-37.80914342,"(-37.80914342, 144.9599969)"
2017,710,108623,108623,405 St Kilda Road,Melbourne (Remainder),Private,26,144.9761171,-37.83599631,"(-37.83599631, 144.9761171)"
2017,216,108190,108190,339-341 Rathdowne Street,Carlton,Residential,1,144.9699616,-37.79849694,"(-37.79849694, 144.9699616)"
2017,561,106341,106341,35 McAllister Mews,Kensington,Residential,1,144.9200788,-37.79283249,"(-37.79283249, 144.9200788)"
2017,558,111329,111329,8 Lascelles Square,Kensington,Residential,1,144.9175916,-37.79413075,"(-37.79413075, 144.9175916)"
2017,254,100569,100569,35 Argyle Place South,Carlton,Residential,1,144.9651881,-37.80362761,"(-37.80362761, 144.9651881)"
2017,862,106644,106644,123-131 Millswyn Street,South Yarra,Residential,11,144.9801845,-37.83437683,"(-37.83437683, 144.9801845)"
2017,558,111331,111331,77 Francis Lane,Kensington,Residential,1,144.9176399,-37.79406274,"(-37.79406274, 144.9176399)"
2017,318,108726,108726,4 Shiel Street,North Melbourne,Residential,1,144.9441249,-37.79759226,"(-37.79759226, 144.9441249)"
2017,406,108919,108919,602-604 Spencer Street,West Melbourne (Residential),Residential,1,144.9463814,-37.80647112,"(-37.80647112, 144.9463814)"
2017,558,110823,110823,4 Speakmen Street,Kensington,Residential,1,144.9182379,-37.79410128,"(-37.79410128, 144.9182379)"
2017,81,108961,108961,278-282 Spencer Street,Melbourne (CBD),Private,6,144.9521674,-37.81395176,"(-37.81395176, 144.9521674)"
2017,2541,614936,614936,121 Rankins Road,Kensington,Private,1,144.931586,-37.79243286,"(-37.79243286, 144.931586)"
2017,552,111514,111514,28-38 Neale Street,Kensington,Residential,2,144.920883,-37.79288018,"(-37.79288018, 144.920883)"
2017,864,100581,100581,47 Arnold Street,South Yarra,Residential,2,144.9761233,-37.83529533,"(-37.83529533, 144.9761233)"
2017,347,102369,102369,100-110 Curzon Street,North Melbourne,Residential,12,144.948898,-37.80159964,"(-37.80159964, 144.948898)"
2017,221,101405,101405,25 Canning Street,Carlton,Residential,2,144.972126,-37.80013157,"(-37.80013157, 144.972126)"
2017,68,526394,526394,30 Punch Lane,Melbourne (CBD),Residential,1,144.9709979,-37.81019722,"(-37.81019722, 144.9709979)"
2017,353,101850,101850,74 Chapman Street,North Melbourne,Residential,2,144.9480133,-37.79548354,"(-37.79548354, 144.9480133)"
2017,352,106687,106687,98 Molesworth Street,North Melbourne,Residential,1,144.9471201,-37.79636578,"(-37.79636578, 144.9471201)"
2017,2547,615627,615627,346-350 Macaulay Road,Kensington,Private,90,144.9345432,-37.79422435,"(-37.79422435, 144.9345432)"
2017,246,101695,101695,138-146 Cardigan Street,Carlton,Private,23,144.9655598,-37.80170578,"(-37.80170578, 144.9655598)"
2017,905,100622,100622,68-78 The Avenue,Parkville,Residential,16,144.9574711,-37.78649237,"(-37.78649237, 144.9574711)"
2017,861,102504,102504,175-177 Domain Road,South Yarra,Private,1,144.9819451,-37.83430009,"(-37.83430009, 144.9819451)"
2017,413,100004,100004,51-57 Abbotsford Street,West Melbourne (Residential),Residential,4,144.9441803,-37.80663676,"(-37.80663676, 144.9441803)"
2017,903,100611,100611,236-246 The Avenue,Parkville,Residential,66,144.9579604,-37.78187267,"(-37.78187267, 144.9579604)"
2017,790,110503,110503,332-342 Lorimer Street,Port Melbourne,Private,30,144.9092079,-37.82382686,"(-37.82382686, 144.9092079)"
2017,865,102539,102539,69-77 Domain Street,South Yarra,Residential,2,144.9781709,-37.83572667,"(-37.83572667, 144.9781709)"
2017,533,103373,103373,27 Epsom Road,Kensington,Residential,1,144.9261785,-37.79295055,"(-37.79295055, 144.9261785)"
2017,621,105436,105436,12 Lansdowne Street,East Melbourne,Private,2,144.9786861,-37.80944581,"(-37.80944581, 144.9786861)"
2017,917,101017,101017,20 Benjamin Street,Parkville,Residential,1,144.955802,-37.79621952,"(-37.79621952, 144.955802)"
2017,555,111235,111235,28 Bateman Road,Kensington,Residential,2,144.9182674,-37.79512091,"(-37.79512091, 144.9182674)"
2017,862,106641,106641,113 Millswyn Street,South Yarra,Residential,1,144.9802027,-37.83477803,"(-37.83477803, 144.9802027)"
2017,858,109936,109936,30-36 Walsh Street,South Yarra,Residential,7,144.9852343,-37.83721168,"(-37.83721168, 144.9852343)"
2017,2542,615173,615173,20-24 Smith Street,Kensington,Residential,3,144.9326932,-37.79171754,"(-37.79171754, 144.9326932)"
2017,334,100031,100031,233 Abbotsford Street,North Melbourne,Private,2,144.9453582,-37.80178367,"(-37.80178367, 144.9453582)"
2017,514,108821,108821,1A Southey Street,Kensington,Residential,1,144.930732,-37.79776948,"(-37.79776948, 144.930732)"
2017,555,573294,573294,48 Bateman Road,Kensington,Residential,1,144.9177715,-37.79539316,"(-37.79539316, 144.9177715)"
2017,528,560459,560459,136A Kensington Road,Kensington,Residential,2,144.920849,-37.79776438,"(-37.79776438, 144.920849)"
2017,254,100567,100567,31 Argyle Place South,Carlton,Residential,1,144.965303,-37.80363974,"(-37.80363974, 144.965303)"
2017,561,111042,111042,29 The Crescent,Kensington,Residential,2,144.9195456,-37.79369417,"(-37.79369417, 144.9195456)"
2017,11,103987,103987,550-554 Flinders Street,Melbourne (CBD),Private,32,144.9559791,-37.8203648,"(-37.8203648, 144.9559791)"
2017,916,103806,103806,14 Fitzgibbon Street,Parkville,Residential,1,144.9569912,-37.7965,"(-37.7965, 144.9569912)"
2017,222,103735,103735,92 Faraday Street,Carlton,Residential,1,144.9714432,-37.79890042,"(-37.79890042, 144.9714432)"
2017,915,108457,108457,51 Royal Parade,Parkville,Private,2,144.957543,-37.79544145,"(-37.79544145, 144.957543)"
2017,568,104218,104218,14-16 Gilbertson Walk,Kensington,Residential,2,144.9221552,-37.79091598,"(-37.79091598, 144.9221552)"
2017,602,100317,100317,7 Albert Street,East Melbourne,Residential,2,144.9906243,-37.81147664,"(-37.81147664, 144.9906243)"
2017,1105,588061,588061,8-18 McCrae Street,Docklands,Residential,189,144.9508012,-37.82153058,"(-37.82153058, 144.9508012)"
2017,859,106455,106455,64-66 Marne Street,South Yarra,Residential,1,144.9844699,-37.83461012,"(-37.83461012, 144.9844699)"
2017,543,558072,558072,62 Newman Street,Kensington,Residential,1,144.9205712,-37.79516917,"(-37.79516917, 144.9205712)"
2017,2547,615590,615590,18-76 Robertson Street,Kensington,Private,58,144.9335438,-37.7934646,"(-37.7934646, 144.9335438)"
2017,435,107483,107483,73-75 Peel Street,West Melbourne (Residential),Private,2,144.9555364,-37.80646103,"(-37.80646103, 144.9555364)"
2017,62,110100,110100,205-221 William Street,Melbourne (CBD),Private,55,144.9571446,-37.81427718,"(-37.81427718, 144.9571446)"
2017,759,108632,108632,439-445 St Kilda Road,Melbourne (Remainder),Private,343,144.977677,-37.83949217,"(-37.83949217, 144.977677)"
2017,243,109327,109327,701-713 Swanston Street,Carlton,Private,45,144.963382,-37.80141859,"(-37.80141859, 144.963382)"
2017,2528,615970,615970,13 Eastwood Street,Kensington,Residential,1,144.9298699,-37.78893127,"(-37.78893127, 144.9298699)"
2017,922,107262,107262,69 Park Drive,Parkville,Residential,1,144.9538786,-37.79586057,"(-37.79586057, 144.9538786)"
2017,437,106675,106675,36 Milton Street,West Melbourne (Residential),Residential,2,144.9538795,-37.80764171,"(-37.80764171, 144.9538795)"
2017,562,110841,110841,9 Halford Lane,Kensington,Residential,1,144.9207671,-37.79157981,"(-37.79157981, 144.9207671)"
2017,242,104462,104462,199-203 Grattan Street,Carlton,Private,7,144.9620195,-37.80051573,"(-37.80051573, 144.9620195)"
2017,531,111321,111321,49 Leicester Mews,Kensington,Residential,1,144.9219881,-37.79613452,"(-37.79613452, 144.9219881)"
2017,784,110573,110597,4 Westside Avenue,Port Melbourne,Private,6,144.9187862,-37.82221049,"(-37.82221049, 144.9187862)"
2017,856,100176,100176,31-37 Acland Street,South Yarra,Residential,1,144.9845103,-37.8334825,"(-37.8334825, 144.9845103)"
2017,356,108603,108603,3 St Andrews Street,North Melbourne,Residential,1,144.9529054,-37.80436832,"(-37.80436832, 144.9529054)"
2017,562,106835,106835,40 Musgrove Mews,Kensington,Residential,1,144.920147,-37.79165444,"(-37.79165444, 144.920147)"
2017,2539,614669,614669,72 Stubbs Street,Kensington,Private,1,144.9353022,-37.79142203,"(-37.79142203, 144.9353022)"
2017,324,110249,110249,10 Wood Street,North Melbourne,Residential,1,144.9457628,-37.79719195,"(-37.79719195, 144.9457628)"
2017,265,101579,101579,25 Queensberry Place,Carlton,Residential,4,144.9639935,-37.80543502,"(-37.80543502, 144.9639935)"
2017,53,108073,108073,175-183 Queen Street,Melbourne (CBD),Private,13,144.9599857,-37.81452036,"(-37.81452036, 144.9599857)"
2017,16,104018,104018,172-192 Flinders Street,Melbourne (CBD),Commercial,1077,144.9685429,-37.81663851,"(-37.81663851, 144.9685429)"
2017,1109,560004,560004,24-42 Newquay Promenade,Docklands,Residential,200,144.942139,-37.81434525,"(-37.81434525, 144.942139)"
2017,927,106416,106416,70 Manningham Street,Parkville,Residential,1,144.9420431,-37.78606975,"(-37.78606975, 144.9420431)"
2017,345,109787,109787,530-538 Victoria Street,North Melbourne,Private,8,144.9484576,-37.80462719,"(-37.80462719, 144.9484576)"
2017,245,109362,109362,676 Swanston Street,Carlton,Residential,2,144.9642189,-37.80073801,"(-37.80073801, 144.9642189)"
2017,2385,616669,616669,83-89 Boundary Road,North Melbourne,Private,4,144.9392251,-37.79191834,"(-37.79191834, 144.9392251)"
2017,612,556739,556739,496 Victoria Parade,East Melbourne,Residential,2,144.9879337,-37.80997003,"(-37.80997003, 144.9879337)"
2017,610,107663,107663,130 Powlett Street,East Melbourne,Residential,2,144.9862798,-37.81254952,"(-37.81254952, 144.9862798)"
2017,543,558082,558082,60 Newman Street,Kensington,Residential,1,144.9205238,-37.79522151,"(-37.79522151, 144.9205238)"
2017,525,104810,104810,34 Henry Street,Kensington,Residential,2,144.9269948,-37.79515946,"(-37.79515946, 144.9269948)"
2017,210,106165,106165,403-405 Lygon Street,Carlton,Residential,2,144.9676228,-37.79506568,"(-37.79506568, 144.9676228)"
2017,376,110260,110260,30-34 Wreckyn Street,North Melbourne,Residential,50,144.9545407,-37.80053644,"(-37.80053644, 144.9545407)"
2017,444,100853,100853,115-129 Batman Street,West Melbourne (Residential),Private,19,144.9493022,-37.81161415,"(-37.81161415, 144.9493022)"
2017,71,105719,105719,612-620 Lonsdale Street,Melbourne (CBD),Residential,481,144.9539224,-37.81421045,"(-37.81421045, 144.9539224)"
2017,368,108010,108010,468 Queensberry Street,North Melbourne,Residential,1,144.95193,-37.80301499,"(-37.80301499, 144.95193)"
2017,91,107576,107576,4-6 Phoenix Lane,West Melbourne (Residential),Residential,1,144.9533791,-37.81218341,"(-37.81218341, 144.9533791)"
2017,345,102388,102388,16-20 Curzon Street,North Melbourne,Residential,1,144.9481938,-37.80435606,"(-37.80435606, 144.9481938)"
2017,861,106672,106672,20 Millswyn Street,South Yarra,Residential,2,144.9804245,-37.837001,"(-37.837001, 144.9804245)"
2017,38,102167,102167,30-34 Collins Street,Melbourne (CBD),Private,9,144.9724724,-37.81346244,"(-37.81346244, 144.9724724)"
2017,348,107098,107098,43 O'Shanassy Street,North Melbourne,Residential,1,144.9491044,-37.80039891,"(-37.80039891, 144.9491044)"
2017,853,102028,102028,56-58 Clowes Street,South Yarra,Residential,1,144.9860215,-37.83045356,"(-37.83045356, 144.9860215)"
2017,224,107169,107169,97-103 Palmerston Street,Carlton,Residential,13,144.9716096,-37.79677224,"(-37.79677224, 144.9716096)"
2017,268,103362,103362,8-12 Elm Tree Place,Carlton,Residential,1,144.9682871,-37.80556359,"(-37.80556359, 144.9682871)"
2017,525,105219,105219,33A Kensington Road,Kensington,Residential,1,144.9265586,-37.79505603,"(-37.79505603, 144.9265586)"
2017,657,109577,109577,112 Vale Street,East Melbourne,Residential,2,144.9880301,-37.81804232,"(-37.81804232, 144.9880301)"
2017,77,110711,105755,140 Lonsdale Street,Melbourne (CBD),Commercial,90,144.9681718,-37.8099428,"(-37.8099428, 144.9681718)"
2017,621,586152,586152,9-19 Eades Street,East Melbourne,Residential,45,144.9807421,-37.80963586,"(-37.80963586, 144.9807421)"
2017,523,104395,104395,61 Gower Street,Kensington,Residential,2,144.928062,-37.79584265,"(-37.79584265, 144.928062)"
2017,861,109522,109522,84W Toorak Road,South Yarra,Residential,4,144.9810805,-37.83735901,"(-37.83735901, 144.9810805)"
2017,61,110703,110703,651-669 Lonsdale Street,Melbourne (CBD),Private,5,144.9528804,-37.81530045,"(-37.81530045, 144.9528804)"
2017,917,106752,106752,43 Morrah Street,Parkville,Residential,1,144.9561169,-37.79588115,"(-37.79588115, 144.9561169)"
2017,306,103537,103537,25 Erskine Street,North Melbourne,Residential,1,144.9440891,-37.79514542,"(-37.79514542, 144.9440891)"
2017,217,103108,103108,191-197 Elgin Street,Carlton,Private,7,144.9680073,-37.79752827,"(-37.79752827, 144.9680073)"
2017,46,105965,105965,166-186 Little Collins Street,Melbourne (CBD),Residential,30,144.9678599,-37.81376794,"(-37.81376794, 144.9678599)"
2017,257,101251,101251,155 Bouverie Street,Carlton,Private,8,144.9617417,-37.80297151,"(-37.80297151, 144.9617417)"
2017,602,100319,100319,11 Albert Street,East Melbourne,Residential,2,144.9904797,-37.81146098,"(-37.81146098, 144.9904797)"
2017,860,106448,106448,39-45 Marne Street,South Yarra,Residential,24,144.9837537,-37.83559884,"(-37.83559884, 144.9837537)"
2017,1013,639005,639005,30 Dynon Road,West Melbourne (Industrial),Private,52,144.9382926,-37.80506779,"(-37.80506779, 144.9382926)"
2017,23,106436,106436,54-60 Market Street,Melbourne (CBD),Residential,23,144.9608283,-37.81778076,"(-37.81778076, 144.9608283)"
2017,503,612526,109449,42-44 McLennan Drive,Kensington,Private,6,144.9303643,-37.79956857,"(-37.79956857, 144.9303643)"
2017,538,558162,558162,2-8 Nichols Lane,Kensington,Residential,1,144.9188812,-37.79656714,"(-37.79656714, 144.9188812)"
2017,558,110162,110162,52-58 Willis Street,Kensington,Residential,1,144.9183876,-37.79359446,"(-37.79359446, 144.9183876)"
2017,861,106478,106478,87-89 Mason Street,South Yarra,Residential,1,144.9808775,-37.8353727,"(-37.8353727, 144.9808775)"
2017,51,105307,105307,197-199 King Street,Melbourne (CBD),Private,1,144.9550289,-37.81558196,"(-37.81558196, 144.9550289)"
2017,609,104987,104987,114 Hotham Street,East Melbourne,Residential,2,144.9865227,-37.81387836,"(-37.81387836, 144.9865227)"
2017,526,105253,105253,36 Kensington Road,Kensington,Residential,1,144.9260286,-37.79478535,"(-37.79478535, 144.9260286)"
2017,1002,557162,557162,7-49 Coode Road,West Melbourne (Industrial),Private,30,144.9116995,-37.80835999,"(-37.80835999, 144.9116995)"
2017,415,100231,100231,228 Adderley Street,West Melbourne (Residential),Residential,1,144.9448863,-37.80801462,"(-37.80801462, 144.9448863)"
2017,403,109754,109754,481-485 Victoria Street,West Melbourne (Residential),Private,4,144.943741,-37.804838,"(-37.804838, 144.943741)"
2017,430,108857,108857,162-174 Rosslyn Street,West Melbourne (Residential),Residential,45,144.9489009,-37.80925562,"(-37.80925562, 144.9489009)"
2017,342,107943,107943,681-683 Queensberry Street,North Melbourne,Residential,2,144.9446878,-37.80278433,"(-37.80278433, 144.9446878)"
2017,58,105827,105827,27-35 Little Bourke Street,Melbourne (CBD),Private,17,144.97183,-37.8109435,"(-37.8109435, 144.97183)"
2017,252,102635,102635,113 Drummond Street,Carlton,Private,5,144.9674021,-37.80400171,"(-37.80400171, 144.9674021)"
2017,334,105801,105801,62 Lothian Street,North Melbourne,Residential,1,144.9449793,-37.80164189,"(-37.80164189, 144.9449793)"
2017,532,100677,100677,17 Bangalore Street,Kensington,Residential,1,144.925653,-37.79366603,"(-37.79366603, 144.925653)"
2017,515,100492,100492,438 Arden Street,Kensington,Residential,1,144.9300901,-37.79833861,"(-37.79833861, 144.9300901)"
2017,784,599857,110597,610-616 Lorimer Street,Port Melbourne,Private,15,144.9187862,-37.82221049,"(-37.82221049, 144.9187862)"
2017,305,101297,101297,35 Brougham Street,North Melbourne,Residential,1,144.9444083,-37.79390326,"(-37.79390326, 144.9444083)"
2017,224,102422,102422,18 David Street,Carlton,Residential,1,144.9720583,-37.79697362,"(-37.79697362, 144.9720583)"
2017,2389,624245,624245,12 Smyth Mews,North Melbourne,Residential,1,144.9411599,-37.7927922,"(-37.7927922, 144.9411599)"
2017,855,103650,103650,1 Fairlie Court,South Yarra,Residential,2,144.9841588,-37.83278095,"(-37.83278095, 144.9841588)"
2017,251,510624,510624,92-94 Drummond Street,Carlton,Residential,2,144.9681944,-37.80462513,"(-37.80462513, 144.9681944)"
2017,302,102293,102293,15 Curran Street,North Melbourne,Residential,1,144.9437077,-37.79271124,"(-37.79271124, 144.9437077)"
2017,869,107781,107781,473-475 Punt Road,South Yarra,Residential,2,144.9850008,-37.84429847,"(-37.84429847, 144.9850008)"
2017,370,103488,103488,158 Errol Street,North Melbourne,Residential,1,144.9502341,-37.80132122,"(-37.80132122, 144.9502341)"
2017,228,106880,106880,70-72 Neill Street,Carlton,Residential,2,144.972107,-37.79368132,"(-37.79368132, 144.972107)"
2017,2389,624199,624199,22A Mark Street,North Melbourne,Residential,1,144.9411355,-37.79373411,"(-37.79373411, 144.9411355)"
2017,760,108641,108641,493-495 St Kilda Road,Melbourne (Remainder),Private,91,144.9789291,-37.84292878,"(-37.84292878, 144.9789291)"
2017,532,100672,100672,3-5 Bangalore Street,Kensington,Residential,1,144.9260811,-37.79341954,"(-37.79341954, 144.9260811)"
2017,372,102222,102222,85 Courtney Street,North Melbourne,Residential,1,144.951156,-37.8000963,"(-37.8000963, 144.951156)"
2017,552,111510,111510,12 Birch Lane,Kensington,Residential,1,144.921005,-37.792791,"(-37.792791, 144.921005)"
2017,548,110080,110080,14-20 Westbourne Road,Kensington,Residential,9,144.9242742,-37.79160663,"(-37.79160663, 144.9242742)"
2017,618,104255,104255,173-175 George Street,East Melbourne,Residential,2,144.9845786,-37.81547091,"(-37.81547091, 144.9845786)"
2017,555,573292,573292,44 Bateman Road,Kensington,Residential,2,144.9178918,-37.79533484,"(-37.79533484, 144.9178918)"
2017,65,103312,103312,222-260 Elizabeth Street,Melbourne (CBD),Commercial,205,144.9628783,-37.81261442,"(-37.81261442, 144.9628783)"
2017,104,104083,104083,143-149 Franklin Street,Melbourne (CBD),Residential,11,144.9597927,-37.80864865,"(-37.80864865, 144.9597927)"
2017,753,110607,110607,24-26 Southgate Avenue,Southbank,Residential,56,144.9671147,-37.82038777,"(-37.82038777, 144.9671147)"
2017,528,562461,562461,17 Wakefield Street,Kensington,Residential,2,144.9210199,-37.79724192,"(-37.79724192, 144.9210199)"
2017,526,108295,108295,43 The Ridgeway,Kensington,Residential,1,144.9252905,-37.79481254,"(-37.79481254, 144.9252905)"
2017,234,101504,101504,42 Canning Street,Carlton,Residential,1,144.9730629,-37.79848347,"(-37.79848347, 144.9730629)"
2017,862,102495,102495,119-123 Domain Road,South Yarra,Residential,6,144.9800214,-37.83407974,"(-37.83407974, 144.9800214)"
2017,235,100741,100741,47-57 Barkly Street,Carlton,Residential,10,144.9737071,-37.79896001,"(-37.79896001, 144.9737071)"
2017,529,556164,556164,99-101 Fairbairn Drive,Kensington,Residential,1,144.9202644,-37.79718602,"(-37.79718602, 144.9202644)"
2017,922,107259,107259,57 Park Drive,Parkville,Residential,1,144.9537127,-37.79604969,"(-37.79604969, 144.9537127)"
2017,255,111518,111518,13 Kelvin Place,Carlton,Residential,2,144.9641759,-37.80383138,"(-37.80383138, 144.9641759)"
2017,342,100014,100014,163-165 Abbotsford Street,North Melbourne,Residential,1,144.9450414,-37.80356032,"(-37.80356032, 144.9450414)"
2017,432,101965,101965,46-50 Chetwynd Street,West Melbourne (Residential),Private,25,144.9524323,-37.80681386,"(-37.80681386, 144.9524323)"
2017,245,107553,107553,96-106 Pelham Street,Carlton,Private,17,144.9645168,-37.80227388,"(-37.80227388, 144.9645168)"
2017,861,106498,106498,30 Mason Street,South Yarra,Residential,1,144.9809851,-37.83682022,"(-37.83682022, 144.9809851)"
2017,353,103846,103846,209 Flemington Road,North Melbourne,Residential,1,144.9479929,-37.794714,"(-37.794714, 144.9479929)"
2017,346,107845,107845,16 Purcell Street,North Melbourne,Residential,1,144.9489697,-37.80210618,"(-37.80210618, 144.9489697)"
2017,375,107520,107520,245-249 Peel Street,North Melbourne,Private,6,144.956403,-37.80147689,"(-37.80147689, 144.956403)"
2017,351,103462,103462,251 Errol Street,North Melbourne,Residential,2,144.950125,-37.79822861,"(-37.79822861, 144.950125)"
2017,925,101993,101993,6-8 Church Street,Parkville,Residential,1,144.9415771,-37.78829103,"(-37.78829103, 144.9415771)"
2017,346,576889,576889,7 Purcell Street,North Melbourne,Residential,2,144.9491223,-37.80237368,"(-37.80237368, 144.9491223)"
2017,571,602256,602256,320-386 Epsom Road,Kensington,Private,371,144.9155212,-37.78257294,"(-37.78257294, 144.9155212)"
2017,13,104000,104000,400-424 Flinders Street,Melbourne (CBD),Private,5,144.9603593,-37.81904221,"(-37.81904221, 144.9603593)"
2017,44,105955,105955,392-396 Little Collins Street,Melbourne (CBD),Private,8,144.9615306,-37.81556194,"(-37.81556194, 144.9615306)"
2017,644,109669,109669,68-90 Victoria Parade,East Melbourne,Commercial,500,144.9742765,-37.80855929,"(-37.80855929, 144.9742765)"
2017,91,105106,105106,55-63 Jeffcott Street,West Melbourne (Residential),Residential,45,144.9517972,-37.81219632,"(-37.81219632, 144.9517972)"
2017,536,108687,108687,15-17 Sambell Street,Kensington,Residential,1,144.9217056,-37.79539649,"(-37.79539649, 144.9217056)"
2017,508,100820,100820,38-44 Barrett Street,Kensington,Private,16,144.9343238,-37.79811158,"(-37.79811158, 144.9343238)"
2017,54,108106,108106,174-176 Queen Street,Melbourne (CBD),Private,9,144.9607699,-37.81429326,"(-37.81429326, 144.9607699)"
2017,644,104368,104368,446-476 Albert Street,East Melbourne,Private,80,144.9752199,-37.80896136,"(-37.80896136, 144.9752199)"
2017,791,560357,559378,20-22 Network Drive,Port Melbourne,Private,6,144.9019594,-37.83012782,"(-37.83012782, 144.9019594)"
2017,862,110973,110973,85 Millswyn Street,South Yarra,Residential,1,144.980122,-37.83537158,"(-37.83537158, 144.980122)"
2017,531,555938,555938,6 Sambell Walk,Kensington,Residential,2,144.9214953,-37.79600885,"(-37.79600885, 144.9214953)"
2017,857,109914,109914,246-256 Walsh Street,South Yarra,Residential,2,144.9862327,-37.83234675,"(-37.83234675, 144.9862327)"
2017,610,107659,107659,138 Powlett Street,East Melbourne,Residential,2,144.9863156,-37.81232669,"(-37.81232669, 144.9863156)"
2017,858,109511,109511,158W-166W Toorak Road,South Yarra,Residential,30,144.9850845,-37.8379079,"(-37.8379079, 144.9850845)"
2017,544,555940,555940,113-123 Westbourne Road,Kensington,Residential,1,144.920184,-37.79438638,"(-37.79438638, 144.920184)"
2017,439,102966,102966,70 Dudley Street,West Melbourne (Residential),Private,2,144.953018,-37.80879322,"(-37.80879322, 144.953018)"
2017,2389,624203,624203,21 Wilson Mews,North Melbourne,Residential,1,144.9408051,-37.7934701,"(-37.7934701, 144.9408051)"
2017,558,110825,110825,71 The Crescent,Kensington,Residential,1,144.9183497,-37.79403656,"(-37.79403656, 144.9183497)"
2017,202,109345,109345,890 Swanston Street,Carlton,Residential,2,144.9651579,-37.79553201,"(-37.79553201, 144.9651579)"
2017,415,517178,517178,53-55 Ireland Street,West Melbourne (Residential),Residential,4,144.9444209,-37.80751983,"(-37.80751983, 144.9444209)"
2017,901,100601,100601,298 The Avenue,Parkville,Residential,1,144.9583773,-37.78025519,"(-37.78025519, 144.9583773)"
2017,439,102967,102967,66-68 Dudley Street,West Melbourne (Residential),Private,3,144.9530975,-37.80876396,"(-37.80876396, 144.9530975)"
2017,234,103059,103059,35 Elgin Street,Carlton,Residential,1,144.9735006,-37.79809034,"(-37.79809034, 144.9735006)"
2017,2525,614788,614788,98-108 Rankins Road,Kensington,Residential,31,144.9310871,-37.79222536,"(-37.79222536, 144.9310871)"
2017,38,108274,108274,2-18 Ridgway Place,Melbourne (CBD),Private,12,144.9725952,-37.81314963,"(-37.81314963, 144.9725952)"
2017,368,611681,611681,13 Chetwynd Place,North Melbourne,Residential,1,144.9521062,-37.80249965,"(-37.80249965, 144.9521062)"
2017,34,102137,102137,308-336 Collins Street,Melbourne (CBD),Private,43,144.9633433,-37.81611256,"(-37.81611256, 144.9633433)"
2017,414,108880,108880,593-597 Spencer Street,West Melbourne (Residential),Residential,8,144.9463162,-37.80708414,"(-37.80708414, 144.9463162)"
