Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Parking type,Parking spaces,x coordinate,y coordinate,Location
2017,368,111348,111348,165 Chetwynd Street,North Melbourne,Residential,1,144.9525854,-37.80186578,"(-37.80186578, 144.9525854)"
2017,607,108730,108730,15 Simpson Street,East Melbourne,Residential,1,144.9875127,-37.81609238,"(-37.81609238, 144.9875127)"
2017,212,102697,102697,473-479 Rathdowne Street,Carlton,Residential,345,144.9690954,-37.79465838,"(-37.79465838, 144.9690954)"
2017,207,103114,103114,231 Elgin Street,Carlton,Residential,2,144.9666455,-37.79729259,"(-37.79729259, 144.9666455)"
2017,853,102026,102026,66-72 Clowes Street,South Yarra,Residential,1,144.9856418,-37.83033967,"(-37.83033967, 144.9856418)"
2017,2389,624196,624196,26 Mark Street,North Melbourne,Residential,1,144.9409969,-37.79371876,"(-37.79371876, 144.9409969)"
2017,524,104807,104807,47 Henry Street,Kensington,Residential,2,144.9270667,-37.79558993,"(-37.79558993, 144.9270667)"
2017,84,104558,104558,29 Guildford Lane,Melbourne (CBD),Residential,2,144.9600295,-37.81141143,"(-37.81141143, 144.9600295)"
2017,266,109851,109851,74 Victoria Street,Carlton,Private,2,144.9653525,-37.80670091,"(-37.80670091, 144.9653525)"
2017,862,104889,104889,91-95 Hope Street,South Yarra,Residential,2,144.9793128,-37.83511788,"(-37.83511788, 144.9793128)"
2017,215,107178,107178,147 Palmerston Street,Carlton,Residential,1,144.9700779,-37.79648332,"(-37.79648332, 144.9700779)"
2017,522,100996,100996,222 Bellair Street,Kensington,Residential,1,144.9303029,-37.79516101,"(-37.79516101, 144.9303029)"
2017,305,103580,103580,26 Erskine Street,North Melbourne,Residential,1,144.9444193,-37.79458036,"(-37.79458036, 144.9444193)"
2017,656,101870,101870,58 Charles Street,East Melbourne,Residential,2,144.9814024,-37.8172295,"(-37.8172295, 144.9814024)"
2017,339,594947,594947,61 Stawell Street,North Melbourne,Residential,1,144.9428146,-37.80246442,"(-37.80246442, 144.9428146)"
2017,785,111291,111291,331-337 Lorimer Street,Port Melbourne,Private,35,144.9085929,-37.82298506,"(-37.82298506, 144.9085929)"
2017,235,103752,103752,20 Faraday Street,Carlton,Residential,1,144.9738447,-37.79915103,"(-37.79915103, 144.9738447)"
2017,922,107282,107282,123 Park Drive,Parkville,Residential,1,144.9547728,-37.79486114,"(-37.79486114, 144.9547728)"
2017,610,104355,104355,74 Gipps Street,East Melbourne,Residential,2,144.9871633,-37.81285137,"(-37.81285137, 144.9871633)"
2017,610,104363,104363,48 Gipps Street,East Melbourne,Residential,2,144.9879261,-37.8130522,"(-37.8130522, 144.9879261)"
2017,531,111308,111308,14-18 Leicester Mews,Kensington,Residential,1,144.9216185,-37.79619116,"(-37.79619116, 144.9216185)"
2017,857,107841,107841,959-963 Punt Road,South Yarra,Residential,3,144.987775,-37.83120136,"(-37.83120136, 144.987775)"
2017,301,102322,102322,6 Curran Street,North Melbourne,Residential,1,144.9445802,-37.79219432,"(-37.79219432, 144.9445802)"
2017,334,100044,100044,259 Abbotsford Street,North Melbourne,Private,1,144.9454678,-37.80119372,"(-37.80119372, 144.9454678)"
2017,378,103824,103824,97-103 Flemington Road,North Melbourne,Residential,62,144.9527053,-37.79844295,"(-37.79844295, 144.9527053)"
2017,857,109906,109906,294-296 Walsh Street,South Yarra,Residential,3,144.9864733,-37.83114525,"(-37.83114525, 144.9864733)"
2017,308,100076,100076,469-475 Abbotsford Street,North Melbourne,Residential,1,144.9465595,-37.79527617,"(-37.79527617, 144.9465595)"
2017,431,105341,105341,529-537 King Street,West Melbourne (Residential),Private,7,144.9506567,-37.80758632,"(-37.80758632, 144.9506567)"
2017,342,100009,100009,135-141 Abbotsford Street,North Melbourne,Private,3,144.94495,-37.80413814,"(-37.80413814, 144.94495)"
2017,656,100254,100254,45 Agnes Street,East Melbourne,Residential,2,144.9797541,-37.81731054,"(-37.81731054, 144.9797541)"
2017,503,612521,109449,89-91 Bakehouse Road,Kensington,Private,4,144.9303643,-37.79956857,"(-37.79956857, 144.9303643)"
2017,556,110792,110792,81 The Crescent,Kensington,Residential,2,144.9183916,-37.79437703,"(-37.79437703, 144.9183916)"
2017,413,102935,102935,50 Dryburgh Street,West Melbourne (Residential),Residential,1,144.9432783,-37.80596979,"(-37.80596979, 144.9432783)"
2017,561,111091,111091,48 McAllister Mews,Kensington,Residential,1,144.9197434,-37.79335688,"(-37.79335688, 144.9197434)"
2017,854,100395,100395,39 Alexandra Avenue,South Yarra,Residential,4,144.9871216,-37.83033709,"(-37.83033709, 144.9871216)"
2017,527,559389,559389,12-16 Newton Street,Kensington,Residential,1,144.9219617,-37.79659856,"(-37.79659856, 144.9219617)"
2017,857,100280,100280,48 Airlie Street,South Yarra,Residential,1,144.9872234,-37.83176172,"(-37.83176172, 144.9872234)"
2017,228,106889,106889,34-50 Neill Street,Carlton,Residential,30,144.9729043,-37.79341319,"(-37.79341319, 144.9729043)"
2017,605,104848,104848,1119 Hoddle Street,East Melbourne,Residential,1,144.9900715,-37.81504889,"(-37.81504889, 144.9900715)"
2017,857,102015,102015,13-15 Clowes Street,South Yarra,Residential,2,144.9874567,-37.83113488,"(-37.83113488, 144.9874567)"
2017,308,100075,100075,467 Abbotsford Street,North Melbourne,Residential,1,144.946485,-37.79538212,"(-37.79538212, 144.946485)"
2017,219,528486,528486,259 Rathdowne Street,Carlton,Residential,1,144.9696128,-37.80063677,"(-37.80063677, 144.9696128)"
2017,928,637689,637689,86-90 Cade Way,Parkville,Residential,56,144.9384329,-37.77816692,"(-37.77816692, 144.9384329)"
2017,356,109959,109959,18-20 Warwick Street,North Melbourne,Residential,1,144.9534884,-37.80409023,"(-37.80409023, 144.9534884)"
2017,560,102252,102252,49 The Crescent,Kensington,Residential,1,144.9189156,-37.79371165,"(-37.79371165, 144.9189156)"
2017,344,102338,102338,39 Curzon Street,North Melbourne,Residential,2,144.9475434,-37.80418618,"(-37.80418618, 144.9475434)"
2017,238,101512,101512,4-6 Canning Street,Carlton,Private,1,144.9726635,-37.80065612,"(-37.80065612, 144.9726635)"
2017,339,106810,106810,26-28 Munster Terrace,North Melbourne,Private,1,144.9425845,-37.80332752,"(-37.80332752, 144.9425845)"
2017,864,100586,100586,24-34 Arnold Street,South Yarra,Residential,12,144.97681,-37.83575413,"(-37.83575413, 144.97681)"
2017,34,102135,102135,344-350 Collins Street,Melbourne (CBD),Commercial,65,144.962689,-37.81601764,"(-37.81601764, 144.962689)"
2017,784,589081,110597,45 Bayside Avenue,Port Melbourne,Private,8,144.9187862,-37.82221049,"(-37.82221049, 144.9187862)"
2017,867,107350,107350,52-58 Park Place,South Yarra,Residential,2,144.985601,-37.83935877,"(-37.83935877, 144.985601)"
2017,1101,108845,108845,33-71C Spencer Street,Docklands,Private,95,144.9541587,-37.82020559,"(-37.82020559, 144.9541587)"
2017,343,103351,103351,66 Elm Street,North Melbourne,Residential,1,144.9460916,-37.8034477,"(-37.8034477, 144.9460916)"
2017,784,110567,110597,2 Central Boulevard,Port Melbourne,Private,16,144.9187862,-37.82221049,"(-37.82221049, 144.9187862)"
2017,339,594946,594946,59 Stawell Street,North Melbourne,Residential,1,144.9428073,-37.80250433,"(-37.80250433, 144.9428073)"
2017,528,562460,562460,19 Wakefield Street,Kensington,Residential,2,144.9209637,-37.79727411,"(-37.79727411, 144.9209637)"
2017,353,103834,103834,151 Flemington Road,North Melbourne,Residential,1,144.949724,-37.79601282,"(-37.79601282, 144.949724)"
2017,522,110226,110226,30 Wolseley Parade,Kensington,Residential,1,144.929374,-37.79590353,"(-37.79590353, 144.929374)"
2017,520,589625,589625,41-57 Kensington Road,Kensington,Residential,9,144.9256952,-37.79554156,"(-37.79554156, 144.9256952)"
2017,533,100875,100875,1A Bayswater Road,Kensington,Residential,2,144.9256467,-37.79257296,"(-37.79257296, 144.9256467)"
2017,535,100904,100904,81 Bayswater Road,Kensington,Residential,5,144.9224286,-37.79450708,"(-37.79450708, 144.9224286)"
2017,254,101697,101697,120 Cardigan Street,Carlton,Residential,2,144.9651872,-37.80382757,"(-37.80382757, 144.9651872)"
2017,344,103343,103343,21 Elm Street,North Melbourne,Residential,1,144.9465657,-37.80402811,"(-37.80402811, 144.9465657)"
2017,2384,617646,617646,32-34 Alfred Street,North Melbourne,Residential,1,144.9406495,-37.79051856,"(-37.79051856, 144.9406495)"
2017,861,107367,107367,45-47 Park Street,South Yarra,Residential,9,144.9816359,-37.83647606,"(-37.83647606, 144.9816359)"
2017,218,104475,104475,58 Grattan Street,Carlton,Residential,1,144.9676405,-37.80052813,"(-37.80052813, 144.9676405)"
2017,791,560353,559378,6-8 Network Drive,Port Melbourne,Private,7,144.9019594,-37.83012782,"(-37.83012782, 144.9019594)"
2017,784,589079,110597,37 Bayside Avenue,Port Melbourne,Private,10,144.9187862,-37.82221049,"(-37.82221049, 144.9187862)"
2017,865,101279,101279,15-17 Bromby Street,South Yarra,Residential,1,144.9777615,-37.83534952,"(-37.83534952, 144.9777615)"
2017,557,111019,111019,22 The Crescent,Kensington,Residential,1,144.9193824,-37.79404854,"(-37.79404854, 144.9193824)"
2017,861,106484,106484,74 Mason Street,South Yarra,Residential,1,144.9811831,-37.83584096,"(-37.83584096, 144.9811831)"
2017,1108,632510,632510,840-850 Collins Street,Docklands,Private,22,144.9445328,-37.82092961,"(-37.82092961, 144.9445328)"
2017,565,111400,102399,8 Coopers Lane,Kensington,Residential,1,144.9239037,-37.79057842,"(-37.79057842, 144.9239037)"
2017,730,110471,110471,57-59 Haig Street,Southbank,Private,10,144.9569825,-37.82758112,"(-37.82758112, 144.9569825)"
2017,24,102089,102089,327-343 Collins Street,Melbourne (CBD),Commercial,169,144.9632538,-37.81706705,"(-37.81706705, 144.9632538)"
2017,922,104152,104152,144 Gatehouse Street,Parkville,Residential,1,144.9550464,-37.79389995,"(-37.79389995, 144.9550464)"
2017,257,105521,105521,140 Leicester Street,Carlton,Residential,1,144.9608418,-37.80284443,"(-37.80284443, 144.9608418)"
2017,527,559393,559393,8 Lincoln Mews,Kensington,Residential,1,144.9221704,-37.79679413,"(-37.79679413, 144.9221704)"
2017,510,104644,104644,24 Hardiman Street,Kensington,Residential,1,144.9324531,-37.79581705,"(-37.79581705, 144.9324531)"
2017,260,103268,103268,660-674 Elizabeth Street,Carlton,Private,23,144.9584955,-37.80278799,"(-37.80278799, 144.9584955)"
2017,861,106668,106668,38-42 Millswyn Street,South Yarra,Residential,4,144.9805245,-37.83649512,"(-37.83649512, 144.9805245)"
2017,1012,110798,110798,99-101 Laurens Street,North Melbourne,Private,10,144.9408254,-37.80308921,"(-37.80308921, 144.9408254)"
2017,649,110699,104369,453 Albert Street,East Melbourne,Private,10,144.9749604,-37.80986889,"(-37.80986889, 144.9749604)"
2017,651,565541,101779,2 St Andrews Place,East Melbourne,Private,118,144.9773405,-37.81154319,"(-37.81154319, 144.9773405)"
2017,928,626943,626943,41 Parkville Avenue,Parkville,Residential,1,144.9412604,-37.77939058,"(-37.77939058, 144.9412604)"
2017,328,560797,107110,11 Plane Tree Way,North Melbourne,Residential,8,144.9452183,-37.79906469,"(-37.79906469, 144.9452183)"
2017,859,106456,106456,58-62 Marne Street,South Yarra,Residential,2,144.9844233,-37.83485621,"(-37.83485621, 144.9844233)"
2017,922,107242,107242,17 Park Drive,Parkville,Residential,1,144.9528467,-37.79702509,"(-37.79702509, 144.9528467)"
2017,341,105765,105765,15-23A Lothian Street,North Melbourne,Residential,40,144.9440696,-37.80379917,"(-37.80379917, 144.9440696)"
2017,2389,624266,624266,4 Wilson Mews,North Melbourne,Residential,1,144.9412628,-37.79327819,"(-37.79327819, 144.9412628)"
2017,859,102512,102512,221-223 Domain Road,South Yarra,Residential,4,144.9846875,-37.83476223,"(-37.83476223, 144.9846875)"
2017,773,579363,579363,1-13 Point Park Crescent,Docklands,Residential,305,144.9412743,-37.82354216,"(-37.82354216, 144.9412743)"
2017,435,107479,107479,57-61 Peel Street,West Melbourne (Residential),Residential,3,144.9554958,-37.80681102,"(-37.80681102, 144.9554958)"
2017,543,502634,502634,91A Bayswater Road,Kensington,Residential,1,144.9214491,-37.79446813,"(-37.79446813, 144.9214491)"
2017,864,100582,100582,49-51 Arnold Street,South Yarra,Residential,1,144.9763561,-37.83523263,"(-37.83523263, 144.9763561)"
2017,87,106056,106056,2-14 Exploration Lane,Melbourne (CBD),Residential,71,144.9684463,-37.80913993,"(-37.80913993, 144.9684463)"
2017,790,626609,613950,34 Wirraway Drive,Port Melbourne,Private,42,144.9095599,-37.82673488,"(-37.82673488, 144.9095599)"
2017,377,110258,110258,29-35 Wreckyn Street,North Melbourne,Private,2,144.9541321,-37.80003414,"(-37.80003414, 144.9541321)"
2017,926,101977,101977,9 Church Street,Parkville,Residential,1,144.9414067,-37.78785234,"(-37.78785234, 144.9414067)"
2017,2389,624207,624207,13 Wilson Mews,North Melbourne,Residential,1,144.9409899,-37.79349057,"(-37.79349057, 144.9409899)"
2017,812,110415,110415,12-16 Kavanagh Street,Southbank,Residential,161,144.9662582,-37.82261378,"(-37.82261378, 144.9662582)"
2017,861,107372,107372,61 Park Street,South Yarra,Residential,1,144.9816798,-37.83607907,"(-37.83607907, 144.9816798)"
2017,254,100563,100563,11-15 Argyle Place South,Carlton,Private,7,144.9658134,-37.80374976,"(-37.80374976, 144.9658134)"
2017,254,100564,100564,17-21 Argyle Place South,Carlton,Commercial,73,144.9656141,-37.80385341,"(-37.80385341, 144.9656141)"
2017,922,107254,107254,45 Park Drive,Parkville,Residential,1,144.9535389,-37.79624344,"(-37.79624344, 144.9535389)"
2017,602,100315,100315,1235-1247 Hoddle Street,East Melbourne,Residential,2,144.9907888,-37.81149517,"(-37.81149517, 144.9907888)"
2017,528,560372,560372,126 Kensington Road,Kensington,Residential,1,144.9214454,-37.79742223,"(-37.79742223, 144.9214454)"
2017,720,108628,108628,423-425 St Kilda Road,Melbourne (Remainder),Private,76,144.9771867,-37.83813782,"(-37.83813782, 144.9771867)"
2017,614,100334,100334,93-97 Albert Street,East Melbourne,Residential,6,144.9849106,-37.81092991,"(-37.81092991, 144.9849106)"
2017,2390,617325,617325,65-73 Mark Street,North Melbourne,Private,11,144.9377388,-37.79430116,"(-37.79430116, 144.9377388)"
2017,361,102045,102045,2-14 Cobden Street,North Melbourne,Private,12,144.9574934,-37.80553123,"(-37.80553123, 144.9574934)"
2017,773,557796,557796,168-174 Lorimer Street,Docklands,Private,85,144.9342647,-37.8216545,"(-37.8216545, 144.9342647)"
2017,527,617595,617595,34 Newton Street,Kensington,Residential,1,144.9224769,-37.79637779,"(-37.79637779, 144.9224769)"
2017,860,105597,105597,58 Leopold Street,South Yarra,Residential,1,144.9831247,-37.83655992,"(-37.83655992, 144.9831247)"
2017,516,107013,107013,25 Ormond Street,Kensington,Residential,2,144.9300664,-37.79724832,"(-37.79724832, 144.9300664)"
2017,207,103115,103115,233 Elgin Street,Carlton,Residential,1,144.9665851,-37.79728414,"(-37.79728414, 144.9665851)"
2017,88,110943,108992,283 Spring Street,Melbourne (CBD),Residential,237,144.9710147,-37.80814522,"(-37.80814522, 144.9710147)"
2017,531,556212,556212,36 Sambell Street,Kensington,Residential,1,144.9217265,-37.79587472,"(-37.79587472, 144.9217265)"
2017,517,107034,107034,71 Ormond Street,Kensington,Residential,2,144.928323,-37.79826667,"(-37.79826667, 144.928323)"
2017,444,105108,105108,44-58 Adderley Street,West Melbourne (Residential),Private,2,144.9495844,-37.81216346,"(-37.81216346, 144.9495844)"
2017,541,111047,111047,35-39 McNamara Mews,Kensington,Residential,1,144.9189591,-37.79564467,"(-37.79564467, 144.9189591)"
2017,234,100804,100804,62-66 Barkly Street,Carlton,Residential,1,144.973097,-37.79872555,"(-37.79872555, 144.973097)"
2017,260,103273,103273,618-630 Elizabeth Street,Carlton,Private,5,144.9589048,-37.80366978,"(-37.80366978, 144.9589048)"
2017,302,101314,101314,42-44 Brougham Street,North Melbourne,Residential,12,144.9435796,-37.79315638,"(-37.79315638, 144.9435796)"
2017,51,101171,101171,612-620 Bourke Street,Melbourne (CBD),Private,11,144.9553253,-37.81622847,"(-37.81622847, 144.9553253)"
2017,415,100236,100236,218 Adderley Street,West Melbourne (Residential),Residential,2,144.9451428,-37.80815237,"(-37.80815237, 144.9451428)"
2017,208,101656,101656,340 Cardigan Street,Carlton,Residential,1,144.9664151,-37.79667733,"(-37.79667733, 144.9664151)"
2017,207,103111,103111,223-225 Elgin Street,Carlton,Residential,2,144.9668447,-37.79731124,"(-37.79731124, 144.9668447)"
2017,787,640573,640573,46-62 Cook Street,Port Melbourne,Private,38,144.9171939,-37.82984854,"(-37.82984854, 144.9171939)"
2017,379,103480,103480,200-214 Errol Street,North Melbourne,Private,22,144.9514633,-37.7984241,"(-37.7984241, 144.9514633)"
2017,527,563752,563752,83 Mercantile Parade,Kensington,Residential,2,144.9217854,-37.7966985,"(-37.7966985, 144.9217854)"
2017,38,105910,105910,25-35 Little Collins Street,Melbourne (CBD),Private,5,144.9727065,-37.81290511,"(-37.81290511, 144.9727065)"
2017,646,109660,109660,180-184 Victoria Parade,East Melbourne,Private,9,144.9778946,-37.80895362,"(-37.80895362, 144.9778946)"
2017,327,104579,104579,43-47 Haines Street,North Melbourne,Residential,16,144.9477883,-37.79900498,"(-37.79900498, 144.9477883)"
2017,858,107814,107814,723-731 Punt Road,South Yarra,Residential,4,144.9863904,-37.8380603,"(-37.8380603, 144.9863904)"
2017,786,602743,110589,173 Salmon Street,Port Melbourne,Private,25,144.920988,-37.82600955,"(-37.82600955, 144.920988)"
2017,2536,615149,615149,17-21 Barnett Street,Kensington,Residential,4,144.932739,-37.79089288,"(-37.79089288, 144.932739)"
2017,605,104939,104939,45 Hotham Street,East Melbourne,Residential,1,144.9889444,-37.81485065,"(-37.81485065, 144.9889444)"
2017,357,105038,105038,16-20 Howard Street,North Melbourne,Private,6,144.954144,-37.80490326,"(-37.80490326, 144.954144)"
2017,861,106490,106490,62 Mason Street,South Yarra,Residential,2,144.9811194,-37.83615754,"(-37.83615754, 144.9811194)"
2017,342,105812,105812,26 Lothian Street,North Melbourne,Residential,2,144.9446934,-37.80322876,"(-37.80322876, 144.9446934)"
2017,220,103678,103678,111 Faraday Street,Carlton,Residential,1,144.9708078,-37.79927406,"(-37.79927406, 144.9708078)"
2017,352,106723,106723,22 Molesworth Street,North Melbourne,Residential,1,144.9489469,-37.79798388,"(-37.79798388, 144.9489469)"
2017,867,107357,107357,28-30 Park Place,South Yarra,Residential,1,144.9854821,-37.83992585,"(-37.83992585, 144.9854821)"
2017,913,106771,106771,54 Morrah Street,Parkville,Residential,1,144.9556144,-37.79524293,"(-37.79524293, 144.9556144)"
2017,857,107835,107835,947 Punt Road,South Yarra,Residential,2,144.987532,-37.83205032,"(-37.83205032, 144.987532)"
2017,97,105497,105497,30-34 La Trobe Street,Melbourne (CBD),Residential,7,144.9677406,-37.808065,"(-37.808065, 144.9677406)"
2017,922,107241,107241,15 Park Drive,Parkville,Residential,1,144.9527952,-37.79706973,"(-37.79706973, 144.9527952)"
2017,538,109423,109423,14-16 Tankard Street,Kensington,Residential,1,144.9198179,-37.79629056,"(-37.79629056, 144.9198179)"
2017,220,600020,600020,7 Silver Top Terrace,Carlton,Residential,2,144.970854,-37.79971087,"(-37.79971087, 144.970854)"
2017,58,105659,105659,16-22 Liverpool Street,Melbourne (CBD),Residential,85,144.9715514,-37.81106615,"(-37.81106615, 144.9715514)"
2017,606,104241,104241,59-61 George Street,East Melbourne,Residential,3,144.9882976,-37.81577024,"(-37.81577024, 144.9882976)"
2017,541,111046,111046,31-33 McNamara Mews,Kensington,Residential,1,144.9190127,-37.7957024,"(-37.7957024, 144.9190127)"
2017,302,102294,102294,17 Curran Street,North Melbourne,Residential,1,144.9435951,-37.79269909,"(-37.79269909, 144.9435951)"
2017,405,109739,109739,433 Victoria Street,West Melbourne (Residential),Residential,2,144.9458219,-37.80507509,"(-37.80507509, 144.9458219)"
2017,14,104007,104007,300-316 Flinders Street,Melbourne (CBD),Commercial,574,144.964041,-37.81805379,"(-37.81805379, 144.964041)"
2017,858,109938,109938,18-20 Walsh Street,South Yarra,Residential,12,144.9851601,-37.83755901,"(-37.83755901, 144.9851601)"
2017,860,106452,106452,55 Marne Street,South Yarra,Residential,2,144.9839864,-37.83506407,"(-37.83506407, 144.9839864)"
2017,810,570683,570683,110-120 Kavanagh Street,Southbank,Residential,351,144.9620599,-37.82548246,"(-37.82548246, 144.9620599)"
2017,420,104717,104717,37 Hawke Street,West Melbourne (Residential),Residential,1,144.9482373,-37.80640668,"(-37.80640668, 144.9482373)"
2017,520,619478,619478,60 Altona Street,Kensington,Residential,10,144.9264273,-37.79763059,"(-37.79763059, 144.9264273)"
2017,924,106426,106426,2-18 Manningham Street,Parkville,Residential,16,144.9433809,-37.78803586,"(-37.78803586, 144.9433809)"
2017,2547,615601,615601,352-400 Macaulay Road,Kensington,Private,101,144.9337607,-37.79420079,"(-37.79420079, 144.9337607)"
2017,527,558581,558581,66-68 Newton Street,Kensington,Residential,1,144.9232556,-37.79593039,"(-37.79593039, 144.9232556)"
2017,1104,598658,576023,2-24 Waterview Walk,Docklands,Private,331,144.9479753,-37.81925128,"(-37.81925128, 144.9479753)"
2017,226,101426,101426,145-147 Canning Street,Carlton,Residential,1,144.9730177,-37.7953685,"(-37.7953685, 144.9730177)"
2017,317,110854,110854,60-96 Macaulay Road,North Melbourne,Residential,76,144.9423872,-37.79815505,"(-37.79815505, 144.9423872)"
2017,605,108785,108785,66-70 Simpson Street,East Melbourne,Residential,6,144.9884474,-37.81488889,"(-37.81488889, 144.9884474)"
2017,301,102309,102309,32 Curran Street,North Melbourne,Residential,1,144.9435658,-37.79202208,"(-37.79202208, 144.9435658)"
2017,560,111253,111253,52-54 Gatehouse Drive,Kensington,Residential,1,144.9192172,-37.79277458,"(-37.79277458, 144.9192172)"
2017,1009,102954,102954,338-360 Dudley Street,West Melbourne (Industrial),Private,70,144.9436106,-37.8116097,"(-37.8116097, 144.9436106)"
2017,556,573370,573370,11 Reynolds Lane,Kensington,Residential,1,144.9180548,-37.79481816,"(-37.79481816, 144.9180548)"
2017,656,105128,105128,112-122 Jolimont Road,East Melbourne,Private,31,144.9791267,-37.81786801,"(-37.81786801, 144.9791267)"
2017,521,100984,100984,252-254 Bellair Street,Kensington,Residential,1,144.9305619,-37.79618407,"(-37.79618407, 144.9305619)"
2017,2512,617840,617840,1 Rigby Lane,Kensington,Residential,1,144.9247652,-37.7907513,"(-37.7907513, 144.9247652)"
2017,420,108391,108391,70 Roden Street,West Melbourne (Residential),Residential,2,144.948637,-37.80672063,"(-37.80672063, 144.948637)"
2017,98,110752,109675,6 La Trobe Street,Melbourne (CBD),Residential,1,144.9693572,-37.80766757,"(-37.80766757, 144.9693572)"
2017,720,108627,108627,415-421 St Kilda Road,Melbourne (Remainder),Private,384,144.9770428,-37.83774553,"(-37.83774553, 144.9770428)"
2017,529,556146,556146,88-90 Fairbairn Drive,Kensington,Residential,1,144.9197243,-37.7971629,"(-37.7971629, 144.9197243)"
2017,404,106599,106599,106-108 Miller Street,West Melbourne (Residential),Residential,2,144.9442446,-37.80525253,"(-37.80525253, 144.9442446)"
2017,568,109970,109970,28 Watkins Way,Kensington,Residential,1,144.9213041,-37.79134733,"(-37.79134733, 144.9213041)"
2017,503,612519,109449,93-95 Bakehouse Road,Kensington,Private,4,144.9303643,-37.79956857,"(-37.79956857, 144.9303643)"
2017,865,100187,100187,46-50 Adams Street,South Yarra,Residential,4,144.9778304,-37.83563244,"(-37.83563244, 144.9778304)"
2017,561,111294,110283,3 Vincent Place,Kensington,Residential,2,144.9206305,-37.7926604,"(-37.7926604, 144.9206305)"
2017,88,110650,105437,28 Little Lonsdale Street,Melbourne (CBD),Residential,220,144.9704326,-37.80825164,"(-37.80825164, 144.9704326)"
2017,422,104777,104777,2-4 Miller Street,West Melbourne (Residential),Residential,1,144.9479804,-37.80574478,"(-37.80574478, 144.9479804)"
2017,556,555932,555932,22 Simpson Walk,Kensington,Residential,2,144.9173637,-37.79485348,"(-37.79485348, 144.9173637)"
2017,335,105783,105783,77-79 Lothian Street,North Melbourne,Residential,1,144.9445632,-37.80146958,"(-37.80146958, 144.9445632)"
2017,369,560415,560415,7-9 Bendigo Street,North Melbourne,Residential,1,144.9506482,-37.8023148,"(-37.8023148, 144.9506482)"
2017,602,108774,108774,142 Simpson Street,East Melbourne,Residential,2,144.98906,-37.81152588,"(-37.81152588, 144.98906)"
2017,861,106651,106651,102-104 Millswyn Street,South Yarra,Residential,6,144.980782,-37.83496846,"(-37.83496846, 144.980782)"
2017,536,106908,106908,91-93 Newman Street,Kensington,Residential,1,144.9219379,-37.79516559,"(-37.79516559, 144.9219379)"
2017,259,100829,100829,49-53 Barry Street,Carlton,Residential,9,144.959442,-37.80297958,"(-37.80297958, 144.959442)"
2017,560,111250,111250,40-42 Gatehouse Drive,Kensington,Residential,1,144.919288,-37.79256974,"(-37.79256974, 144.919288)"
2017,521,107081,107081,4 Ormond Street,Kensington,Residential,2,144.9304025,-37.79641644,"(-37.79641644, 144.9304025)"
2017,860,105537,105537,23 Leopold Street,South Yarra,Residential,1,144.9825466,-37.83719814,"(-37.83719814, 144.9825466)"
2017,267,106252,106252,56-62 Lygon Street,Carlton,Private,29,144.9664413,-37.80566982,"(-37.80566982, 144.9664413)"
2017,526,105254,105254,34 Kensington Road,Kensington,Residential,2,144.9260871,-37.7947526,"(-37.7947526, 144.9260871)"
2017,911,108473,108473,93-97 Royal Parade,Parkville,Residential,5,144.9577068,-37.79411415,"(-37.79411415, 144.9577068)"
2017,547,100937,100937,26 Bayswater Road,Kensington,Residential,3,144.9244562,-37.79277612,"(-37.79277612, 144.9244562)"
2017,243,101259,101259,183-187 Grattan Street,Carlton,Private,13,144.9627573,-37.8005402,"(-37.8005402, 144.9627573)"
2017,427,558175,558175,184-186 Stanley Street,West Melbourne (Residential),Residential,1,144.9468433,-37.8093931,"(-37.8093931, 144.9468433)"
2017,531,573364,573364,22 Frearson Walk,Kensington,Residential,2,144.9237267,-37.79532505,"(-37.79532505, 144.9237267)"
2017,232,107237,107237,12-16 Palmerston Street,Carlton,Residential,2,144.9745538,-37.7964987,"(-37.7964987, 144.9745538)"
2017,82,105372,105372,310-316 King Street,Melbourne (CBD),Private,30,144.9544993,-37.81280888,"(-37.81280888, 144.9544993)"
2017,541,111053,111053,23-25 McNamara Mews,Kensington,Residential,1,144.9192412,-37.79568741,"(-37.79568741, 144.9192412)"
2017,523,104405,104405,81 Gower Street,Kensington,Residential,2,144.9275891,-37.79611879,"(-37.79611879, 144.9275891)"
2017,308,100073,100073,461-463 Abbotsford Street,North Melbourne,Residential,1,144.9464637,-37.79549515,"(-37.79549515, 144.9464637)"
2017,1109,561107,561107,509-529 Docklands Drive,Docklands,Private,78,144.9339656,-37.81716178,"(-37.81716178, 144.9339656)"
2017,543,110979,110979,76-80 Newman Street,Kensington,Residential,1,144.9209382,-37.79502234,"(-37.79502234, 144.9209382)"
2017,334,105793,105793,84 Lothian Street,North Melbourne,Residential,1,144.945076,-37.80110194,"(-37.80110194, 144.945076)"
2017,247,102666,102666,187-193 Drummond Street,Carlton,Private,27,144.9678067,-37.80180495,"(-37.80180495, 144.9678067)"
2017,609,108746,108746,99 Simpson Street,East Melbourne,Residential,1,144.9878918,-37.81376773,"(-37.81376773, 144.9878918)"
2017,564,110768,110768,1-3 Watkins Way,Kensington,Residential,1,144.9216468,-37.79205052,"(-37.79205052, 144.9216468)"
2017,861,106645,106645,135-141 Domain Road,South Yarra,Residential,9,144.980869,-37.83415926,"(-37.83415926, 144.980869)"
