MeterId,AssetId,Barcode,CreditCard,TapAndGo,MeterType,StreetName,Longitude,Latitude,Location
MHET1,1630411,MPM1630411,YES,YES,Reino TTX,Merchant Street,144.94403385873824,-37.8203408019881,"(-37.820340801988, 144.944033858738)"
68TA,1631135,MPM1631135,YES,YES,Reino TTX,Cemetery Road East,144.96727318985242,-37.792938200624675,"(-37.792938200625, 144.967273189852)"
67TL,1631136,MPM1631136,YES,YES,Reino TTX,Cemetery Road West,144.95976394379107,-37.7909249690711,"(-37.790924969071, 144.959763943791)"
HAIT2,1631137,MPM1631137,YES,YES,Reino TTX,Victoria Parade,144.97271097011304,-37.807961196561635,"(-37.807961196562, 144.972710970113)"
FNT114,1631139,MPM1631139,YES,YES,Reino TTX,La Trobe Street,144.94708186597046,-37.81431690711793,"(-37.814316907118, 144.94708186597)"
69TA,1631140,MPM1631140,YES,YES,Reino TTX,Cemetery Road East,144.96719811701487,-37.793171346613825,"(-37.793171346614, 144.967198117015)"
67TI,1631141,MPM1631141,YES,YES,Reino TTX,Cemetery Road West,144.96047680864746,-37.79131732527788,"(-37.791317325278, 144.960476808647)"
185TC,1629548,MPM1629548,YES,YES,Cale CWT-C,Wells Street,144.9685060556918,-37.827935634192556,"(-37.827935634193, 144.968506055692)"
278TA,1629559,MPM1629559,YES,YES,Cale CWT-C,Wells Street,144.9693166956185,-37.8300502752343,"(-37.830050275234, 144.969316695619)"
IMW1,1620172,MPM1620172,YES,NO,Reino VX1,Import Lane,144.94442564433106,-37.820314173087894,"(-37.820314173088, 144.944425644331)"
142TA,1631128,MPM1631128,YES,YES,Reino TTX,Garton Street,144.96361551202313,-37.7842509239136,"(-37.784250923914, 144.963615512023)"
142TB,1631133,MPM1631133,YES,YES,Reino TTX,Garton Street,144.96378928682438,-37.78316536595748,"(-37.783165365957, 144.963789286824)"
HAI15,1620196,MPM1620196,YES,NO,Reino VX1,Victoria Parade,144.98975498031098,-37.809842121866076,"(-37.809842121866, 144.989754980311)"
579A,1647450,MPM1647450,YES,YES,Cale CWT-C Touch,Spencer Street,144.95451377253067,-37.81952788818911,"(-37.819527888189, 144.954513772531)"
590A,1647454,MPM1647454,YES,YES,Cale CWT-C Touch,Spencer Street,144.95531470744203,-37.82203102222026,"(-37.82203102222, 144.955314707442)"
699B,1647560,MPM1647560,YES,YES,Cale CWT-C Touch,Siddeley Street,144.9546595475285,-37.82181095798703,"(-37.821810957987, 144.954659547529)"
699C,1647561,MPM1647561,YES,YES,Cale CWT-C Touch,Siddeley Street,144.95476550268856,-37.82194901095819,"(-37.821949010958, 144.954765502689)"
206D,1647738,MPM1647738,YES,YES,Reino TTX-S,The Avenue,144.9569303625068,-37.78706753051924,"(-37.787067530519, 144.956930362507)"
206E,1647739,MPM1647739,YES,YES,Reino TTX-S,The Avenue,144.95689318418803,-37.786358036484835,"(-37.786358036485, 144.956893184188)"
206F,1647740,MPM1647740,YES,YES,Reino TTX-S,The Avenue,144.95689309715934,-37.785424891417726,"(-37.785424891418, 144.956893097159)"
141D,1647748,MPM1647748,YES,YES,Reino TTX-S,The Avenue,144.95838423214136,-37.77949503441702,"(-37.779495034417, 144.958384232141)"
141F,1647750,MPM1647750,YES,YES,Reino TTX-S,The Avenue,144.9594519834493,-37.77859219810682,"(-37.778592198107, 144.959451983449)"
DDS10,1620105,MPM1620105,YES,NO,Reino VX1,Docklands Drive,144.93706352181104,-37.81517934836205,"(-37.815179348362, 144.937063521811)"
K233,1620108,MPM1620108,YES,NO,Reino VX1,Queen Street,144.95816559668248,-37.80655113171812,"(-37.806551131718, 144.958165596682)"
RE1,1620114,MPM1620114,YES,NO,Reino VX1,Lansdowne Street,144.97775817628144,-37.814040204817054,"(-37.814040204817, 144.977758176281)"
TN1,1620116,MPM1620116,YES,NO,Reino VX1,Wellington Parade South,144.97477755679063,-37.815814600423536,"(-37.815814600424, 144.974777556791)"
CS54,1620118,MPM1620118,YES,NO,Reino VX1,Collins Street,144.94088864049567,-37.820801786604044,"(-37.820801786604, 144.940888640496)"
TS2,1620119,MPM1620119,YES,NO,Reino VX1,Wellington Parade South,144.97599423728198,-37.81614288537858,"(-37.816142885379, 144.975994237282)"
STMW3,1620121,MPM1620121,YES,NO,Reino VX1,Saint Mangos Lane North,144.94074268842792,-37.81325170870623,"(-37.813251708706, 144.940742688428)"
DDS11,1620122,MPM1620122,YES,NO,Reino VX1,Docklands Drive,144.93613836785448,-37.81552876822811,"(-37.815528768228, 144.936138367854)"
PRE1,1620123,MPM1620123,YES,NO,Reino VX1,Pearl River Road,144.93800382299702,-37.815548339467426,"(-37.815548339467, 144.938003822997)"
VN63,1620124,MPM1620124,YES,NO,Reino VX1,Albert Street,144.98291338683893,-37.81023388672974,"(-37.81023388673, 144.982913386839)"
RE4,1620125,MPM1620125,YES,NO,Reino VX1,Lansdowne Street,144.978182324723,-37.81154243858934,"(-37.811542438589, 144.978182324723)"
DDN11,1620126,MPM1620126,YES,NO,Reino VX1,Docklands Drive,144.93607494096062,-37.81531894504972,"(-37.81531894505, 144.936074940961)"
DS20,1620130,MPM1620130,YES,NO,Reino VX1,Bourke Street,144.94230585600062,-37.820375544655526,"(-37.820375544656, 144.942305856001)"
DAN1,1620131,MPM1620131,YES,NO,Reino VX1,Cathedral Place,144.97637563700394,-37.810709670401145,"(-37.810709670401, 144.976375637004)"
VN24,1620132,MPM1620132,YES,NO,Reino VX1,Albert Street,144.97900863272474,-37.80980148829879,"(-37.809801488299, 144.979008632725)"
DAN2,1620133,MPM1620133,YES,NO,Reino VX1,Cathedral Place,144.9776307060793,-37.810844709011015,"(-37.810844709011, 144.977630706079)"
K229,1620134,MPM1620134,YES,NO,Reino VX1,Queen Street,144.95803019553503,-37.80731554050359,"(-37.807315540504, 144.958030195535)"
WRW2,1620136,MPM1620136,YES,NO,Reino VX1,Wattle Road,144.93681979554358,-37.81555494897575,"(-37.815554948976, 144.936819795544)"
VS13,1620137,MPM1620137,YES,NO,Reino VX1,Albert Street,144.98150568034052,-37.810296007385915,"(-37.810296007386, 144.981505680341)"
TS3,1620138,MPM1620138,YES,NO,Reino VX1,Wellington Parade South,144.9767110258982,-37.816237004324485,"(-37.816237004324, 144.976711025898)"
AUN1,1620139,MPM1620139,YES,NO,Reino VX1,Augusta Avenue,144.93757446190983,-37.81579204830241,"(-37.815792048302, 144.93757446191)"
AQW1,1620142,MPM1620142,YES,NO,Reino VX1,Aquitania Way,144.94252569453386,-37.8140513079043,"(-37.814051307904, 144.942525694534)"
ADLW1,1620147,MPM1620147,YES,NO,Reino VX1,Adela Lane,144.94223521206393,-37.82114264928349,"(-37.821142649283, 144.942235212064)"
PS2,1620151,MPM1620151,YES,NO,Reino VX1,St Andrews Place,144.97608570925348,-37.81200213152505,"(-37.812002131525, 144.976085709253)"
KRW1,1620154,MPM1620154,YES,NO,Reino VX1,Karlsruhe Lane,144.9453255287662,-37.82112706644281,"(-37.821127066443, 144.945325528766)"
VN22,1620159,MPM1620159,YES,NO,Reino VX1,Albert Street,144.97728533073044,-37.8096116602289,"(-37.809611660229, 144.97728533073)"
DN23,1620160,MPM1620160,YES,NO,Reino VX1,Bourke Street,144.94230793812955,-37.82016231866868,"(-37.820162318669, 144.94230793813)"
DAS1,1620161,MPM1620161,YES,NO,Reino VX1,Cathedral Place,144.97663057700674,-37.81095558515631,"(-37.810955585156, 144.976630577007)"
TS1,1620163,MPM1620163,YES,NO,Reino VX1,Wellington Parade South,144.97480932835643,-37.81598300015558,"(-37.815983000156, 144.974809328356)"
VS12,1620164,MPM1620164,YES,NO,Reino VX1,Albert Street,144.98023320672843,-37.810155286511915,"(-37.810155286512, 144.980233206728)"
PN1,1620165,MPM1620165,YES,NO,Reino VX1,St Andrews Place,144.9765966041091,-37.81191663049082,"(-37.811916630491, 144.976596604109)"
OCN5,1620167,MPM1620167,YES,NO,Reino VX1,Francis Street,144.9550235844096,-37.81820057306203,"(-37.818200573062, 144.95502358441)"
IME1,1620173,MPM1620173,YES,NO,Reino VX1,Import Lane,144.94450493292644,-37.82017109938454,"(-37.820171099385, 144.944504932926)"
PN2,1620174,MPM1620174,YES,NO,Reino VX1,St Andrews Place,144.9757450493901,-37.81181660789425,"(-37.811816607894, 144.97574504939)"
OCS5,1620180,MPM1620180,YES,NO,Reino VX1,Francis Street,144.9553635073535,-37.81818014407148,"(-37.818180144071, 144.955363507354)"
K231,1620182,MPM1620182,YES,NO,Reino VX1,Queen Street,144.95809843235295,-37.80693305706747,"(-37.806933057067, 144.958098432353)"
TN4,1620185,MPM1620185,YES,NO,Reino VX1,Wellington Parade South,144.9772198133737,-37.81614361549433,"(-37.816143615494, 144.977219813374)"
VS14,1620187,MPM1620187,YES,NO,Reino VX1,Albert Street,144.98410041045497,-37.8105856499432,"(-37.810585649943, 144.984100410455)"
TN5,1620189,MPM1620189,YES,NO,Reino VX1,Wellington Parade South,144.9772198133737,-37.81614361549433,"(-37.816143615494, 144.977219813374)"
SFRW1,1620191,MPM1620191,YES,NO,Reino VX1,Seafarer Lane,144.94289521569945,-37.82053898833482,"(-37.820538988335, 144.942895215699)"
TN2,1620194,MPM1620194,YES,NO,Reino VX1,Wellington Parade South,144.97556828122225,-37.8159207760255,"(-37.815920776025, 144.975568281222)"
KRE1,1620195,MPM1620195,YES,NO,Reino VX1,Karlsruhe Lane,144.94543679733505,-37.821043766235526,"(-37.821043766236, 144.945436797335)"
RW2,1620198,MPM1620198,YES,NO,Reino VX1,Lansdowne Street,144.97753307046392,-37.81374367205925,"(-37.813743672059, 144.977533070464)"
TN3,1620201,MPM1620201,YES,NO,Reino VX1,Wellington Parade South,144.97635152367425,-37.816022311859804,"(-37.81602231186, 144.976351523674)"
RW3,1620202,MPM1620202,YES,NO,Reino VX1,Lansdowne Street,144.97765713408887,-37.81297455678959,"(-37.81297455679, 144.977657134089)"
RW4,1620203,MPM1620203,YES,NO,Reino VX1,Lansdowne Street,144.97792724127498,-37.811371881201666,"(-37.811371881202, 144.977927241275)"
RE3,1620204,MPM1620204,YES,NO,Reino VX1,Lansdowne Street,144.97797328549146,-37.81278348435474,"(-37.812783484355, 144.977973285491)"
KW113,1625387,MPM1625387,NO,NO,Duncan Eagle,Queen Street,144.9578929171465,-37.80724011958129,"(-37.807240119581, 144.957892917147)"
KE80,1625390,MPM1625390,NO,NO,Duncan Eagle,Queen Street,144.95825165502194,-37.80715784478113,"(-37.807157844781, 144.958251655022)"
KW112,1625393,MPM1625393,NO,NO,Duncan Eagle,Queen Street,144.9578929171465,-37.80724011958129,"(-37.807240119581, 144.957892917147)"
KW121,1625400,MPM1625400,NO,NO,Duncan Eagle,Queen Street,144.9579418110794,-37.80696773091088,"(-37.806967730911, 144.957941811079)"
WRE2,1629498,MPM1629498,NO,NO,Duncan Eagle,Wattle Road,144.93695342897337,-37.81546073891571,"(-37.815460738916, 144.936953428973)"
UBS59,1629513,MPM1629513,NO,NO,Duncan Eagle,Victoria Street,144.9609768100202,-37.8065406721865,"(-37.806540672186, 144.96097681002)"
UBS60,1629514,MPM1629514,NO,NO,Duncan Eagle,Victoria Street,144.9609768100202,-37.8065406721865,"(-37.806540672186, 144.96097681002)"
119TA,1629528,MPM1629528,YES,YES,Cale CWT-C,Kavanagh Street,144.96233008730417,-37.825602852934935,"(-37.825602852935, 144.962330087304)"
112TA,1629530,MPM1629530,YES,YES,Cale CWT-C,Coventry Street,144.96711999900768,-37.82994253324991,"(-37.82994253325, 144.967119999008)"
140TA,1629532,MPM1629532,YES,YES,Cale CWT-C,Moore Street,144.9644751854116,-37.82834732975389,"(-37.828347329754, 144.964475185412)"
388TA,1629533,MPM1629533,YES,YES,Cale CWT-C,Wells Street,144.96916870617608,-37.82577588348886,"(-37.825775883489, 144.969168706176)"
222TA,1629534,MPM1629534,YES,YES,Cale CWT-C,Balston Street,144.96183821843698,-37.82581042260705,"(-37.825810422607, 144.961838218437)"
280TA,1629536,MPM1629536,YES,YES,Cale CWT-C,Balston Street,144.9613465145944,-37.82527212732914,"(-37.825272127329, 144.961346514594)"
109TB,1629537,MPM1629537,YES,YES,Cale CWT-C,Moore Street,144.965459290841,-37.82501316060049,"(-37.8250131606, 144.965459290841)"
185TA,1629538,MPM1629538,YES,YES,Cale CWT-C,Wells Street,144.9689833943743,-37.82636505629966,"(-37.8263650563, 144.968983394374)"
186TA,1629540,MPM1629540,YES,YES,Cale CWT-C,Dodds Street,144.96786630360808,-37.826538100162814,"(-37.826538100163, 144.967866303608)"
109TC,1629541,MPM1629541,YES,YES,Cale CWT-C,Moore Street,144.96577862866206,-37.82394701037076,"(-37.823947010371, 144.965778628662)"
185TD,1629543,MPM1629543,YES,YES,Cale CWT-C,Wells Street,144.9685791754692,-37.82883346553596,"(-37.828833465536, 144.968579175469)"
160TB,1629545,MPM1629545,YES,YES,Cale CWT-C,Grant Street,144.9702078474688,-37.825220033746156,"(-37.825220033746, 144.970207847469)"
160TA,1629546,MPM1629546,YES,YES,Cale CWT-C,Grant Street,144.9701917752079,-37.825066484754515,"(-37.825066484755, 144.970191775208)"
381TA,1629547,MPM1629547,YES,YES,Cale CWT-C,Balston Street,144.9624907688003,-37.82611916786277,"(-37.826119167863, 144.9624907688)"
94TA,1629549,MPM1629549,YES,YES,Cale CWT-C,Wadey Street,144.96978006071635,-37.82605424740981,"(-37.82605424741, 144.969780060716)"
109TA,1629550,MPM1629550,YES,YES,Cale CWT-C,Moore Street,144.96558067474223,-37.825186021698585,"(-37.825186021699, 144.965580674742)"
55TA,1629551,MPM1629551,YES,YES,Cale CWT-C,Whiteman Street,144.95518420537826,-37.82741251836451,"(-37.827412518365, 144.955184205378)"
384TA,1629552,MPM1629552,YES,YES,Cale CWT-C,Coventry Street,144.9702553156064,-37.82903239917858,"(-37.829032399179, 144.970255315606)"
94TB,1629553,MPM1629553,YES,YES,Cale CWT-C,Wadey Street,144.9704736151875,-37.82606861105052,"(-37.826068611051, 144.970473615188)"
114TA,1629554,MPM1629554,YES,YES,Cale CWT-C,Wells Street,144.96928765781823,-37.825914742622075,"(-37.825914742622, 144.969287657818)"
160TD,1629555,MPM1629555,YES,YES,Cale CWT-C,Grant Street,144.96969692775968,-37.82536830819856,"(-37.825368308199, 144.96969692776)"
185TB,1629562,MPM1629562,YES,YES,Cale CWT-C,Wells Street,144.9687258041838,-37.827228687184096,"(-37.827228687184, 144.968725804184)"
147TA,1629599,MPM1629599,YES,YES,Cale CWT-CA,St Kilda Road,144.9710117124454,-37.829316943205036,"(-37.829316943205, 144.971011712445)"
ZOOT8,1630134,MPM1630134,YES,YES,Cale CWT-P,Poplar Road,144.95314440416993,-37.78196818114381,"(-37.781968181144, 144.95314440417)"
227TB,1629587,MPM1629587,YES,YES,Cale CWT-P,Park Street,144.94735966302687,-37.77660542078602,"(-37.776605420786, 144.947359663027)"
SXNT11,1629588,MPM1629588,YES,YES,Cale CWT-P,Haig Street,144.95697328300693,-37.827098347250676,"(-37.827098347251, 144.956973283007)"
98TA,1629597,MPM1629597,YES,YES,Cale CWT-CA,St Kilda Road,144.97129648762268,-37.827447244285906,"(-37.827447244286, 144.971296487623)"
122TA,1629598,MPM1629598,YES,YES,Cale CWT-CA,Whiteman Street,144.95665615709635,-37.82597664155158,"(-37.825976641552, 144.956656157096)"
ZOOT7,1629579,MPM1629579,YES,YES,Cale CWT-P,Poplar Road,144.95396176298402,-37.78301215075454,"(-37.783012150755, 144.953961762984)"
122TB,1629602,MPM1629602,YES,YES,Cale CWT-CA,Whiteman Street,144.95514585437888,-37.82789218644588,"(-37.827892186446, 144.955145854379)"
186TD,1629628,MPM1629628,YES,YES,Cale CWT-C,Dodds Street,144.9670589348322,-37.82924316787018,"(-37.82924316787, 144.967058934832)"
350TA,1629629,MPM1629629,YES,YES,Cale CWT-C,Moore Street,144.96601214943271,-37.823730743577464,"(-37.823730743577, 144.966012149433)"
140TB,1629633,MPM1629633,YES,YES,Cale CWT-C,Moore Street,144.96458168743663,-37.8284759842736,"(-37.828475984274, 144.964581687437)"
160TC,1629660,MPM1629660,YES,YES,Cale CWT-C,Grant Street,144.96971623925435,-37.82520259065889,"(-37.825202590659, 144.969716239254)"
143TD,1630091,MPM1630091,YES,YES,Cale CWT-P,Park Street,144.9523236780645,-37.77720016932277,"(-37.777200169323, 144.952323678065)"
ZOOT10,1630105,MPM1630105,YES,YES,Cale CWT-P,Poplar Road,144.95439958509544,-37.78339934115867,"(-37.783399341159, 144.954399585095)"
ZOOT9,1630106,MPM1630106,YES,YES,Cale CWT-P,Poplar Road,144.95373922014466,-37.78246389154058,"(-37.782463891541, 144.953739220145)"
MCT12,1630111,MPM1630111,YES,YES,Cale CWT-P,St Kilda Road,144.97515352135147,-37.834972498342836,"(-37.834972498343, 144.975153521351)"
143TE,1630125,MPM1630125,YES,YES,Cale CWT-P,Park Street,144.95375143723675,-37.777369413896345,"(-37.777369413896, 144.953751437237)"
143TC,1630127,MPM1630127,YES,YES,Cale CWT-P,Park Street,144.9509300172701,-37.77703887233731,"(-37.777038872337, 144.95093001727)"
143TI,1630129,MPM1630129,YES,YES,Cale CWT-P,Park Street,144.95910715458214,-37.778016209238075,"(-37.778016209238, 144.959107154582)"
143TH,1630131,MPM1630131,YES,YES,Cale CWT-P,Park Street,144.95857510977828,-37.77795886616958,"(-37.77795886617, 144.958575109778)"
143TF,1630132,MPM1630132,YES,YES,Cale CWT-P,Park Street,144.95575115030448,-37.77761704087141,"(-37.777617040871, 144.955751150304)"
227TA,1630142,MPM1630142,YES,YES,Cale CWT-P,Park Street,144.94644914597424,-37.77649621479439,"(-37.776496214794, 144.946449145974)"
143TG,1630148,MPM1630148,YES,YES,Cale CWT-P,Park Street,144.95760654389144,-37.77783548370972,"(-37.77783548371, 144.957606543891)"
MCWT3,1630151,MPM1630151,YES,YES,Cale CWT-P,St Kilda Road,144.97105088470576,-37.82648499064683,"(-37.826484990647, 144.971050884706)"
SIWT1A,1630155,MPM1630155,YES,YES,Cale CWT-P,Sturt Street,144.9655383512021,-37.82913199279414,"(-37.829131992794, 144.965538351202)"
SKNT7,1630157,MPM1630157,YES,YES,Cale CWT-P,Miles Street,144.96665864303205,-37.82840567880144,"(-37.828405678801, 144.966658643032)"
SKST9,1630158,MPM1630158,YES,YES,Cale CWT-P,Miles Street,144.9651536015349,-37.828253818006424,"(-37.828253818006, 144.965153601535)"
SKNT8,1630162,MPM1630162,YES,YES,Cale CWT-P,Miles Street,144.96530771575556,-37.82813782392547,"(-37.828137823925, 144.965307715756)"
SAST5,1630164,MPM1630164,YES,YES,Cale CWT-P,Wadey Street,144.97049866006554,-37.8261625757507,"(-37.826162575751, 144.970498660066)"
SDST42,1630166,MPM1630166,YES,YES,Cale CWT-P,Coventry Street,144.96834071377697,-37.82959774625039,"(-37.82959774625, 144.968340713777)"
SDST1,1630167,MPM1630167,YES,YES,Cale CWT-P,Coventry Street,144.9695116815025,-37.82925315185988,"(-37.82925315186, 144.969511681503)"
SDNT3,1630168,MPM1630168,YES,YES,Cale CWT-P,Coventry Street,144.96928212557577,-37.829121045534,"(-37.829121045534, 144.969282125576)"
SDNT2,1630169,MPM1630169,YES,YES,Cale CWT-P,Coventry Street,144.97015326546213,-37.82887481762308,"(-37.828874817623, 144.970153265462)"
SDNT1,1630170,MPM1630170,YES,YES,Cale CWT-P,Coventry Street,144.97062565584594,-37.8287307888091,"(-37.828730788809, 144.970625655846)"
SFWT1,1630171,MPM1630171,YES,YES,Cale CWT-P,Dodds Street,144.96707833067697,-37.83063893509864,"(-37.830638935099, 144.967078330677)"
SCNT20,1630173,MPM1630173,YES,YES,Cale CWT-P,Dorcas Street,144.9687895130827,-37.83053296993048,"(-37.83053296993, 144.968789513083)"
SCNT22,1630174,MPM1630174,YES,YES,Cale CWT-P,Dorcas Street,144.96637191676422,-37.83124199352091,"(-37.831241993521, 144.966371916764)"
SDST43,1630176,MPM1630176,YES,YES,Cale CWT-P,Coventry Street,144.9672948230125,-37.82989952884322,"(-37.829899528843, 144.967294823013)"
SDNT7,1630177,MPM1630177,YES,YES,Cale CWT-P,Coventry Street,144.96599779319712,-37.83007960355212,"(-37.830079603552, 144.965997793197)"
SDNT6,1630178,MPM1630178,YES,YES,Cale CWT-P,Coventry Street,144.96734084518698,-37.82968856548911,"(-37.829688565489, 144.967340845187)"
SDNT5,1630179,MPM1630179,YES,YES,Cale CWT-P,Coventry Street,144.96789256492514,-37.82952831746034,"(-37.82952831746, 144.967892564925)"
146TF,1630219,MPM1630219,YES,NO,Reino TX-P,Alexandra Avenue,144.97891721070005,-37.82603998543643,"(-37.826039985436, 144.9789172107)"
146TI,1630220,MPM1630220,YES,NO,Reino TX-P,Alexandra Avenue,144.97964765310192,-37.826631455877795,"(-37.826631455878, 144.979647653102)"
187TA,1630222,MPM1630222,YES,NO,Reino TX-P,Alexandra Avenue,144.98599625513648,-37.82872509676761,"(-37.828725096768, 144.985996255137)"
26TG,1630223,MPM1630223,YES,NO,Reino TX-P,Linlithgow Avenue,144.9717022839846,-37.82413457584366,"(-37.824134575844, 144.971702283985)"
27TB,1630224,MPM1630224,YES,NO,Reino TX-P,Birdwood Avenue,144.97266398358477,-37.82728654557023,"(-37.82728654557, 144.972663983585)"
146TS,1630229,MPM1630229,YES,NO,Reino TX-P,Alexandra Avenue,144.98332850137012,-37.82815952398241,"(-37.828159523982, 144.98332850137)"
146TA,1630230,MPM1630230,YES,NO,Reino TX-P,Alexandra Avenue,144.9773697741597,-37.82449265861537,"(-37.824492658615, 144.97736977416)"
146TG,1630231,MPM1630231,YES,NO,Reino TX-P,Alexandra Avenue,144.97897504918694,-37.826338627850525,"(-37.826338627851, 144.978975049187)"
146TE,1630236,MPM1630236,YES,NO,Reino TX-P,Alexandra Avenue,144.97856779433124,-37.82592754883149,"(-37.825927548831, 144.978567794331)"
26TA,1630237,MPM1630237,YES,NO,Reino TX-P,Linlithgow Avenue,144.97255277998661,-37.825953585449675,"(-37.82595358545, 144.972552779987)"
2TA,1630238,MPM1630238,YES,NO,Reino TX-P,Birdwood Avenue,144.9815628238649,-37.83329079809098,"(-37.833290798091, 144.981562823865)"
26TE,1630239,MPM1630239,YES,NO,Reino TX-P,Linlithgow Avenue,144.97199864874736,-37.82489313597655,"(-37.824893135977, 144.971998648747)"
146TC,1630240,MPM1630240,YES,NO,Reino TX-P,Alexandra Avenue,144.97791205099347,-37.82514188958601,"(-37.825141889586, 144.977912050993)"
146TH,1630241,MPM1630241,YES,NO,Reino TX-P,Alexandra Avenue,144.97920004028504,-37.82629232127822,"(-37.826292321278, 144.979200040285)"
146TO,1630242,MPM1630242,YES,NO,Reino TX-P,Alexandra Avenue,144.98135761920844,-37.82768388337468,"(-37.827683883375, 144.981357619208)"
146TK,1630243,MPM1630243,YES,NO,Reino TX-P,Alexandra Avenue,144.98015191301036,-37.826936198478506,"(-37.826936198479, 144.98015191301)"
146TP,1630244,MPM1630244,YES,NO,Reino TX-P,Alexandra Avenue,144.98234051798318,-37.82797258068846,"(-37.827972580688, 144.982340517983)"
27TC,1630245,MPM1630245,YES,NO,Reino TX-P,Birdwood Avenue,144.9787233931653,-37.83275606947569,"(-37.832756069476, 144.978723393165)"
2TB,1630246,MPM1630246,YES,NO,Reino TX-P,Birdwood Avenue,144.98048563276748,-37.83323159181735,"(-37.833231591817, 144.980485632767)"
146TQ,1630247,MPM1630247,YES,NO,Reino TX-P,Alexandra Avenue,144.9824646016542,-37.827834384868765,"(-37.827834384869, 144.982464601654)"
26TI,1630248,MPM1630248,YES,NO,Reino TX-P,Linlithgow Avenue,144.9713539547804,-37.82351395474308,"(-37.823513954743, 144.97135395478)"
26TF,1630254,MPM1630254,YES,NO,Reino TX-P,Linlithgow Avenue,144.9715538294979,-37.82417732039378,"(-37.824177320394, 144.971553829498)"
MCIT9,1630268,MPM1630268,YES,NO,Reino TX-P,St Kilda Road,144.9761358723671,-37.8375171491488,"(-37.837517149149, 144.976135872367)"
146TB,1630269,MPM1630269,YES,NO,Reino TX-P,Alexandra Avenue,144.97795598129395,-37.82492308143356,"(-37.824923081434, 144.977955981294)"
146TN,1630271,MPM1630271,YES,NO,Reino TX-P,Alexandra Avenue,144.98137725575805,-37.82751281627073,"(-37.827512816271, 144.981377255758)"
NFNT2,1630273,MPM1630273,YES,NO,Reino TX-P,Grey Street,144.9871671091283,-37.811901970471396,"(-37.811901970471, 144.987167109128)"
NFNT3,1630274,MPM1630274,YES,NO,Reino TX-P,Grey Street,144.9876238551572,-37.811953214014586,"(-37.811953214015, 144.987623855157)"
146TM,1630275,MPM1630275,YES,NO,Reino TX-P,Alexandra Avenue,144.98075976200118,-37.82723877747886,"(-37.827238777479, 144.980759762001)"
PPCT1,1630278,MPM1630278,YES,NO,Reino TX-P,Point Park Crescent,144.94145587643376,-37.82321494119819,"(-37.823214941198, 144.941455876434)"
27TM,1630280,MPM1630280,YES,NO,Reino TX-P,Domain Road,144.97560269633146,-37.83315497441764,"(-37.833154974418, 144.975602696331)"
387TB,1630281,MPM1630281,YES,NO,Reino TX-P,Birdwood Avenue,144.97576364271325,-37.83074522371754,"(-37.830745223718, 144.975763642713)"
WCT1,1630282,MPM1630282,YES,NO,Reino TX-P,Toorak Road,144.9812181750801,-37.83777395015077,"(-37.837773950151, 144.98121817508)"
27TH,1630283,MPM1630283,YES,NO,Reino TX-P,Birdwood Avenue,144.97722388687237,-37.831671812567635,"(-37.831671812568, 144.977223886872)"
146TL,1630284,MPM1630284,YES,NO,Reino TX-P,Alexandra Avenue,144.98050476066453,-37.82728851039057,"(-37.827288510391, 144.980504760665)"
187TB,1630285,MPM1630285,YES,NO,Reino TX-P,Alexandra Avenue,144.98709931428343,-37.82970779696136,"(-37.829707796961, 144.987099314283)"
146TR,1630286,MPM1630286,YES,NO,Reino TX-P,Alexandra Avenue,144.98310765567402,-37.827965430404596,"(-37.827965430405, 144.983107655674)"
51TE,1630287,MPM1630287,YES,NO,Reino TX-P,Moubray Street,144.98151939122482,-37.84800926650164,"(-37.848009266502, 144.981519391225)"
51TA,1630288,MPM1630288,YES,NO,Reino TX-P,Moubray Street,144.98385552489958,-37.848298954123386,"(-37.848298954123, 144.9838555249)"
RFWT1,1630289,MPM1630289,YES,NO,Reino TX-P,Simpson Street,144.98853581721463,-37.81157349347338,"(-37.811573493473, 144.988535817215)"
TM49,1630310,MPM1630310,YES,NO,Reino TX-P,Birdwood Avenue,144.97332434159983,-37.82816125885719,"(-37.828161258857, 144.9733243416)"
TM50,1630311,MPM1630311,YES,NO,Reino TX-P,Birdwood Avenue,144.97403662075044,-37.82888167056569,"(-37.828881670566, 144.97403662075)"
TM51,1630312,MPM1630312,YES,NO,Reino TX-P,Birdwood Avenue,144.97764259197848,-37.83196440804758,"(-37.831964408048, 144.977642591978)"
TM54A,1630313,MPM1630313,YES,NO,Reino TX-P,Birdwood Avenue,144.9786608327886,-37.83287302232497,"(-37.832873022325, 144.978660832789)"
TM56,1630314,MPM1630314,YES,NO,Reino TX-P,Birdwood Avenue,144.979922932517,-37.83321781958084,"(-37.833217819581, 144.979922932517)"
TM61,1630316,MPM1630316,YES,NO,Reino TX-P,Dallas Brooks Drive,144.97640304534207,-37.83270489016739,"(-37.832704890167, 144.976403045342)"
TM83,1630317,MPM1630317,YES,NO,Reino TX-P,Domain Road,144.97812950396622,-37.8334886293524,"(-37.833488629352, 144.978129503966)"
TNT66,1630321,MPM1630321,YES,NO,Reino TX-P,Wellington Parade South,144.9806623585082,-37.81656692506642,"(-37.816566925066, 144.980662358508)"
TNT78,1630322,MPM1630322,YES,NO,Reino TX-P,Wellington Parade South,144.9814704148614,-37.81665341533271,"(-37.816653415333, 144.981470414861)"
