MeterId,AssetId,Barcode,CreditCard,TapAndGo,MeterType,StreetName,Longitude,Latitude,Location
655C,1647395,MPM1647395,YES,YES,Cale CWT-C Touch,Lonsdale Street,144.95838922828736,-37.81329254146127,"(-37.813292541461, 144.958389228287)"
664C,1647396,MPM1647396,YES,YES,Cale CWT-C Touch,Little Lonsdale Street,144.9559577843206,-37.81295584521244,"(-37.812955845212, 144.955957784321)"
525A,1647397,MPM1647397,YES,YES,Cale CWT-C Touch,Russell Street,144.9659280778505,-37.80748042040373,"(-37.807480420404, 144.965928077851)"
634A,1647398,MPM1647398,YES,YES,Cale CWT-C Touch,Bourke Street,144.97120329533294,-37.81179518117874,"(-37.811795181179, 144.971203295333)"
634B,1647399,MPM1647399,YES,YES,Cale CWT-C Touch,Bourke Street,144.97136339580595,-37.811946462563434,"(-37.811946462563, 144.971363395806)"
664A,1647400,MPM1647400,YES,YES,Cale CWT-C Touch,Little Lonsdale Street,144.9547722694539,-37.81330509261235,"(-37.813305092612, 144.954772269454)"
664B,1647401,MPM1647401,YES,YES,Cale CWT-C Touch,Little Lonsdale Street,144.95483504669795,-37.81335963167956,"(-37.81335963168, 144.954835046698)"
664D,1647402,MPM1647402,YES,YES,Cale CWT-C Touch,Little Lonsdale Street,144.95584626091156,-37.813069854358226,"(-37.813069854358, 144.955846260912)"
571A,1647403,MPM1647403,YES,YES,Cale CWT-C Touch,King Street,144.955210460301,-37.81494175649927,"(-37.814941756499, 144.955210460301)"
571B,1647404,MPM1647404,YES,YES,Cale CWT-C Touch,King Street,144.9550211553776,-37.81516519539071,"(-37.815165195391, 144.955021155378)"
500A,1647405,MPM1647405,YES,YES,Cale CWT-C Touch,Spring Street,144.97473448624564,-37.81471459451856,"(-37.814714594519, 144.974734486246)"
501A,1647406,MPM1647406,YES,YES,Cale CWT-C Touch,Spring Street,144.9741475680445,-37.814005824270296,"(-37.81400582427, 144.974147568045)"
653A,1647407,MPM1647407,YES,YES,Cale CWT-C Touch,Lonsdale Street,144.9626542254979,-37.81205320215376,"(-37.812053202154, 144.962654225498)"
640A,1647408,MPM1647408,YES,YES,Cale CWT-C Touch,Bourke Street,144.95620267514897,-37.816156283793944,"(-37.816156283794, 144.956202675149)"
640B,1647409,MPM1647409,YES,YES,Cale CWT-C Touch,Bourke Street,144.95666081916448,-37.81622200955851,"(-37.816222009559, 144.956660819164)"
640C,1647410,MPM1647410,YES,YES,Cale CWT-C Touch,Bourke Street,144.95699141058876,-37.8159298988769,"(-37.815929898877, 144.956991410589)"
639B,1647414,MPM1647414,YES,YES,Cale CWT-C Touch,Bourke Street,144.9591114976829,-37.81532442499312,"(-37.815324424993, 144.959111497683)"
639A,1647415,MPM1647415,YES,YES,Cale CWT-C Touch,Bourke Street,144.95875273763497,-37.815624650670195,"(-37.81562465067, 144.958752737635)"
568A,1647416,MPM1647416,YES,YES,Cale CWT-C Touch,King Street,144.9561843825788,-37.81770539162482,"(-37.817705391625, 144.956184382579)"
569A,1647417,MPM1647417,YES,YES,Cale CWT-C Touch,King Street,144.95607373723598,-37.816832278617724,"(-37.816832278618, 144.956073737236)"
569B,1647418,MPM1647418,YES,YES,Cale CWT-C Touch,King Street,144.95583918416602,-37.81695974221157,"(-37.816959742212, 144.955839184166)"
641A,1647420,MPM1647420,YES,YES,Cale CWT-C Touch,Bourke Street,144.95467952555813,-37.81657524992568,"(-37.816575249926, 144.954679525558)"
641B,1647421,MPM1647421,YES,YES,Cale CWT-C Touch,Bourke Street,144.95486360375415,-37.81675127457525,"(-37.816751274575, 144.954863603754)"
568B,1647424,MPM1647424,YES,YES,Cale CWT-C Touch,King Street,144.95636087887982,-37.818093112415454,"(-37.818093112415, 144.95636087888)"
513A,1647425,MPM1647425,YES,YES,Cale CWT-C Touch,Exhibition Street,144.96921860738695,-37.80946002950039,"(-37.8094600295, 144.969218607387)"
513B,1647426,MPM1647426,YES,YES,Cale CWT-C Touch,Exhibition Street,144.9694729577087,-37.80936447520568,"(-37.809364475206, 144.969472957709)"
545A,1647427,MPM1647427,YES,YES,Cale CWT-C Touch,Queen Street,144.95941557611164,-37.81252193016593,"(-37.812521930166, 144.959415576112)"
545B,1647428,MPM1647428,YES,YES,Cale CWT-C Touch,Queen Street,144.9595635047422,-37.81219689831284,"(-37.812196898313, 144.959563504742)"
651A,1647429,MPM1647429,YES,YES,Cale CWT-C Touch,Lonsdale Street,144.9690499147426,-37.81018104478405,"(-37.810181044784, 144.969049914743)"
651B,1647430,MPM1647430,YES,YES,Cale CWT-C Touch,Lonsdale Street,144.96871231046364,-37.81050916162072,"(-37.810509161621, 144.968712310464)"
651C,1647431,MPM1647431,YES,YES,Cale CWT-C Touch,Lonsdale Street,144.96818594375628,-37.810433564447955,"(-37.810433564448, 144.968185943756)"
651D,1647432,MPM1647432,YES,YES,Cale CWT-C Touch,Lonsdale Street,144.96786416592445,-37.81075971694714,"(-37.810759716947, 144.967864165924)"
683A,1647433,MPM1647433,YES,YES,Cale CWT-C Touch,Franklin Street,144.95959495539816,-37.80852770204329,"(-37.808527702043, 144.959594955398)"
683B,1647434,MPM1647434,YES,YES,Cale CWT-C Touch,Franklin Street,144.9591248171998,-37.80843057254658,"(-37.808430572547, 144.9591248172)"
512A,1647436,MPM1647436,YES,YES,Cale CWT-C Touch,Exhibition Street,144.9699614861083,-37.81043982023678,"(-37.810439820237, 144.969961486108)"
512B,1647437,MPM1647437,YES,YES,Cale CWT-C Touch,Exhibition Street,144.96974284183966,-37.81060515653293,"(-37.810605156533, 144.96974284184)"
570A,1647438,MPM1647438,YES,YES,Cale CWT-C Touch,King Street,144.95533675372903,-37.815847160875364,"(-37.815847160875, 144.955336753729)"
570B,1647439,MPM1647439,YES,YES,Cale CWT-C Touch,King Street,144.9556237466109,-37.81583476051757,"(-37.815834760518, 144.955623746611)"
523A,1647442,MPM1647442,YES,YES,Cale CWT-C Touch,Russell Street,144.96659082289946,-37.80919115321208,"(-37.809191153212, 144.966590822899)"
576A,1647443,MPM1647443,YES,YES,Cale CWT-C Touch,King Street,144.95257680921998,-37.8099256527214,"(-37.809925652721, 144.95257680922)"
567A,1647444,MPM1647444,YES,YES,Cale CWT-C Touch,King Street,144.9569983701029,-37.81883763226561,"(-37.818837632266, 144.956998370103)"
567B,1647445,MPM1647445,YES,YES,Cale CWT-C Touch,King Street,144.9567811233564,-37.81899975970919,"(-37.818999759709, 144.956781123356)"
604A,1647446,MPM1647446,YES,YES,Cale CWT-C Touch,Flinders Street,144.96328657592005,-37.81855168743375,"(-37.818551687434, 144.96328657592)"
604B,1647447,MPM1647447,YES,YES,Cale CWT-C Touch,Flinders Street,144.9637196521926,-37.818657730480766,"(-37.818657730481, 144.963719652193)"
678A,1647448,MPM1647448,YES,YES,Cale CWT-C Touch,A'Beckett Street,144.95897595949018,-37.809716854314466,"(-37.809716854314, 144.95897595949)"
720A,1647449,MPM1647449,YES,YES,Cale CWT-C Touch,Southgate Avenue,144.96760150911427,-37.820474117479,"(-37.820474117479, 144.967601509114)"
695A,1647451,MPM1647451,YES,YES,Cale CWT-C Touch,Victoria Street,144.96354788450074,-37.806614227007174,"(-37.806614227007, 144.963547884501)"
695B,1647452,MPM1647452,YES,YES,Cale CWT-C Touch,Victoria Street,144.96370205489723,-37.806852235457434,"(-37.806852235457, 144.963702054897)"
616A,1647453,MPM1647453,YES,YES,Cale CWT-C Touch,Flinders Lane,144.95594929589936,-37.81965615587295,"(-37.819656155873, 144.955949295899)"
617A,1647455,MPM1647455,YES,YES,Cale CWT-C Touch,Collins Street,144.9720407249763,-37.813977379625285,"(-37.813977379625, 144.972040724976)"
617B,1647456,MPM1647456,YES,YES,Cale CWT-C Touch,Collins Street,144.9722421705482,-37.813721336924374,"(-37.813721336924, 144.972242170548)"
537B,1647458,MPM1647458,YES,YES,Cale CWT-C Touch,Elizabeth Street,144.9601002043641,-37.807850552547116,"(-37.807850552547, 144.960100204364)"
518A,1647459,MPM1647459,YES,YES,Cale CWT-C Touch,Russell Street,144.96868294311207,-37.81439174491992,"(-37.81439174492, 144.968682943112)"
518B,1647460,MPM1647460,YES,YES,Cale CWT-C Touch,Russell Street,144.96884842292434,-37.81411426153769,"(-37.814114261538, 144.968848422924)"
616B,1647461,MPM1647461,YES,YES,Cale CWT-C Touch,Flinders Lane,144.95604630737017,-37.81976589076929,"(-37.819765890769, 144.95604630737)"
524A,1647462,MPM1647462,YES,YES,Cale CWT-C Touch,Russell Street,144.96607293319101,-37.80805990115205,"(-37.808059901152, 144.966072933191)"
572A,1647463,MPM1647463,YES,YES,Cale CWT-C Touch,King Street,144.9546680495062,-37.81376353028066,"(-37.813763530281, 144.954668049506)"
572B,1647464,MPM1647464,YES,YES,Cale CWT-C Touch,King Street,144.95450396128652,-37.81404098125036,"(-37.81404098125, 144.954503961287)"
573A,1647465,MPM1647465,YES,YES,Cale CWT-C Touch,King Street,144.9542715691794,-37.812912268917536,"(-37.812912268918, 144.954271569179)"
635B,1647466,MPM1647466,YES,YES,Cale CWT-C Touch,Bourke Street,144.9700080045267,-37.812340736239165,"(-37.812340736239, 144.970008004527)"
673A,1647467,MPM1647467,YES,YES,Cale CWT-C Touch,La Trobe Street,144.95477177574935,-37.81211202765379,"(-37.812112027654, 144.954771775749)"
515A,1647468,MPM1647468,YES,YES,Cale CWT-C Touch,Exhibition Street,144.9685698787053,-37.80762017059581,"(-37.807620170596, 144.968569878705)"
635A,1647469,MPM1647469,YES,YES,Cale CWT-C Touch,Bourke Street,144.96986381298916,-37.812186401984476,"(-37.812186401984, 144.969863812989)"
694B,1647470,MPM1647470,YES,YES,Cale CWT-C Touch,Victoria Street,144.96536533710747,-37.80681454235956,"(-37.80681454236, 144.965365337107)"
694C,1647471,MPM1647471,YES,YES,Cale CWT-C Touch,Victoria Street,144.96532080995956,-37.80702773947353,"(-37.807027739474, 144.96532080996)"
624A,1647472,MPM1647472,YES,YES,Cale CWT-C Touch,Collins Street,144.95572386201871,-37.81852181819872,"(-37.818521818199, 144.955723862019)"
624B,1647473,MPM1647473,YES,YES,Cale CWT-C Touch,Collins Street,144.95603610905175,-37.818628783388796,"(-37.818628783389, 144.956036109052)"
535A,1647474,MPM1647474,YES,YES,Cale CWT-C Touch,Elizabeth Street,144.96097128397358,-37.80975080993935,"(-37.809750809939, 144.960971283974)"
638A,1647475,MPM1647475,YES,YES,Cale CWT-C Touch,Bourke Street,144.9611490801301,-37.81473794955358,"(-37.814737949554, 144.96114908013)"
638C,1647477,MPM1647477,YES,YES,Cale CWT-C Touch,Bourke Street,144.96261066238642,-37.81431131787863,"(-37.814311317879, 144.962610662386)"
566A,1647478,MPM1647478,YES,YES,Cale CWT-C Touch,King Street,144.95742152749304,-37.81976225220943,"(-37.819762252209, 144.957421527493)"
566B,1647479,MPM1647479,YES,YES,Cale CWT-C Touch,King Street,144.95720069619028,-37.81991793788681,"(-37.819917937887, 144.95720069619)"
671A,1647480,MPM1647480,YES,YES,Cale CWT-C Touch,La Trobe Street,144.9596496615534,-37.81070706260653,"(-37.810707062607, 144.959649661553)"
671B,1647481,MPM1647481,YES,YES,Cale CWT-C Touch,La Trobe Street,144.96012236577414,-37.810801477001654,"(-37.810801477002, 144.960122365774)"
643A,1647482,MPM1647482,YES,YES,Cale CWT-C Touch,Little Bourke Street,144.96807203568642,-37.81173374551472,"(-37.811733745515, 144.968072035686)"
693A,1647483,MPM1647483,YES,YES,Cale CWT-C Touch,Victoria Street,144.966591048368,-37.80694873100002,"(-37.806948731, 144.966591048368)"
693B,1647484,MPM1647484,YES,YES,Cale CWT-C Touch,Victoria Street,144.966560954994,-37.8071638089923,"(-37.807163808992, 144.966560954994)"
691A,1647485,MPM1647485,YES,YES,Cale CWT-C Touch,Victoria Street,144.96965001133847,-37.807495376939734,"(-37.80749537694, 144.969650011338)"
541A,1647486,MPM1647486,YES,YES,Cale CWT-C Touch,Queen Street,144.96115136953188,-37.816312009143246,"(-37.816312009143, 144.961151369532)"
667A,1647487,MPM1647487,YES,YES,Cale CWT-C Touch,La Trobe Street,144.97006045519095,-37.807887093803075,"(-37.807887093803, 144.970060455191)"
541B,1647488,MPM1647488,YES,YES,Cale CWT-C Touch,Queen Street,144.96140924663996,-37.81621832718229,"(-37.816218327182, 144.96140924664)"
646A,1647489,MPM1647489,YES,YES,Cale CWT-C Touch,Little Bourke Street,144.960826419679,-37.813848471137966,"(-37.813848471138, 144.960826419679)"
648A,1647490,MPM1647490,YES,YES,Cale CWT-C Touch,Little Bourke Street,144.95706421389113,-37.814856970690656,"(-37.814856970691, 144.957064213891)"
648B,1647491,MPM1647491,YES,YES,Cale CWT-C Touch,Little Bourke Street,144.95713557169657,-37.81491765023948,"(-37.814917650239, 144.957135571697)"
601A,1647492,MPM1647492,YES,YES,Cale CWT-C Touch,Flinders Street,144.9716947318939,-37.81632294214091,"(-37.816322942141, 144.971694731894)"
647A,1647493,MPM1647493,YES,YES,Cale CWT-C Touch,Little Bourke Street,144.9585536007147,-37.81451219419652,"(-37.814512194197, 144.958553600715)"
647B,1647494,MPM1647494,YES,YES,Cale CWT-C Touch,Little Bourke Street,144.95972624853263,-37.81417612233206,"(-37.814176122332, 144.959726248533)"
530A,1647495,MPM1647495,YES,YES,Cale CWT-C Touch,Elizabeth Street,144.96328028349805,-37.8147993540744,"(-37.814799354074, 144.963280283498)"
623A,1647496,MPM1647496,YES,YES,Cale CWT-C Touch,Collins Street,144.95735561211734,-37.818051842215304,"(-37.818051842215, 144.957355612117)"
623B,1647497,MPM1647497,YES,YES,Cale CWT-C Touch,Collins Street,144.95844705937398,-37.81773943694847,"(-37.817739436948, 144.958447059374)"
622A,1647499,MPM1647499,YES,YES,Cale CWT-C Touch,Collins Street,144.96098675638197,-37.817209441659195,"(-37.817209441659, 144.960986756382)"
621A,1647500,MPM1647500,YES,YES,Cale CWT-C Touch,Collins Street,144.96241413011782,-37.816595578318825,"(-37.816595578319, 144.962414130118)"
621B,1647501,MPM1647501,YES,YES,Cale CWT-C Touch,Collins Street,144.96269650621088,-37.816711507341424,"(-37.816711507341, 144.962696506211)"
652A,1647502,MPM1647502,YES,YES,Cale CWT-C Touch,Lonsdale Street,144.9663414524251,-37.81119568700174,"(-37.811195687002, 144.966341452425)"
652B,1647503,MPM1647503,YES,YES,Cale CWT-C Touch,Lonsdale Street,144.9666555069984,-37.810883067262566,"(-37.810883067263, 144.966655506998)"
556A,1647506,MPM1647506,YES,YES,Cale CWT-C Touch,William Street,144.9589297070216,-37.81694985028824,"(-37.816949850288, 144.958929707022)"
556B,1647507,MPM1647507,YES,YES,Cale CWT-C Touch,William Street,144.95874802830258,-37.81715233087748,"(-37.817152330877, 144.958748028303)"
528A,1647508,MPM1647508,YES,YES,Cale CWT-C Touch,Elizabeth Street,144.9644439420967,-37.81678445435344,"(-37.816784454353, 144.964443942097)"
528B,1647509,MPM1647509,YES,YES,Cale CWT-C Touch,Elizabeth Street,144.96426233744302,-37.81694138148539,"(-37.816941381485, 144.964262337443)"
619A,1647510,MPM1647510,YES,YES,Cale CWT-C Touch,Collins Street,144.96761805498994,-37.815078584876254,"(-37.815078584876, 144.96761805499)"
619B,1647511,MPM1647511,YES,YES,Cale CWT-C Touch,Collins Street,144.96821733332737,-37.815101291366744,"(-37.815101291367, 144.968217333327)"
619C,1647512,MPM1647512,YES,YES,Cale CWT-C Touch,Collins Street,144.96839095740978,-37.81485254355795,"(-37.814852543558, 144.96839095741)"
536A,1647513,MPM1647513,YES,YES,Cale CWT-C Touch,Elizabeth Street,144.96073464229175,-37.80869448965889,"(-37.808694489659, 144.960734642292)"
536B,1647514,MPM1647514,YES,YES,Cale CWT-C Touch,Elizabeth Street,144.96048652584602,-37.80869486058817,"(-37.808694860588, 144.960486525846)"
532A,1647515,MPM1647515,YES,YES,Cale CWT-C Touch,Elizabeth Street,144.96250412640606,-37.8130890120383,"(-37.813089012038, 144.962504126406)"
612A,1647516,MPM1647516,YES,YES,Cale CWT-C Touch,Flinders Lane,144.96305356190547,-37.81765065369361,"(-37.817650653694, 144.963053561905)"
612B,1647517,MPM1647517,YES,YES,Cale CWT-C Touch,Flinders Lane,144.9639415363371,-37.81739813765742,"(-37.817398137657, 144.963941536337)"
608A,1647518,MPM1647518,YES,YES,Cale CWT-C Touch,Flinders Lane,144.9730876080353,-37.81463122178595,"(-37.814631221786, 144.973087608035)"
608B,1647519,MPM1647519,YES,YES,Cale CWT-C Touch,Flinders Lane,144.97401123127105,-37.81444836275279,"(-37.814448362753, 144.974011231271)"
613A,1647520,MPM1647520,YES,YES,Cale CWT-C Touch,Flinders Lane,144.96122854415256,-37.818184933050674,"(-37.818184933051, 144.961228544153)"
613B,1647521,MPM1647521,YES,YES,Cale CWT-C Touch,Flinders Lane,144.9615163323172,-37.818022117048244,"(-37.818022117048, 144.961516332317)"
633A,1647522,MPM1647522,YES,YES,Cale CWT-C Touch,Little Collins Street,144.95440747458665,-37.81781859608447,"(-37.817818596084, 144.954407474587)"
633B,1647523,MPM1647523,YES,YES,Cale CWT-C Touch,Little Collins Street,144.9544349145026,-37.81793155735575,"(-37.817931557356, 144.954434914503)"
618A,1647524,MPM1647524,YES,YES,Cale CWT-C Touch,Collins Street,144.96967696283937,-37.81447568416929,"(-37.814475684169, 144.969676962839)"
633C,1647525,MPM1647525,YES,YES,Cale CWT-C Touch,Little Collins Street,144.9556206659354,-37.817585571816736,"(-37.817585571817, 144.955620665935)"
692A,1647526,MPM1647526,YES,YES,Cale CWT-C Touch,Victoria Street,144.96785890326373,-37.807300872039804,"(-37.80730087204, 144.967858903264)"
692B,1647527,MPM1647527,YES,YES,Cale CWT-C Touch,Victoria Street,144.96811626373884,-37.807109379105974,"(-37.807109379106, 144.968116263739)"
632A,1647528,MPM1647528,YES,YES,Cale CWT-C Touch,Little Collins Street,144.95740786381106,-37.81703495309502,"(-37.817034953095, 144.957407863811)"
632B,1647529,MPM1647529,YES,YES,Cale CWT-C Touch,Little Collins Street,144.9580812186287,-37.81673782672948,"(-37.816737826729, 144.958081218629)"
630A,1647530,MPM1647530,YES,YES,Cale CWT-C Touch,Little Collins Street,144.963114693141,-37.815306519085766,"(-37.815306519086, 144.963114693141)"
626A,1647531,MPM1647531,YES,YES,Cale CWT-C Touch,Little Collins Street,144.97192504233092,-37.81282668369106,"(-37.812826683691, 144.971925042331)"
626B,1647532,MPM1647532,YES,YES,Cale CWT-C Touch,Little Collins Street,144.97312379265105,-37.812474236926874,"(-37.812474236927, 144.973123792651)"
549A,1647533,MPM1647533,YES,YES,Cale CWT-C Touch,Queen Street,144.9580793835934,-37.80816882483544,"(-37.808168824835, 144.958079383593)"
549B,1647534,MPM1647534,YES,YES,Cale CWT-C Touch,Queen Street,144.95786306275613,-37.80836827966006,"(-37.80836827966, 144.957863062756)"
549C,1647535,MPM1647535,YES,YES,Cale CWT-C Touch,Queen Street,144.95769121214528,-37.808403572163414,"(-37.808403572163, 144.957691212145)"
548B,1647536,MPM1647536,YES,YES,Cale CWT-C Touch,Queen Street,144.95817081345353,-37.809775079987006,"(-37.809775079987, 144.958170813454)"
548A,1647537,MPM1647537,YES,YES,Cale CWT-C Touch,Queen Street,144.95837475830803,-37.80958835098258,"(-37.809588350983, 144.958374758308)"
663A,1647538,MPM1647538,YES,YES,Cale CWT-C Touch,Little Lonsdale Street,144.9574148401734,-37.812558009931415,"(-37.812558009931, 144.957414840173)"
663B,1647539,MPM1647539,YES,YES,Cale CWT-C Touch,Little Lonsdale Street,144.95878671743017,-37.812224645886275,"(-37.812224645886, 144.95878671743)"
551A,1647540,MPM1647540,YES,YES,Cale CWT-C Touch,Market Street,144.96093416998164,-37.81855317425847,"(-37.818553174258, 144.960934169982)"
627A,1647541,MPM1647541,YES,YES,Cale CWT-C Touch,Little Collins Street,144.96921898764143,-37.81362856562552,"(-37.813628565626, 144.969218987641)"
565A,1647542,MPM1647542,YES,YES,Cale CWT-C Touch,Church Street,144.95729275868314,-37.816645370027196,"(-37.816645370027, 144.957292758683)"
688A,1647543,MPM1647543,YES,YES,Cale CWT-C Touch,Dudley Street,144.95357554024835,-37.80899431994445,"(-37.808994319944, 144.953575540248)"
688B,1647544,MPM1647544,YES,YES,Cale CWT-C Touch,Dudley Street,144.9535013535431,-37.808825772516784,"(-37.808825772517, 144.953501353543)"
688C,1647545,MPM1647545,YES,YES,Cale CWT-C Touch,Dudley Street,144.95408032258658,-37.80884850385933,"(-37.808848503859, 144.954080322587)"
688D,1647546,MPM1647546,YES,YES,Cale CWT-C Touch,Dudley Street,144.95437958332386,-37.80857211277705,"(-37.808572112777, 144.954379583324)"
511A,1647547,MPM1647547,YES,YES,Cale CWT-C Touch,Exhibition Street,144.97048675195788,-37.81158941359467,"(-37.811589413595, 144.970486751958)"
511B,1647548,MPM1647548,YES,YES,Cale CWT-C Touch,Exhibition Street,144.97021328609299,-37.81163821181836,"(-37.811638211818, 144.970213286093)"
544A,1647549,MPM1647549,YES,YES,Cale CWT-C Touch,Queen Street,144.95994693484306,-37.81368361469137,"(-37.813683614691, 144.959946934843)"
544B,1647550,MPM1647550,YES,YES,Cale CWT-C Touch,Queen Street,144.96008898707314,-37.81334262874427,"(-37.813342628744, 144.960088987073)"
543B,1647551,MPM1647551,YES,YES,Cale CWT-C Touch,Queen Street,144.96023253272458,-37.81430925608802,"(-37.814309256088, 144.960232532725)"
543A,1647552,MPM1647552,YES,YES,Cale CWT-C Touch,Queen Street,144.96058818385958,-37.81443401126032,"(-37.81443401126, 144.96058818386)"
519A,1647553,MPM1647553,YES,YES,Cale CWT-C Touch,Russell Street,144.96848810432817,-37.81332846462886,"(-37.813328464629, 144.968488104328)"
519B,1647554,MPM1647554,YES,YES,Cale CWT-C Touch,Russell Street,144.96822947089143,-37.8134052612691,"(-37.813405261269, 144.968229470891)"
540A,1647555,MPM1647555,YES,YES,Cale CWT-C Touch,Queen Street,144.96193525430976,-37.81736634741757,"(-37.817366347418, 144.96193525431)"
540B,1647556,MPM1647556,YES,YES,Cale CWT-C Touch,Queen Street,144.9616000912876,-37.8172804220473,"(-37.817280422047, 144.961600091288)"
586A,1647557,MPM1647557,YES,YES,Cale CWT-C Touch,Spencer Street,144.95117374594014,-37.81227980859246,"(-37.812279808592, 144.95117374594)"
586B,1647558,MPM1647558,YES,YES,Cale CWT-C Touch,Spencer Street,144.95095568294175,-37.81244994978058,"(-37.812449949781, 144.950955682942)"
699A,1647559,MPM1647559,YES,YES,Cale CWT-C Touch,Siddeley Street,144.95363412591894,-37.82225395521304,"(-37.822253955213, 144.953634125919)"
683D,1647562,MPM1647562,YES,YES,Cale CWT-C Touch,Franklin Street,144.95825795280143,-37.808677192508334,"(-37.808677192508, 144.958257952801)"
574A,1647563,MPM1647563,YES,YES,Cale CWT-C Touch,King Street,144.95344391284655,-37.81175469237563,"(-37.811754692376, 144.953443912847)"
574B,1647564,MPM1647564,YES,YES,Cale CWT-C Touch,King Street,144.95373504861936,-37.811750479018684,"(-37.811750479019, 144.953735048619)"
329C,1647632,MPM1647632,YES,YES,Reino TTX-S,Wreckyn Street,144.95403283525025,-37.80028596754706,"(-37.800285967547, 144.95403283525)"
325B,1647633,MPM1647633,YES,YES,Reino TTX-S,Walker Street,144.95857515563586,-37.7845479678137,"(-37.784547967814, 144.958575155636)"
325A,1647634,MPM1647634,YES,YES,Reino TTX-S,Walker Street,144.9577236538205,-37.78470336650419,"(-37.784703366504, 144.957723653821)"
333A,1647635,MPM1647635,YES,YES,Reino TTX-S,Flemington Road,144.95623514432933,-37.80089820480143,"(-37.800898204801, 144.956235144329)"
329B,1647636,MPM1647636,YES,YES,Reino TTX-S,Wreckyn Street,144.95400029203842,-37.80062279357344,"(-37.800622793573, 144.954000292038)"
329A,1647637,MPM1647637,YES,YES,Reino TTX-S,Wreckyn Street,144.95328259508577,-37.80087754785099,"(-37.800877547851, 144.953282595086)"
214B,1647639,MPM1647639,YES,YES,Reino TTX-S,Victoria Street,144.94854312134206,-37.80509315373893,"(-37.805093153739, 144.948543121342)"
214A,1647640,MPM1647640,YES,YES,Reino TTX-S,Victoria Street,144.9485732240904,-37.80494525463489,"(-37.804945254635, 144.94857322409)"
175B,1647641,MPM1647641,YES,YES,Reino TTX-S,Victoria Street,144.95024742339365,-37.80557850253933,"(-37.805578502539, 144.950247423394)"
175A,1647642,MPM1647642,YES,YES,Reino TTX-S,Victoria Street,144.9502374042667,-37.80538877494974,"(-37.80538877495, 144.950237404267)"
301A,1647643,MPM1647643,YES,YES,Reino TTX-S,Howard Street,144.95409699137767,-37.80411856782452,"(-37.804118567825, 144.954096991378)"
301C,1647644,MPM1647644,YES,YES,Reino TTX-S,Howard Street,144.95393332670315,-37.80502298300012,"(-37.805022983, 144.953933326703)"
215A,1647647,MPM1647647,YES,YES,Reino TTX-S,Errol Street,144.9493914060805,-37.803688956315,"(-37.803688956315, 144.949391406081)"
215B,1647648,MPM1647648,YES,YES,Reino TTX-S,Errol Street,144.94955122540438,-37.8041347930813,"(-37.804134793081, 144.949551225404)"
215C,1647649,MPM1647649,YES,YES,Reino TTX-S,Errol Street,144.94926394154473,-37.80441224576471,"(-37.804412245765, 144.949263941545)"
377A,1647650,MPM1647650,YES,YES,Reino TTX-S,Adderley Street,144.9486498770087,-37.81215310263393,"(-37.812153102634, 144.948649877009)"
377B,1647651,MPM1647651,YES,YES,Reino TTX-S,Adderley Street,144.9492232156207,-37.812657671939775,"(-37.81265767194, 144.949223215621)"
377C,1647652,MPM1647652,YES,YES,Reino TTX-S,Adderley Street,144.94991517303876,-37.8132666321235,"(-37.813266632123, 144.949915173039)"
229A,1647653,MPM1647653,YES,YES,Reino TTX-S,Adderley Street,144.94987298259954,-37.81296038150037,"(-37.8129603815, 144.9498729826)"
196A,1647654,MPM1647654,YES,YES,Reino TTX-S,Adderley Street,144.94913251323382,-37.81230873462841,"(-37.812308734628, 144.949132513234)"
238A,1647655,MPM1647655,YES,YES,Reino TTX-S,Jeffcott Street,144.95138705837996,-37.81190425172936,"(-37.811904251729, 144.95138705838)"
238C,1647656,MPM1647656,YES,YES,Reino TTX-S,Jeffcott Street,144.952414557435,-37.81161394900721,"(-37.811613949007, 144.952414557435)"
238B,1647657,MPM1647657,YES,YES,Reino TTX-S,Jeffcott Street,144.9521707096145,-37.8118302979481,"(-37.811830297948, 144.952170709615)"
219A,1647658,MPM1647658,YES,YES,Reino TTX-S,William Street,144.9540994074423,-37.8063829941381,"(-37.806382994138, 144.954099407442)"
219B,1647659,MPM1647659,YES,YES,Reino TTX-S,William Street,144.95389026563626,-37.806572365067396,"(-37.806572365067, 144.953890265636)"
219C,1647660,MPM1647660,YES,YES,Reino TTX-S,William Street,144.95449809876038,-37.807252940209324,"(-37.807252940209, 144.95449809876)"
330A,1647662,MPM1647662,YES,YES,Reino TTX-S,Blackwood Street,144.95456537960084,-37.801546529114944,"(-37.801546529115, 144.954565379601)"
330B,1647663,MPM1647663,YES,YES,Reino TTX-S,Blackwood Street,144.95518388179514,-37.80137128572686,"(-37.801371285727, 144.955183881795)"
689A,1647565,MPM1647565,YES,YES,Cale CWT-C Touch,Dudley Street,144.9513034733805,-37.809726911356314,"(-37.809726911356, 144.951303473381)"
301B,1647638,MPM1647638,YES,YES,Reino TTX-S,Howard Street,144.95371775339768,-37.80467561882714,"(-37.804675618827, 144.953717753398)"
330C,1647664,MPM1647664,YES,YES,Reino TTX-S,Blackwood Street,144.9551877105387,-37.80105374157953,"(-37.80105374158, 144.955187710539)"
331A,1647665,MPM1647665,YES,YES,Reino TTX-S,Villiers Street,144.95251602981193,-37.79980444808272,"(-37.799804448083, 144.952516029812)"
