hourly_counts,sensor_id,time,latitude,longitude
2285,106,17,-37.813190000000006,144.95174
663,107,10,-37.81563,144.95823000000001
703,107,11,-37.81563,144.95823000000001
1177,107,12,-37.81563,144.95823000000001
1119,107,13,-37.81563,144.95823000000001
833,107,14,-37.81563,144.95823000000001
832,107,15,-37.81563,144.95823000000001
1055,107,16,-37.81563,144.95823000000001
1278,107,17,-37.81563,144.95823000000001
1155,108,10,-37.82038,144.95746
1244,108,11,-37.82038,144.95746
1769,108,12,-37.82038,144.95746
1696,108,13,-37.82038,144.95746
1447,108,14,-37.82038,144.95746
1704,108,15,-37.82038,144.95746
2360,108,16,-37.82038,144.95746
2726,108,17,-37.82038,144.95746
618,109,10,-37.819340000000004,144.96075
628,109,11,-37.819340000000004,144.96075
988,109,12,-37.819340000000004,144.96075
992,109,13,-37.819340000000004,144.96075
781,109,14,-37.819340000000004,144.96075
815,109,15,-37.819340000000004,144.96075
1080,109,16,-37.819340000000004,144.96075
1570,109,17,-37.819340000000004,144.96075
508,110,10,-37.80892,144.96634
659,110,11,-37.80892,144.96634
1102,110,12,-37.80892,144.96634
1128,110,13,-37.80892,144.96634
933,110,14,-37.80892,144.96634
918,110,15,-37.80892,144.96634
974,110,16,-37.80892,144.96634
1199,110,17,-37.80892,144.96634
708,59,10,-37.80825648,144.9630486
890,59,11,-37.80825648,144.9630486
1367,59,12,-37.80825648,144.9630486
1396,59,13,-37.80825648,144.9630486
1124,59,14,-37.80825648,144.9630486
1061,59,15,-37.80825648,144.9630486
1102,59,16,-37.80825648,144.9630486
1292,59,17,-37.80825648,144.9630486
