date_time,sensor_id,hourly_counts,latitude,longitude,time
27/06/2019 16:00,1,3177,-37.8134944,144.9651532,16
27/06/2019 17:00,1,3537,-37.8134944,144.9651532,17
28/06/2019 10:00,1,1147,-37.8134944,144.9651532,10
28/06/2019 11:00,1,2001,-37.8134944,144.9651532,11
28/06/2019 12:00,1,3384,-37.8134944,144.9651532,12
28/06/2019 13:00,1,3641,-37.8134944,144.9651532,13
28/06/2019 14:00,1,3061,-37.8134944,144.9651532,14
28/06/2019 15:00,1,3010,-37.8134944,144.9651532,15
28/06/2019 16:00,1,3044,-37.8134944,144.9651532,16
28/06/2019 17:00,1,3509,-37.8134944,144.9651532,17
29/06/2019 10:00,1,1463,-37.8134944,144.9651532,10
29/06/2019 11:00,1,2160,-37.8134944,144.9651532,11
29/06/2019 12:00,1,3477,-37.8134944,144.9651532,12
29/06/2019 13:00,1,4110,-37.8134944,144.9651532,13
29/06/2019 14:00,1,3321,-37.8134944,144.9651532,14
29/06/2019 15:00,1,3237,-37.8134944,144.9651532,15
29/06/2019 16:00,1,3497,-37.8134944,144.9651532,16
29/06/2019 17:00,1,4245,-37.8134944,144.9651532,17
30/06/2019 10:00,1,1381,-37.8134944,144.9651532,10
30/06/2019 11:00,1,2304,-37.8134944,144.9651532,11
30/06/2019 12:00,1,2968,-37.8134944,144.9651532,12
30/06/2019 13:00,1,3517,-37.8134944,144.9651532,13
30/06/2019 14:00,1,3807,-37.8134944,144.9651532,14
30/06/2019 15:00,1,3960,-37.8134944,144.9651532,15
30/06/2019 16:00,1,3846,-37.8134944,144.9651532,16
30/06/2019 17:00,1,3382,-37.8134944,144.9651532,17
01/07/2019 10:00,1,1481,-37.8134944,144.9651532,10
01/07/2019 11:00,1,2073,-37.8134944,144.9651532,11
01/07/2019 12:00,1,3271,-37.8134944,144.9651532,12
01/07/2019 13:00,1,3525,-37.8134944,144.9651532,13
01/07/2019 14:00,1,2877,-37.8134944,144.9651532,14
01/07/2019 15:00,1,2773,-37.8134944,144.9651532,15
01/07/2019 16:00,1,2994,-37.8134944,144.9651532,16
01/07/2019 17:00,1,3265,-37.8134944,144.9651532,17
02/07/2019 10:00,1,1414,-37.8134944,144.9651532,10
02/07/2019 11:00,1,2112,-37.8134944,144.9651532,11
02/07/2019 12:00,1,3302,-37.8134944,144.9651532,12
02/07/2019 13:00,1,3591,-37.8134944,144.9651532,13
02/07/2019 14:00,1,2868,-37.8134944,144.9651532,14
02/07/2019 15:00,1,2822,-37.8134944,144.9651532,15
02/07/2019 16:00,1,2985,-37.8134944,144.9651532,16
02/07/2019 17:00,1,3142,-37.8134944,144.9651532,17
03/07/2019 10:00,1,1475,-37.8134944,144.9651532,10
03/07/2019 11:00,1,2172,-37.8134944,144.9651532,11
03/07/2019 12:00,1,3264,-37.8134944,144.9651532,12
03/07/2019 13:00,1,3691,-37.8134944,144.9651532,13
03/07/2019 14:00,1,3068,-37.8134944,144.9651532,14
03/07/2019 15:00,1,2734,-37.8134944,144.9651532,15
03/07/2019 16:00,1,2933,-37.8134944,144.9651532,16
03/07/2019 17:00,1,3526,-37.8134944,144.9651532,17
04/07/2019 10:00,1,1542,-37.8134944,144.9651532,10
04/07/2019 11:00,1,1919,-37.8134944,144.9651532,11
04/07/2019 12:00,1,3249,-37.8134944,144.9651532,12
04/07/2019 13:00,1,3779,-37.8134944,144.9651532,13
04/07/2019 14:00,1,2885,-37.8134944,144.9651532,14
04/07/2019 15:00,1,2871,-37.8134944,144.9651532,15
04/07/2019 16:00,1,3277,-37.8134944,144.9651532,16
04/07/2019 17:00,1,4008,-37.8134944,144.9651532,17
05/07/2019 10:00,1,1890,-37.8134944,144.9651532,10
05/07/2019 11:00,1,2539,-37.8134944,144.9651532,11
05/07/2019 12:00,1,3371,-37.8134944,144.9651532,12
05/07/2019 13:00,1,3737,-37.8134944,144.9651532,13
05/07/2019 14:00,1,3966,-37.8134944,144.9651532,14
05/07/2019 15:00,1,3968,-37.8134944,144.9651532,15
05/07/2019 16:00,1,3655,-37.8134944,144.9651532,16
05/07/2019 17:00,1,3481,-37.8134944,144.9651532,17
06/07/2019 10:00,1,1588,-37.8134944,144.9651532,10
06/07/2019 11:00,1,2145,-37.8134944,144.9651532,11
06/07/2019 12:00,1,3147,-37.8134944,144.9651532,12
06/07/2019 13:00,1,3273,-37.8134944,144.9651532,13
06/07/2019 14:00,1,3523,-37.8134944,144.9651532,14
06/07/2019 15:00,1,3589,-37.8134944,144.9651532,15
06/07/2019 16:00,1,3372,-37.8134944,144.9651532,16
06/07/2019 17:00,1,2771,-37.8134944,144.9651532,17
07/07/2019 10:00,1,1461,-37.8134944,144.9651532,10
07/07/2019 11:00,1,2067,-37.8134944,144.9651532,11
07/07/2019 12:00,1,3401,-37.8134944,144.9651532,12
07/07/2019 13:00,1,3527,-37.8134944,144.9651532,13
07/07/2019 14:00,1,2852,-37.8134944,144.9651532,14
07/07/2019 15:00,1,2662,-37.8134944,144.9651532,15
07/07/2019 16:00,1,2630,-37.8134944,144.9651532,16
07/07/2019 17:00,1,3062,-37.8134944,144.9651532,17
08/07/2019 10:00,1,1286,-37.8134944,144.9651532,10
08/07/2019 11:00,1,1955,-37.8134944,144.9651532,11
08/07/2019 12:00,1,3330,-37.8134944,144.9651532,12
08/07/2019 13:00,1,3571,-37.8134944,144.9651532,13
08/07/2019 14:00,1,2991,-37.8134944,144.9651532,14
08/07/2019 15:00,1,2928,-37.8134944,144.9651532,15
08/07/2019 16:00,1,2777,-37.8134944,144.9651532,16
08/07/2019 17:00,1,3273,-37.8134944,144.9651532,17
09/07/2019 10:00,1,1548,-37.8134944,144.9651532,10
09/07/2019 11:00,1,2338,-37.8134944,144.9651532,11
09/07/2019 12:00,1,3394,-37.8134944,144.9651532,12
09/07/2019 13:00,1,3478,-37.8134944,144.9651532,13
09/07/2019 14:00,1,2917,-37.8134944,144.9651532,14
09/07/2019 15:00,1,2646,-37.8134944,144.9651532,15
09/07/2019 16:00,1,2905,-37.8134944,144.9651532,16
09/07/2019 17:00,1,3283,-37.8134944,144.9651532,17
10/07/2019 10:00,1,1465,-37.8134944,144.9651532,10
10/07/2019 11:00,1,1884,-37.8134944,144.9651532,11
10/07/2019 12:00,1,3193,-37.8134944,144.9651532,12
10/07/2019 13:00,1,3110,-37.8134944,144.9651532,13
10/07/2019 14:00,1,2736,-37.8134944,144.9651532,14
10/07/2019 15:00,1,2738,-37.8134944,144.9651532,15
10/07/2019 16:00,1,2679,-37.8134944,144.9651532,16
10/07/2019 17:00,1,3081,-37.8134944,144.9651532,17
11/07/2019 10:00,1,1405,-37.8134944,144.9651532,10
11/07/2019 11:00,1,1913,-37.8134944,144.9651532,11
11/07/2019 12:00,1,2337,-37.8134944,144.9651532,12
11/07/2019 13:00,1,2334,-37.8134944,144.9651532,13
11/07/2019 14:00,1,2300,-37.8134944,144.9651532,14
11/07/2019 15:00,1,2486,-37.8134944,144.9651532,15
11/07/2019 16:00,1,2484,-37.8134944,144.9651532,16
11/07/2019 17:00,1,3182,-37.8134944,144.9651532,17
12/07/2019 10:00,1,1648,-37.8134944,144.9651532,10
12/07/2019 11:00,1,2800,-37.8134944,144.9651532,11
12/07/2019 12:00,1,3450,-37.8134944,144.9651532,12
12/07/2019 13:00,1,3646,-37.8134944,144.9651532,13
12/07/2019 14:00,1,3902,-37.8134944,144.9651532,14
12/07/2019 15:00,1,3938,-37.8134944,144.9651532,15
12/07/2019 16:00,1,3681,-37.8134944,144.9651532,16
12/07/2019 17:00,1,3183,-37.8134944,144.9651532,17
13/07/2019 10:00,1,1428,-37.8134944,144.9651532,10
13/07/2019 11:00,1,2231,-37.8134944,144.9651532,11
13/07/2019 12:00,1,2903,-37.8134944,144.9651532,12
13/07/2019 13:00,1,3192,-37.8134944,144.9651532,13
13/07/2019 14:00,1,3356,-37.8134944,144.9651532,14
13/07/2019 15:00,1,3511,-37.8134944,144.9651532,15
13/07/2019 16:00,1,3531,-37.8134944,144.9651532,16
13/07/2019 17:00,1,2815,-37.8134944,144.9651532,17
14/07/2019 10:00,1,1289,-37.8134944,144.9651532,10
14/07/2019 11:00,1,1868,-37.8134944,144.9651532,11
14/07/2019 12:00,1,3145,-37.8134944,144.9651532,12
14/07/2019 13:00,1,3497,-37.8134944,144.9651532,13
14/07/2019 14:00,1,2858,-37.8134944,144.9651532,14
14/07/2019 15:00,1,2692,-37.8134944,144.9651532,15
14/07/2019 16:00,1,2915,-37.8134944,144.9651532,16
14/07/2019 17:00,1,3235,-37.8134944,144.9651532,17
15/07/2019 10:00,1,1259,-37.8134944,144.9651532,10
15/07/2019 11:00,1,1666,-37.8134944,144.9651532,11
15/07/2019 12:00,1,2609,-37.8134944,144.9651532,12
15/07/2019 13:00,1,3117,-37.8134944,144.9651532,13
15/07/2019 14:00,1,2597,-37.8134944,144.9651532,14
15/07/2019 15:00,1,2637,-37.8134944,144.9651532,15
15/07/2019 16:00,1,2683,-37.8134944,144.9651532,16
15/07/2019 17:00,1,3089,-37.8134944,144.9651532,17
16/07/2019 10:00,1,1233,-37.8134944,144.9651532,10
16/07/2019 11:00,1,1976,-37.8134944,144.9651532,11
16/07/2019 12:00,1,3297,-37.8134944,144.9651532,12
16/07/2019 13:00,1,3642,-37.8134944,144.9651532,13
16/07/2019 14:00,1,2840,-37.8134944,144.9651532,14
16/07/2019 15:00,1,2792,-37.8134944,144.9651532,15
16/07/2019 16:00,1,2797,-37.8134944,144.9651532,16
16/07/2019 17:00,1,3258,-37.8134944,144.9651532,17
17/07/2019 10:00,1,1347,-37.8134944,144.9651532,10
