Barcode,Longitude,Latitude
MPM1647418,144.95583918416602,-37.81695974221157
MPM1647420,144.95467952555813,-37.81657524992568
MPM1647421,144.95486360375415,-37.816751274575246
MPM1647424,144.95636087887982,-37.818093112415454
MPM1647425,144.96921860738698,-37.809460029500386
MPM1647426,144.9694729577087,-37.809364475205676
MPM1647427,144.9594155761116,-37.81252193016593
MPM1647428,144.9595635047422,-37.81219689831285
MPM1647429,144.96904991474258,-37.810181044784045
MPM1647430,144.96871231046362,-37.810509161620715
MPM1647431,144.96818594375628,-37.81043356444796
MPM1647432,144.96786416592442,-37.81075971694714
MPM1647433,144.95959495539816,-37.80852770204329
MPM1647434,144.9591248171998,-37.80843057254658
MPM1647436,144.9699614861083,-37.81043982023678
MPM1647437,144.96974284183966,-37.81060515653293
MPM1647438,144.95533675372903,-37.81584716087536
MPM1647439,144.9556237466109,-37.81583476051757
MPM1647442,144.96659082289946,-37.80919115321208
MPM1647443,144.95257680921998,-37.8099256527214
MPM1647444,144.9569983701029,-37.81883763226561
MPM1647445,144.9567811233564,-37.818999759709186
MPM1647446,144.96328657592002,-37.81855168743375
MPM1647447,144.9637196521926,-37.81865773048077
MPM1647448,144.95897595949018,-37.80971685431447
MPM1647449,144.96760150911427,-37.820474117479
MPM1647451,144.96354788450074,-37.80661422700717
MPM1647452,144.96370205489725,-37.80685223545744
MPM1647453,144.95594929589936,-37.819656155872956
MPM1647455,144.97204072497632,-37.813977379625285
MPM1647456,144.97224217054818,-37.81372133692437
MPM1647458,144.9601002043641,-37.807850552547116
MPM1647459,144.9686829431121,-37.81439174491992
MPM1647460,144.96884842292434,-37.81411426153768
MPM1647461,144.95604630737014,-37.81976589076929
MPM1647462,144.966072933191,-37.80805990115205
MPM1647463,144.95466804950618,-37.81376353028066
MPM1647464,144.95450396128652,-37.81404098125036
MPM1647465,144.9542715691794,-37.81291226891753
MPM1647466,144.9700080045267,-37.81234073623917
MPM1647467,144.95477177574938,-37.81211202765379
MPM1647468,144.96856987870532,-37.80762017059581
MPM1647469,144.96986381298916,-37.812186401984476
MPM1647470,144.96536533710747,-37.80681454235956
MPM1647471,144.96532080995956,-37.80702773947353
MPM1647472,144.95572386201871,-37.81852181819872
MPM1647473,144.95603610905175,-37.818628783388796
MPM1647474,144.9609712839736,-37.80975080993935
MPM1647475,144.9611490801301,-37.81473794955358
MPM1647477,144.9626106623864,-37.814311317878634
MPM1647478,144.95742152749304,-37.81976225220943
MPM1647479,144.95720069619028,-37.819917937886814
MPM1647480,144.9596496615534,-37.81070706260653
MPM1647481,144.9601223657741,-37.81080147700165
MPM1647482,144.9680720356864,-37.811733745514715
MPM1647483,144.966591048368,-37.80694873100002
MPM1647484,144.96656095499398,-37.80716380899229
MPM1647485,144.96965001133847,-37.80749537693973
MPM1647486,144.96115136953188,-37.81631200914325
MPM1647487,144.97006045519097,-37.807887093803075
MPM1647488,144.96140924664,-37.81621832718229
MPM1647489,144.960826419679,-37.813848471137966
MPM1647490,144.95706421389113,-37.814856970690656
MPM1647491,144.95713557169657,-37.81491765023948
MPM1647492,144.9716947318939,-37.81632294214091
MPM1647493,144.95855360071468,-37.814512194196524
MPM1647494,144.95972624853263,-37.814176122332064
MPM1647495,144.96328028349805,-37.814799354074395
MPM1647496,144.95735561211734,-37.8180518422153
MPM1647497,144.95844705937398,-37.81773943694847
MPM1647499,144.96098675638197,-37.8172094416592
MPM1647500,144.96241413011782,-37.81659557831883
MPM1647501,144.96269650621088,-37.816711507341424
MPM1647502,144.9663414524251,-37.81119568700174
MPM1647503,144.9666555069984,-37.810883067262566
MPM1647506,144.9589297070216,-37.816949850288246
MPM1647507,144.95874802830258,-37.81715233087748
MPM1647508,144.9644439420967,-37.81678445435344
MPM1647509,144.96426233744302,-37.81694138148539
MPM1647510,144.96761805498994,-37.815078584876254
MPM1647511,144.96821733332737,-37.81510129136674
MPM1647512,144.96839095740978,-37.814852543557954
MPM1647513,144.96073464229175,-37.80869448965889
MPM1647514,144.96048652584602,-37.808694860588176
MPM1647515,144.96250412640606,-37.8130890120383
MPM1647516,144.96305356190547,-37.81765065369361
MPM1647517,144.9639415363371,-37.81739813765742
MPM1647518,144.9730876080353,-37.81463122178596
MPM1647519,144.97401123127105,-37.81444836275279
MPM1647520,144.96122854415256,-37.818184933050674
MPM1647521,144.9615163323172,-37.818022117048244
MPM1647522,144.95440747458662,-37.81781859608447
MPM1647523,144.9544349145026,-37.81793155735575
MPM1647524,144.96967696283937,-37.81447568416929
MPM1647525,144.9556206659354,-37.817585571816736
MPM1647526,144.96785890326373,-37.80730087203981
MPM1647527,144.96811626373884,-37.80710937910597
MPM1647528,144.95740786381106,-37.817034953095025
MPM1647529,144.9580812186287,-37.81673782672948
MPM1647530,144.963114693141,-37.81530651908577
MPM1647531,144.97192504233092,-37.812826683691064
MPM1647532,144.97312379265102,-37.81247423692688
MPM1647533,144.9580793835934,-37.80816882483544
MPM1647534,144.95786306275613,-37.808368279660066
MPM1647535,144.95769121214528,-37.80840357216341
MPM1647536,144.95817081345353,-37.809775079987006
MPM1647537,144.95837475830803,-37.80958835098258
MPM1647538,144.95741484017339,-37.812558009931415
MPM1647539,144.95878671743014,-37.81222464588628
MPM1647540,144.96093416998164,-37.81855317425847
MPM1647541,144.96921898764143,-37.81362856562552
MPM1647542,144.95729275868314,-37.8166453700272
MPM1647543,144.95357554024838,-37.80899431994445
MPM1647544,144.9535013535431,-37.80882577251678
MPM1647545,144.9540803225866,-37.80884850385933
MPM1647546,144.95437958332388,-37.80857211277705
MPM1647547,144.97048675195788,-37.81158941359467
MPM1647548,144.970213286093,-37.81163821181836
MPM1647549,144.95994693484306,-37.813683614691364
MPM1647550,144.9600889870731,-37.81334262874427
MPM1647551,144.9602325327246,-37.81430925608802
MPM1647552,144.96058818385958,-37.81443401126032
MPM1647553,144.96848810432815,-37.81332846462886
MPM1647554,144.96822947089143,-37.813405261269104
MPM1647555,144.96193525430974,-37.81736634741757
MPM1647556,144.9616000912876,-37.8172804220473
MPM1647557,144.95117374594014,-37.812279808592464
MPM1647558,144.95095568294175,-37.81244994978058
MPM1647559,144.95363412591894,-37.82225395521304
MPM1647562,144.95825795280143,-37.808677192508334
MPM1647563,144.95344391284655,-37.81175469237563
MPM1647564,144.95373504861936,-37.81175047901869
MPM1647632,144.95403283525025,-37.80028596754706
MPM1647633,144.95857515563588,-37.7845479678137
MPM1647634,144.9577236538205,-37.78470336650419
MPM1647635,144.95623514432933,-37.80089820480143
MPM1647636,144.95400029203842,-37.80062279357344
MPM1647637,144.95328259508577,-37.80087754785099
MPM1647639,144.94854312134206,-37.80509315373893
MPM1647640,144.9485732240904,-37.80494525463489
MPM1647641,144.95024742339362,-37.805578502539326
MPM1647642,144.9502374042667,-37.80538877494974
MPM1647643,144.9540969913777,-37.804118567824524
MPM1647644,144.95393332670315,-37.805022983000114
MPM1647647,144.94939140608048,-37.803688956315
MPM1647648,144.94955122540438,-37.804134793081296
MPM1647649,144.94926394154473,-37.804412245764716
MPM1647650,144.94864987700868,-37.81215310263393
MPM1647651,144.9492232156207,-37.812657671939775
MPM1647652,144.94991517303876,-37.8132666321235
MPM1647653,144.94987298259952,-37.81296038150037
MPM1647654,144.94913251323382,-37.8123087346284
MPM1647655,144.95138705837996,-37.81190425172936
MPM1647656,144.952414557435,-37.81161394900721
MPM1647657,144.9521707096145,-37.811830297948106
MPM1647658,144.95409940744233,-37.806382994138104
MPM1647659,144.95389026563626,-37.806572365067396
MPM1647660,144.95449809876038,-37.807252940209324
MPM1647662,144.95456537960084,-37.801546529114944
MPM1647663,144.9551838817951,-37.80137128572686
MPM1647565,144.9513034733805,-37.80972691135632
MPM1647638,144.95371775339768,-37.80467561882714
MPM1647664,144.9551877105387,-37.80105374157953
MPM1647665,144.9525160298119,-37.79980444808272
MPM1647666,144.95326965544623,-37.79951751096952
MPM1647667,144.9533439708122,-37.79914784228345
MPM1647668,144.9483760623059,-37.80314924725578
MPM1647669,144.94822034908384,-37.803279286393796
MPM1647670,144.95088434218883,-37.803667362362525
MPM1647671,144.95109427560138,-37.80403944282425
MPM1647672,144.95071914522487,-37.80460282755853
MPM1647673,144.95095621550996,-37.804832697390616
MPM1647674,144.9467357611826,-37.81069311023799
MPM1647675,144.94601865759716,-37.810785923838665
MPM1647676,144.95233497379184,-37.80398075585826
MPM1647677,144.9525230973769,-37.80448605388843
MPM1647678,144.95219468036822,-37.804772288006994
MPM1647679,144.95055529945762,-37.812136366163024
MPM1647680,144.95031636229868,-37.812375740527564
MPM1647681,144.95493944361672,-37.80628079366063
MPM1647682,144.9551662133996,-37.80658950938644
MPM1647683,144.95478567620356,-37.80717286435285
MPM1647684,144.95297183209206,-37.79830449659872
MPM1647685,144.94893897483655,-37.810409626441476
MPM1647686,144.94916524725505,-37.81056506399728
MPM1647687,144.95451076096012,-37.803708943924434
MPM1647688,144.9550493143075,-37.80354758769175
MPM1647689,144.95447075318734,-37.80560261082068
MPM1647690,144.95465462828537,-37.80584184070354
MPM1647691,144.95897760386686,-37.78156650553245
MPM1647692,144.95897355682862,-37.78178915292931
MPM1647693,144.95227649306526,-37.80584706479493
MPM1647694,144.9519551981536,-37.80608163140899
MPM1647695,144.95556549420812,-37.80037244176295
MPM1647696,144.95206028324657,-37.796989926607495
MPM1647697,144.95014278086768,-37.79545741357098
MPM1647698,144.95075788092018,-37.795952005198934
MPM1647699,144.94309348682881,-37.789828785794136
MPM1647700,144.94462261113085,-37.791047855725076
MPM1647701,144.945383223498,-37.791651839819735
MPM1647702,144.94615379788647,-37.79226805957109
MPM1647703,144.9464425799971,-37.792498650869156
MPM1647704,144.94720370500596,-37.80923792439901
MPM1647705,144.9477617612332,-37.80918073957447
MPM1647706,144.94801426509562,-37.80874950332811
MPM1647707,144.95582129462022,-37.802930104602254
MPM1647708,144.9491947052038,-37.808304998816475
MPM1647709,144.94986086479773,-37.80761903547371
MPM1647710,144.9504804619498,-37.80752186949557
MPM1647711,144.95366287589385,-37.80707997501718
MPM1647712,144.95044034708812,-37.80670058836943
MPM1647713,144.9511820403181,-37.8074543694861
MPM1647714,144.95215106793552,-37.807801497381426
MPM1647715,144.95306701012922,-37.80761491978262
MPM1647716,144.95512878671778,-37.80519044185831
MPM1647717,144.95547802353713,-37.80479224736821
MPM1647718,144.95527402271767,-37.80441050875729
MPM1647719,144.95155219354208,-37.80146246789267
MPM1647720,144.9512278253612,-37.801716814286635
MPM1647721,144.9513672164119,-37.802496521453094
MPM1647722,144.9510612828807,-37.802639676513
MPM1647723,144.95180672894546,-37.7960229522614
MPM1647724,144.9522922560074,-37.795636508908494
MPM1647725,144.9576458094829,-37.78770819597216
MPM1647726,144.958273669744,-37.78775777870976
MPM1647727,144.95490425261096,-37.80813967726594
MPM1647728,144.95466154365576,-37.8082532904439
MPM1647729,144.95043488782264,-37.80325293015346
MPM1647730,144.95116509503097,-37.79919544005404
MPM1647731,144.95186273482486,-37.79864515137211
MPM1647732,144.952469195616,-37.79847222683514
MPM1647733,144.95008414450476,-37.80880449797718
MPM1647734,144.95104086363037,-37.80860336232525
MPM1647736,144.9570531927015,-37.78820548860597
MPM1647737,144.95698320537892,-37.78766552303444
MPM1647741,144.95745891948837,-37.790610984895245
MPM1647742,144.95761090272214,-37.790657291761725
MPM1647743,144.95786480200442,-37.79154630910681
MPM1647745,144.9573903036821,-37.781490784647424
MPM1647746,144.9576476774374,-37.78076265198364
MPM1647747,144.9579976275938,-37.78000070728629
MPM1647749,144.9592447564337,-37.77858660722758
MPM1647751,144.95699815432303,-37.783919086531746
MPM1647752,144.95709631159173,-37.78320301801081
MPM1647754,144.94307766070455,-37.80798651985953
MPM1647755,144.94350232096355,-37.80854285109379
MPM1647756,144.9438977705411,-37.80904808788539
MPM1647757,144.94436745746606,-37.80964045618696
MPM1647758,144.9449185034285,-37.81031476249408
MPM1647759,144.94525144985082,-37.810790174529146
MPM1647760,144.95061045609685,-37.81965595473361
MPM1647761,144.93746297020294,-37.81558623222297
MPM1647762,144.95146451388996,-37.81995084784796
MPM1647763,144.9468702066775,-37.82105892971398
MPM1647764,144.94703140092844,-37.821223320736216
MPM1647765,144.94290659374863,-37.82112712982757
MPM1647766,144.94303695778828,-37.82445109984311
MPM1647767,144.9454642430654,-37.820250690693456
MPM1647768,144.95037974105725,-37.82141105583153
MPM1647769,144.9510992718258,-37.82138973119682
MPM1647770,144.94591623766368,-37.81977618827808
MPM1647771,144.94620431100003,-37.820998301278586
MPM1647772,144.94932767459852,-37.819139659810034
MPM1647773,144.949280309548,-37.819576120141676
MPM1647774,144.94709705218492,-37.82024839627797
MPM1647775,144.9460306220507,-37.82025818434322
MPM1647776,144.94287002749638,-37.82443893727493
MPM1647778,144.95060295984317,-37.820760275177285
MPM1647779,144.94979544702386,-37.819734776096865
MPM1647780,144.94723535848055,-37.819957088421404
MPM1647781,144.94540541090558,-37.82031284528343
MPM1647782,144.94540795403367,-37.81995444828115
MPM1620117,144.94931379387654,-37.81147661155853
MPM1620106,144.97378384265096,-37.809446131465286
MPM1620127,144.98329802333518,-37.81106623428869
MPM1620170,144.94540595897658,-37.81576282423627
MPM1620128,144.94366800079274,-37.81943897199172
MPM1620135,144.97482924850988,-37.809564092120375
MPM1620171,144.98260779151187,-37.81517492428921
MPM1620176,144.9828869256012,-37.81352292566584
MPM1620169,144.94569902221437,-37.81641902624049
MPM1620175,144.98275578647062,-37.814295188048966
MPM1620177,144.98297566538028,-37.813005384872454
MPM1620178,144.98311151375626,-37.81217842905309
MPM1620183,144.97831936078262,-37.81066794490018
MPM1620186,144.97807690943813,-37.81046788386017
MPM1620190,144.9777707180589,-37.80988962959282
MPM1620188,144.97671392321718,-37.809767840507696
MPM1620192,144.97941322284638,-37.81006022087882
MPM1621354,144.95146036644837,-37.81086671616111
MPM1621572,144.95825165502194,-37.80715784478113
MPM1621586,144.95826145800243,-37.807107098304755
MPM1621670,144.95802749291065,-37.80648798868997
MPM1621737,144.94742294704255,-37.818905004195926
MPM1621749,144.95677322775768,-37.81051640409029
MPM1621755,144.9575848717321,-37.81011429505163
MPM1621758,144.9568353296413,-37.8104969348679
MPM1621759,144.9563487066461,-37.81064141968045
MPM1621748,144.95622472270966,-37.81067648633313
MPM1621762,144.95689600023894,-37.81047581866224
MPM1621794,144.95664429020877,-37.810553998643975
MPM1621901,144.97757932697897,-37.83189284934915
MPM1621954,144.93996802577558,-37.81383911430181
MPM1622068,144.9516678328389,-37.81080892829196
MPM1622339,144.94010408611203,-37.81378688358974
MPM1622342,144.95579821249808,-37.818054931012654
MPM1622348,144.95415543756926,-37.81844535435201
MPM1622385,144.98003808641806,-37.84513777849197
MPM1622392,144.97291986663188,-37.81573774621756
MPM1622395,144.94010408611203,-37.81378688358974
MPM1622397,144.95579821249808,-37.818054931012654
MPM1622431,144.95628888980718,-37.810657927388355
MPM1622528,144.95609042690805,-37.81797297751872
MPM1622615,144.95792686436934,-37.807052632848794
MPM1623744,144.97550112828594,-37.81148875635608
MPM1623972,144.95146036644837,-37.81086671616111
MPM1624063,144.97513096609225,-37.81175208707021
MPM1624066,144.95803720412738,-37.80644057498852
MPM1624244,144.9516678328389,-37.81080892829196
MPM1623995,144.95827413533033,-37.81898826013332
MPM1624680,144.95799772579494,-37.80664085267997
MPM1624694,144.95826145800243,-37.807107098304755
MPM1625285,144.9587466349811,-37.80752600446487
MPM1625281,144.9605354577973,-37.81807173705018
MPM1625290,144.96042642168578,-37.81782873900409
MPM1625385,144.95793412028098,-37.80700364458296
MPM1625388,144.95791048138284,-37.807144728295775
MPM1625389,144.95792686436934,-37.807052632848794
MPM1625392,144.95793412028098,-37.80700364458296
MPM1625394,144.95800411494838,-37.806594462786094
MPM1625398,144.95790290730454,-37.807187123444336
MPM1625401,144.95790290730454,-37.807187123444336
MPM1625459,144.94742294704255,-37.818905004195926
MPM1625572,144.96033369475148,-37.817625107337975
MPM1625470,144.95562338669467,-37.81810579488079
MPM1625580,144.96048069580647,-37.81794898568715
MPM1625656,144.95803720412738,-37.80644057498852
MPM1625663,144.95799772579494,-37.80664085267997
MPM1625665,144.95826564155632,-37.80707644974946
MPM1625667,144.9579902075327,-37.80667875193757
MPM1625695,144.97513096609225,-37.81175208707021
MPM1625782,144.95802749291065,-37.80648798868997
MPM1625951,144.95115930147134,-37.821698634590895
MPM1627637,144.9567030996518,-37.81053447235804
MPM1628427,144.95800411494838,-37.806594462786094
MPM1628551,144.94434805359776,-37.81908619656968
MPM1628554,144.95649087978614,-37.81059756668915
MPM1628739,144.96083427311902,-37.80652504679684
MPM1628980,144.94744833912338,-37.821582678094686
MPM1628981,144.94744833912338,-37.821582678094686
MPM1628996,144.9393388876276,-37.81299551224986
MPM1628997,144.9393388876276,-37.81299551224986
MPM1629078,144.9792581738879,-37.844815407465376
MPM1629084,144.9500647436497,-37.81898498467185
MPM1629085,144.9499632803944,-37.818849691261114
MPM1629086,144.9499632803944,-37.818849691261114
MPM1629119,144.95749594550503,-37.81013936430104
MPM1629166,144.95804175941083,-37.80639478411353
MPM1629168,144.95936627581605,-37.80225228094249
MPM1629203,144.95642226900287,-37.81061827452845
MPM1629236,144.9555532946552,-37.80734635111092
MPM1629350,144.9500647436497,-37.81898498467185
MPM1629256,144.9605317361729,-37.81805135109197
MPM1629467,144.94277709868268,-37.819883655875294
MPM1629468,144.94277709868268,-37.819883655875294
MPM1629490,144.960773575389,-37.81609989968114
MPM1629492,144.96341811444347,-37.80291281277818
MPM1629480,144.95868767027358,-37.80754715124053
MPM1629493,144.96340160568806,-37.80296677814628
MPM1629494,144.93800292713718,-37.815864662217905
MPM1629495,144.93795424364873,-37.81577797300322
MPM1629497,144.93778736510362,-37.81551038514814
MPM1629524,144.9478874037978,-37.82208136245257
MPM1629542,144.95561351307782,-37.809196798120645
MPM1629522,144.94791200922967,-37.82217001610725
MPM1629523,144.94791200922967,-37.82217001610725
MPM1629558,144.9567599592149,-37.80930959897199
MPM1629561,144.95705427538445,-37.80934624671442
MPM1629574,144.93843545567958,-37.81215179093253
MPM1629577,144.98190821198656,-37.818202168404454
MPM1629613,144.95739971184798,-37.79902898468312
MPM1629636,144.96851581178547,-37.82442440127139
MPM1629638,144.966323327603,-37.82646817457295
MPM1629592,144.95676334021817,-37.8094630196997
MPM1629627,144.97076562396842,-37.824041331491095
MPM1629637,144.96770608757942,-37.826520221993256
MPM1629639,144.9673000285473,-37.82783485683872
MPM1629640,144.96818845458805,-37.824913182219326
MPM1629642,144.9683622624977,-37.82491090965478
MPM1629644,144.9669396615702,-37.825248553264046
MPM1630085,144.96621978435942,-37.8276270627555
MPM1630089,144.96870556412412,-37.8254958290841
MPM1630092,144.96317955518646,-37.82519126920506
MPM1630093,144.97154730325227,-37.827480061025256
MPM1630097,144.9562726674342,-37.827891475744295
MPM1630099,144.96906147813772,-37.829875650006315
MPM1630101,144.97028466379297,-37.82432841937237
MPM1630086,144.96729033864813,-37.826074001442606
MPM1630087,144.9664904141831,-37.82673652861469
MPM1630088,144.96877707308158,-37.82563747489055
MPM1630090,144.9643940235074,-37.824146670105364
MPM1630114,144.97716421230825,-37.83987568725411
MPM1630094,144.96276516046473,-37.82554807480086
MPM1630098,144.95617183313334,-37.827794732674434
MPM1630100,144.9707857309276,-37.825452378140774
MPM1630112,144.97627160441633,-37.837399067573045
MPM1630113,144.97668502093725,-37.838551124884326
MPM1630115,144.97743259118138,-37.84060830321582
MPM1630116,144.97795432431712,-37.84203046038514
MPM1630117,144.9783433487545,-37.84307463668307
MPM1630118,144.979309657328,-37.845751547532075
MPM1630133,144.96729973068398,-37.825916394918025
MPM1630141,144.9716605585966,-37.82813380523581
MPM1630135,144.97193980938658,-37.826335598393094
MPM1630143,144.96886391108782,-37.8273269999254
MPM1630145,144.9687289698299,-37.82876505552469
MPM1630138,144.9690673135978,-37.82666283731033
MPM1630146,144.9712708535983,-37.8251470842047
MPM1630147,144.97095167861818,-37.82552142950014
MPM1630144,144.96865355770274,-37.82798678860813
MPM1630149,144.97113364959418,-37.82725744443323
MPM1630150,144.97109779608527,-37.82789692227793
MPM1630152,144.9653510864967,-37.82971889050084
MPM1630153,144.96590848947503,-37.827882755151045
MPM1630154,144.96590675371695,-37.828672865804464
MPM1630156,144.96565865958482,-37.82870969074708
MPM1630159,144.96772479453838,-37.82859130914575
MPM1630160,144.96700829112294,-37.82882441880909
MPM1630161,144.967855070366,-37.82869804904588
MPM1630163,144.96963108426257,-37.82614362528832
MPM1630165,144.9679479772652,-37.82969808188308
MPM1630175,144.96686455984428,-37.831097753206905
MPM1630180,144.96840591293548,-37.8293801022236
MPM1630184,144.96631044188064,-37.83017466246167
MPM1630181,144.96596547888004,-37.83027450091311
MPM1630206,144.97168273310675,-37.82256520185347
MPM1630210,144.9722909058388,-37.8223980375472
MPM1630211,144.97280457065537,-37.822263505618416
MPM1630207,144.97231004702266,-37.82225904538108
MPM1630208,144.9728958908185,-37.82211351809312
MPM1630209,144.97172396250082,-37.82274898599421
MPM1630212,144.98148980771532,-37.85024084930922
MPM1630213,144.9826718651881,-37.850391675283774
MPM1630214,144.983352938515,-37.850479701951144
MPM1630217,144.9723905532726,-37.825977619747526
MPM1630218,144.9723457569097,-37.825115495626385
MPM1630221,144.98089820639998,-37.84793602665953
MPM1630249,144.97961975418187,-37.84508500897301
MPM1630250,144.98063341002427,-37.84521873462534
MPM1630253,144.9834755501687,-37.8453482370105
MPM1630251,144.98062090945317,-37.84498794577463
MPM1630252,144.98148396231932,-37.84508058231237
MPM1630255,144.98377979392563,-37.848141952146456
MPM1630257,144.98155321166797,-37.847869272317375
MPM1630262,144.97779109465625,-37.842070002685325
MPM1630264,144.97829634109513,-37.843434398128025
MPM1630266,144.97920227971713,-37.845927902370335
MPM1630256,144.98253722822196,-37.84799077650432
MPM1630270,144.96104321377518,-37.82763894508869
MPM1630272,144.9866194787609,-37.81184489060317
MPM1630277,144.98619074066264,-37.811293012358654
MPM1630279,144.94196706126485,-37.8235868967054
MPM1630258,144.9806961317858,-37.84776437431515
MPM1630259,144.98314418261978,-37.84821180876725
MPM1630260,144.9768820596611,-37.83952756331605
MPM1630261,144.97710911778,-37.84018736692313
MPM1630263,144.97805181427728,-37.84275067708462
MPM1630265,144.97899232912943,-37.845350358431276
MPM1630267,144.97953732238608,-37.84685140887871
MPM1630294,144.97585976845502,-37.81523514288251
MPM1630295,144.98051729203615,-37.81575039400953
MPM1630296,144.98119061135824,-37.815820255429
MPM1630297,144.96252555973845,-37.82576962773052
MPM1630302,144.97321601948056,-37.819967506817726
MPM1630303,144.9740509392004,-37.82052876392185
MPM1630315,144.97662155589578,-37.83155243792833
MPM1630318,144.97899663926304,-37.833601106623114
MPM1630319,144.97955213578155,-37.83367202939635
MPM1630298,144.9802468199005,-37.81594158080609
MPM1630299,144.9811803986097,-37.81604501438508
MPM1630304,144.9746070808201,-37.821200669690754
MPM1630305,144.97281771234418,-37.81996672372754
MPM1630306,144.97405976879472,-37.820765898231635
MPM1630307,144.9744597712279,-37.821264975826296
MPM1630332,144.98822546548254,-37.811038198765104
MPM1630308,144.97266974965632,-37.827513398611046
MPM1630309,144.97349087785346,-37.82812605083966
MPM1630340,144.97553332814437,-37.83474397680424
MPM1630341,144.97619051049833,-37.83482957791423
MPM1630342,144.9774359550099,-37.834974947002074
MPM1630343,144.97797963221578,-37.83503835668969
MPM1630364,144.96062678446683,-37.806288733726504
MPM1630348,144.95775719383727,-37.81006945847477
MPM1630365,144.96278878830014,-37.791940826785215
MPM1630366,144.9606798670372,-37.80650982848268
MPM1630408,144.9495907414899,-37.81116404084426
MPM1630409,144.94875095453722,-37.811402320010906
MPM1630423,144.94367878611024,-37.821114142242045
MPM1630425,144.94464648851616,-37.821344535883654
MPM1630426,144.9478858686994,-37.81876900276853
MPM1630428,144.94865390205518,-37.81931155507051
MPM1630429,144.94868610240644,-37.82020790912868
MPM1630422,144.98207415546113,-37.817253783063826
MPM1630424,144.9564441265737,-37.809251651791136
MPM1630427,144.94839292973342,-37.81920589639667
MPM1630430,144.94936969105962,-37.82034658482358
MPM1630432,144.97296874456248,-37.81045558863849
MPM1630433,144.97298170667185,-37.81006470063512
MPM1630431,144.97271652344344,-37.809959203513095
MPM1630438,144.95582251194932,-37.809502013886686
MPM1630439,144.95625026087598,-37.809374659005606
MPM1630437,144.9809683486845,-37.80949036046164
MPM1631144,144.9522800001049,-37.81063910638024
MPM1631150,144.95166534828604,-37.81058112218062
