Barcode,Longitude,Latitude
MPM1620136,144.93681979554358,-37.81555494897575
MPM1620137,144.98150568034055,-37.81029600738592
MPM1620138,144.9767110258982,-37.81623700432449
MPM1620139,144.93757446190986,-37.815792048302406
MPM1620142,144.94252569453388,-37.81405130790429
MPM1620147,144.9422352120639,-37.82114264928349
MPM1620151,144.97608570925345,-37.81200213152505
MPM1620154,144.9453255287662,-37.82112706644281
MPM1620159,144.97728533073044,-37.809611660228896
MPM1620160,144.94230793812955,-37.82016231866868
MPM1620161,144.97663057700674,-37.810955585156314
MPM1620163,144.97480932835643,-37.815983000155576
MPM1620164,144.98023320672843,-37.81015528651192
MPM1620165,144.9765966041091,-37.81191663049082
MPM1620167,144.9550235844096,-37.81820057306203
MPM1620173,144.94450493292644,-37.82017109938454
MPM1620174,144.9757450493901,-37.81181660789425
MPM1620180,144.9553635073535,-37.818180144071476
MPM1620182,144.95809843235295,-37.80693305706747
MPM1620185,144.9772198133737,-37.816143615494326
MPM1620187,144.98410041045497,-37.81058564994321
MPM1620189,144.9772198133737,-37.816143615494326
MPM1620191,144.94289521569945,-37.820538988334825
MPM1620194,144.97556828122225,-37.8159207760255
MPM1620195,144.94543679733502,-37.82104376623553
MPM1620198,144.9775330704639,-37.81374367205925
MPM1620201,144.97635152367425,-37.81602231185981
MPM1620202,144.97765713408887,-37.81297455678959
MPM1620203,144.97792724127495,-37.81137188120167
MPM1620204,144.97797328549146,-37.812783484354746
MPM1625387,144.9578929171465,-37.80724011958129
MPM1625390,144.95825165502194,-37.80715784478113
MPM1625393,144.9578929171465,-37.80724011958129
MPM1625400,144.9579418110794,-37.806967730910884
MPM1629498,144.93695342897337,-37.81546073891571
MPM1629513,144.96097681002018,-37.8065406721865
MPM1629514,144.96097681002018,-37.8065406721865
MPM1629528,144.96233008730417,-37.825602852934935
MPM1629530,144.96711999900768,-37.829942533249906
MPM1629532,144.9644751854116,-37.82834732975389
MPM1629533,144.96916870617608,-37.82577588348886
MPM1629534,144.96183821843695,-37.82581042260705
MPM1629536,144.9613465145944,-37.82527212732914
MPM1629537,144.965459290841,-37.82501316060049
MPM1629538,144.9689833943743,-37.82636505629966
MPM1629540,144.9678663036081,-37.826538100162814
MPM1629541,144.96577862866206,-37.82394701037076
MPM1629543,144.9685791754692,-37.82883346553596
MPM1629545,144.97020784746883,-37.825220033746156
MPM1629546,144.9701917752079,-37.82506648475452
MPM1629547,144.9624907688003,-37.82611916786277
MPM1629549,144.96978006071637,-37.826054247409814
MPM1629550,144.96558067474223,-37.825186021698585
MPM1629551,144.95518420537826,-37.827412518364504
MPM1629552,144.9702553156064,-37.82903239917858
MPM1629553,144.9704736151875,-37.82606861105052
MPM1629554,144.96928765781823,-37.82591474262208
MPM1629555,144.96969692775968,-37.82536830819856
MPM1629562,144.9687258041838,-37.827228687184096
MPM1629599,144.9710117124454,-37.829316943205036
MPM1630134,144.9531444041699,-37.78196818114381
MPM1629587,144.94735966302687,-37.77660542078603
MPM1629588,144.9569732830069,-37.82709834725068
MPM1629597,144.97129648762268,-37.827447244285906
MPM1629598,144.95665615709638,-37.82597664155158
MPM1629579,144.95396176298402,-37.78301215075454
MPM1629602,144.95514585437888,-37.82789218644589
MPM1629628,144.96705893483218,-37.82924316787018
MPM1629629,144.96601214943271,-37.82373074357745
MPM1629633,144.9645816874366,-37.8284759842736
MPM1629660,144.96971623925438,-37.82520259065889
MPM1630091,144.9523236780645,-37.777200169322775
MPM1630105,144.95439958509544,-37.78339934115867
MPM1630106,144.95373922014466,-37.78246389154058
MPM1630111,144.97515352135147,-37.83497249834284
MPM1630125,144.95375143723675,-37.777369413896345
MPM1630127,144.95093001727008,-37.777038872337315
MPM1630129,144.9591071545821,-37.778016209238075
MPM1630131,144.95857510977828,-37.77795886616958
MPM1630132,144.95575115030448,-37.777617040871405
MPM1630142,144.94644914597424,-37.77649621479439
MPM1630148,144.95760654389144,-37.777835483709715
MPM1630151,144.97105088470576,-37.82648499064683
MPM1630155,144.9655383512021,-37.82913199279414
MPM1630157,144.96665864303205,-37.82840567880144
MPM1630158,144.9651536015349,-37.82825381800642
MPM1630162,144.96530771575556,-37.828137823925466
MPM1630164,144.97049866006554,-37.8261625757507
MPM1630166,144.96834071377697,-37.82959774625039
MPM1630167,144.9695116815025,-37.82925315185989
MPM1630168,144.96928212557575,-37.829121045534
MPM1630169,144.97015326546213,-37.828874817623074
MPM1630170,144.97062565584594,-37.8287307888091
MPM1630171,144.96707833067697,-37.83063893509864
MPM1630173,144.9687895130827,-37.83053296993048
MPM1630174,144.96637191676422,-37.831241993520905
MPM1630176,144.9672948230125,-37.829899528843214
MPM1630177,144.96599779319712,-37.830079603552115
MPM1630178,144.96734084518698,-37.829688565489114
MPM1630179,144.9678925649251,-37.829528317460344
MPM1630219,144.97891721070005,-37.82603998543643
MPM1630220,144.9796476531019,-37.826631455877795
MPM1630222,144.98599625513648,-37.82872509676761
MPM1630223,144.9717022839846,-37.82413457584366
MPM1630224,144.97266398358474,-37.827286545570225
MPM1630229,144.98332850137012,-37.82815952398241
MPM1630230,144.97736977415968,-37.82449265861536
MPM1630231,144.97897504918694,-37.82633862785053
MPM1630236,144.97856779433124,-37.825927548831494
MPM1630237,144.9725527799866,-37.82595358544968
MPM1630238,144.9815628238649,-37.83329079809098
MPM1630239,144.97199864874736,-37.824893135976545
MPM1630240,144.97791205099347,-37.82514188958601
MPM1630241,144.97920004028504,-37.82629232127822
MPM1630242,144.98135761920844,-37.82768388337468
MPM1630243,144.98015191301036,-37.826936198478506
MPM1630244,144.98234051798318,-37.82797258068846
MPM1630245,144.97872339316532,-37.832756069475685
MPM1630246,144.98048563276745,-37.83323159181735
MPM1630247,144.9824646016542,-37.82783438486877
MPM1630248,144.9713539547804,-37.82351395474308
MPM1630254,144.9715538294979,-37.82417732039378
MPM1630268,144.9761358723671,-37.837517149148795
MPM1630269,144.97795598129397,-37.82492308143356
MPM1630271,144.98137725575805,-37.827512816270726
MPM1630273,144.9871671091283,-37.811901970471396
MPM1630274,144.98762385515718,-37.811953214014586
MPM1630275,144.98075976200118,-37.827238777478854
MPM1630278,144.94145587643376,-37.82321494119819
MPM1630280,144.97560269633146,-37.83315497441764
MPM1630281,144.97576364271325,-37.830745223717535
MPM1630282,144.9812181750801,-37.83777395015077
MPM1630283,144.97722388687237,-37.83167181256764
MPM1630284,144.98050476066453,-37.827288510390574
MPM1630285,144.98709931428343,-37.82970779696136
MPM1630286,144.98310765567405,-37.8279654304046
MPM1630287,144.9815193912248,-37.84800926650164
MPM1630288,144.9838555248996,-37.84829895412338
MPM1630289,144.98853581721463,-37.81157349347338
MPM1630310,144.97332434159983,-37.828161258857186
MPM1630311,144.97403662075044,-37.828881670565686
MPM1630312,144.97764259197848,-37.831964408047575
MPM1630313,144.9786608327886,-37.83287302232497
MPM1630314,144.97992293251698,-37.833217819580845
MPM1630316,144.9764030453421,-37.83270489016739
MPM1630317,144.97812950396622,-37.833488629352395
MPM1630321,144.9806623585082,-37.816566925066425
MPM1630322,144.9814704148614,-37.816653415332716
MPM1630323,144.97980308538354,-37.826915677564365
MPM1630324,144.97297570887378,-37.827617850044774
MPM1630325,144.9785492618723,-37.82564035915253
MPM1630326,144.9836223799537,-37.82804439454302
MPM1630327,144.97233361705332,-37.82536683170928
MPM1630328,144.97685740992986,-37.83331475630048
MPM1630329,144.98011444777876,-37.848431365131276
MPM1630330,144.9867642097417,-37.810877092270815
MPM1630331,144.98754306305852,-37.810962815675
MPM1630333,144.97822478720246,-37.83248484232367
MPM1630335,144.98347066781034,-37.838067101225036
MPM1630337,144.97602180080438,-37.83336857647707
MPM1630338,144.97120089292832,-37.82361504269871
MPM1630339,144.97779248944406,-37.8323078615083
MPM1630344,144.9757684504808,-37.83061047252008
MPM1630346,144.97826138190018,-37.83365990958418
MPM1630347,144.97976963313548,-37.844884447627074
MPM1630349,144.95901134369146,-37.793079046268794
MPM1630350,144.958637224951,-37.793666528483975
MPM1630351,144.9581891367276,-37.796534887289226
MPM1630352,144.95827606141873,-37.79587822832535
MPM1630353,144.95926350594178,-37.78771784446155
MPM1630354,144.9393893112888,-37.813437131177004
MPM1630355,144.96061688818097,-37.79211672625997
MPM1630357,144.95880019147702,-37.791516699985905
MPM1630358,144.95938752305892,-37.792420576592995
MPM1630367,144.95954801092805,-37.79260124984688
MPM1630368,144.95889313913844,-37.79292175173719
MPM1630369,144.95889106850447,-37.790768755996815
MPM1630370,144.9584523811998,-37.794424648410384
MPM1630397,144.9598764246502,-37.782596265245616
MPM1630434,144.9625659426866,-37.82636548902092
MPM1630440,144.96627785186038,-37.8284745659816
MPM1630441,144.96955200560163,-37.82904837045866
MPM1630442,144.96737654220024,-37.82816341234857
MPM1630443,144.96757955164904,-37.82749469485051
MPM1630444,144.97011093748432,-37.830149394296456
MPM1646985,144.96711258504288,-37.80299304985968
MPM1646986,144.96750845535948,-37.80281340235085
MPM1646987,144.95822003145452,-37.801793232913035
MPM1646988,144.95811380572854,-37.802005970282906
MPM1646989,144.96157859227344,-37.80216270171239
MPM1646990,144.96118884951403,-37.8023438230565
MPM1646991,144.9590923021578,-37.801888567217524
MPM1646992,144.96861009991068,-37.803154474184595
MPM1646993,144.96899684385468,-37.80297909800268
MPM1646994,144.96602905628637,-37.80213648787449
MPM1646995,144.96574146765158,-37.80335682459528
MPM1646996,144.95986578422668,-37.80474843604415
MPM1646997,144.95985156173612,-37.805141003513796
MPM1646998,144.95881036659972,-37.800460208546355
MPM1646999,144.9585545411264,-37.8008830490516
MPM1647000,144.95863679751096,-37.801436815334846
MPM1647001,144.96475390026518,-37.80545868985025
MPM1647002,144.9643493135554,-37.806159309800755
MPM1647003,144.96462495998213,-37.80618809094111
MPM1647004,144.96007728099804,-37.804724109460025
MPM1647005,144.95989664370546,-37.80574514928874
MPM1647006,144.96276044269126,-37.801562566680076
MPM1647007,144.96318088192086,-37.80182444010504
MPM1647008,144.96263583333138,-37.803018416735924
MPM1647009,144.96299951633782,-37.803277308270346
MPM1647010,144.9589253225373,-37.803136533619146
MPM1647011,144.95927272975942,-37.80346676192879
MPM1647012,144.95752771138652,-37.802643238667905
MPM1647013,144.95825932741354,-37.8029373002397
MPM1647014,144.95783196052457,-37.803302138680074
MPM1647015,144.96041783882552,-37.80280239119264
MPM1647016,144.96058770081427,-37.80340615675059
MPM1647017,144.9675480002607,-37.79786574182243
MPM1647018,144.96730812707168,-37.797900226236116
MPM1647019,144.96721958231285,-37.799708696798746
MPM1647020,144.96691890176285,-37.80016007013782
MPM1647021,144.9659042716441,-37.805900858302
MPM1647022,144.96616591880363,-37.806004362952265
MPM1647023,144.96581040002582,-37.8064429350306
MPM1647027,144.97323283092717,-37.80686516421697
MPM1647028,144.964140862292,-37.80244426148665
MPM1647029,144.96455129294696,-37.802712373446134
MPM1647030,144.96512717145976,-37.80466473297921
MPM1647031,144.96552445297624,-37.80493038850872
MPM1647032,144.96962865297968,-37.801649913895844
MPM1647033,144.96989765913727,-37.801758493558545
MPM1647034,144.96977804683158,-37.80244097559552
MPM1647035,144.96944981756275,-37.802738031170655
MPM1647036,144.9691927081409,-37.80592244292336
MPM1647037,144.96887024089162,-37.80621538739378
MPM1647038,144.96283730642338,-37.80614936521832
MPM1647039,144.95707097364746,-37.802905786039226
MPM1647040,144.95719161200608,-37.803578182919466
MPM1647041,144.95723748624587,-37.80479866682333
MPM1647042,144.957025764769,-37.80376819357519
MPM1647043,144.9570022743524,-37.80398465413074
MPM1647045,144.9577487289717,-37.800438287613204
MPM1647046,144.96558039208895,-37.79905589190326
MPM1647047,144.9654434477166,-37.799835253022586
MPM1647048,144.9577540570192,-37.80385133440472
MPM1647049,144.9579239594219,-37.804085946280075
MPM1647050,144.96550497457596,-37.80110740953905
MPM1647051,144.96516750637932,-37.801455164966654
MPM1647052,144.96504329732903,-37.80216824739613
MPM1647053,144.96523263177178,-37.80267921551444
MPM1647054,144.96478736601532,-37.80363817805762
MPM1647056,144.9648222561255,-37.79830161837039
MPM1647057,144.96511290887696,-37.79855475338925
MPM1647058,144.96087756148526,-37.80441830461396
MPM1647059,144.96695450091372,-37.805084396446155
MPM1647060,144.96699945594204,-37.804866970436784
MPM1647061,144.96802630745174,-37.80520283656118
MPM1647062,144.96826014955533,-37.80500799949965
MPM1647063,144.96234285648418,-37.804583017860324
MPM1647064,144.9639761825564,-37.80453746283878
MPM1647065,144.963933772773,-37.80475536417663
MPM1647068,144.97123112665568,-37.798434675821404
MPM1647069,144.97139737914063,-37.79824426390215
MPM1647070,144.97207707415356,-37.79852749556829
MPM1647071,144.9609124304347,-37.80021119531407
MPM1647072,144.9591676234187,-37.804904633148105
MPM1647073,144.9587792896076,-37.80537001968538
MPM1647074,144.95954803653072,-37.805732035002706
MPM1647075,144.96594034334763,-37.80054882832425
MPM1647076,144.96611341816862,-37.800743426128676
MPM1647077,144.969244973183,-37.80403322269946
MPM1647078,144.9639106012805,-37.799992898169926
MPM1647079,144.96254044984948,-37.80085699571275
MPM1647080,144.96221473423927,-37.801123389313155
MPM1647081,144.96231973590068,-37.80213120860933
MPM1647082,144.96193295881986,-37.802747814572335
MPM1647083,144.9620907635624,-37.80344151417781
MPM1647084,144.96172006314154,-37.80396712623249
MPM1647085,144.9669250699061,-37.80144027316487
MPM1647086,144.96661854613873,-37.801879495888905
MPM1647087,144.96658600876862,-37.80335857800093
MPM1647088,144.96625588167552,-37.80403843896181
MPM1647089,144.96645147389862,-37.80415984400121
MPM1647090,144.96155673300512,-37.804897053199056
MPM1647091,144.96175326091438,-37.80538285500368
MPM1647092,144.96137168028832,-37.80599015825713
MPM1647093,144.9635381398673,-37.80376632984999
MPM1647095,144.96402694728633,-37.80094327317363
MPM1647096,144.9636800547266,-37.80135812523157
MPM1647097,144.959708905903,-37.80258516477784
MPM1647098,144.95993632101082,-37.80308705002161
MPM1647099,144.95979088398502,-37.80340734994322
MPM1647100,144.94572236697977,-37.81938925780236
MPM1647101,144.94487464312962,-37.81963379465546
MPM1647102,144.94415799350446,-37.819626375282176
MPM1647103,144.9432481694029,-37.819885541436776
MPM1647104,144.94325089349798,-37.82010333927572
MPM1647352,144.9697627974753,-37.80893075261064
MPM1647353,144.9704727486509,-37.808806705928156
MPM1647354,144.95670440347072,-37.82072797983732
MPM1647355,144.9561764151664,-37.820604015291465
MPM1647356,144.97176087078208,-37.808905292932046
MPM1647357,144.971966225285,-37.808718438029814
MPM1647358,144.97147198308457,-37.80827411527726
MPM1647359,144.97177369645655,-37.80829502897573
MPM1647360,144.95407228506608,-37.813110912907426
MPM1647361,144.96483242506534,-37.80675544410205
MPM1647362,144.95457582001166,-37.82030159652593
MPM1647363,144.95927999267946,-37.818331087616244
MPM1647364,144.9562362655898,-37.811057433247925
MPM1647365,144.95555560208732,-37.810220681398725
MPM1647366,144.95587599867832,-37.810906495972475
MPM1647367,144.95292080109922,-37.81286682273511
MPM1647368,144.9526925204478,-37.81270089473115
MPM1647369,144.95692982864975,-37.81320437132057
MPM1647370,144.96662718349268,-37.807493485804464
MPM1647371,144.96651624328948,-37.807677816347095
MPM1647373,144.95798300598162,-37.814871502522614
MPM1647374,144.9578802625402,-37.81528110703531
MPM1647375,144.95760056374542,-37.814038518967244
MPM1647376,144.9574720338595,-37.81439288443811
MPM1647377,144.9567747750819,-37.812222923558934
MPM1647378,144.95664492005787,-37.812573426211955
MPM1647379,144.95981877031426,-37.818863628488494
MPM1647380,144.95958462257866,-37.81898915098821
MPM1647381,144.96009718343623,-37.81854845418151
MPM1647382,144.95302947431568,-37.816294129806906
MPM1647383,144.96030238852885,-37.82441559091794
MPM1647384,144.96057096082873,-37.82442847112151
MPM1647385,144.95363006371045,-37.813699751825645
MPM1647386,144.9673333130106,-37.81146395301146
MPM1647387,144.96754110663758,-37.81127125452467
MPM1647388,144.9565619715417,-37.81404839080275
MPM1647389,144.9562305294599,-37.81391069735051
MPM1647390,144.95543418922804,-37.81413839629622
MPM1647391,144.95563375856096,-37.81431315674485
MPM1647392,144.95924831311612,-37.813043713785184
MPM1647393,144.9590541098207,-37.813328913186425
MPM1647394,144.95796025639126,-37.81364867297822
MPM1647395,144.95838922828736,-37.81329254146127
MPM1647396,144.9559577843206,-37.812955845212436
MPM1647397,144.9659280778505,-37.80748042040373
MPM1647398,144.97120329533294,-37.811795181178745
MPM1647399,144.97136339580598,-37.81194646256344
MPM1647400,144.9547722694539,-37.81330509261235
MPM1647401,144.95483504669795,-37.81335963167956
MPM1647402,144.95584626091156,-37.813069854358226
MPM1647403,144.955210460301,-37.81494175649927
MPM1647404,144.9550211553776,-37.81516519539071
MPM1647405,144.97473448624564,-37.81471459451856
MPM1647406,144.9741475680445,-37.814005824270296
MPM1647407,144.96265422549791,-37.812053202153756
MPM1647408,144.95620267514897,-37.81615628379394
MPM1647409,144.95666081916445,-37.81622200955851
MPM1647410,144.95699141058873,-37.8159298988769
MPM1647414,144.95911149768293,-37.81532442499312
MPM1647415,144.95875273763497,-37.8156246506702
MPM1647416,144.9561843825788,-37.81770539162482
MPM1647417,144.95607373723595,-37.816832278617724
